x,y,species
121.172605,13.409638,Amphiprion_ocellaris
123.683,24.3,Amphiprion_ocellaris
125.6431429,-8.14935775,Amphiprion_ocellaris
98.4122222222,7.80055555556,Amphiprion_ocellaris
120.82719,13.68805,Amphiprion_ocellaris
122.96667,-12.26667,Amphiprion_ocellaris
124.3207327,-9.1979169,Amphiprion_ocellaris
120.478996277,14.2460002899,Amphiprion_ocellaris
125.0176093,-8.84869421,Amphiprion_ocellaris
115,-8,Amphiprion_ocellaris
127.7319924,26.3308886,Amphiprion_ocellaris
125.0779335,-8.81575081,Amphiprion_ocellaris
127.80707,26.713482,Amphiprion_ocellaris
132.283,-11.117,Amphiprion_ocellaris
120.009499999387,8.92514000302976,Amphiprion_ocellaris
97.78333,9.166667,Amphiprion_ocellaris
106.276389,3.235278,Amphiprion_ocellaris
98.678333,7.6725,Amphiprion_ocellaris
120.941383,13.51765,Amphiprion_ocellaris
103.833336,1.3,Amphiprion_ocellaris
124.0981851,24.4148812,Amphiprion_ocellaris
120.95133,13.63082,Amphiprion_ocellaris
124.256,24.38,Amphiprion_ocellaris
119.967,15.25,Amphiprion_ocellaris
125.5932083,-8.29268955,Amphiprion_ocellaris
125.1573296,-8.62562243,Amphiprion_ocellaris
107.962028,4.648556,Amphiprion_ocellaris
123.08466,-12.27879,Amphiprion_ocellaris
123.385002136,9.43638896942,Amphiprion_ocellaris
93,10,Amphiprion_ocellaris
121.76666,-14.05,Amphiprion_ocellaris
123.06606,-12.19056,Amphiprion_ocellaris
115.46,-8.07,Amphiprion_ocellaris
114.43,-8.16,Amphiprion_ocellaris
125.2076412,-8.60679458,Amphiprion_ocellaris
119.84,-0.82,Amphiprion_ocellaris
106.593887329,-5.85833311081,Amphiprion_ocellaris
114.5,10.58,Amphiprion_ocellaris
127.683326721,0.883333325386,Amphiprion_ocellaris
103.018433,5.790371,Amphiprion_ocellaris
123.470001221,9.22500038147,Amphiprion_ocellaris
123.278892517,9.07722187042,Amphiprion_ocellaris
127.9269086,26.3941911,Amphiprion_ocellaris
128.167007446,-3.83299994469,Amphiprion_ocellaris
127.333475,26.200326,Amphiprion_ocellaris
116.25,-8.717,Amphiprion_ocellaris
125.9394024,-8.47641651,Amphiprion_ocellaris
132.792,-11.4,Amphiprion_ocellaris
123.41166687,8.8516664505,Amphiprion_ocellaris
136.45,-13.8,Amphiprion_ocellaris
106.836997986,-6.07899999619,Amphiprion_ocellaris
121.91667,-13.93333,Amphiprion_ocellaris
123.152,11.4551,Amphiprion_ocellaris
127.9447313,26.5974838,Amphiprion_ocellaris
125.8945289,-8.47376464,Amphiprion_ocellaris
121.0165,12.19349,Amphiprion_ocellaris
107.963889,3.940556,Amphiprion_ocellaris
132.05,-11.183,Amphiprion_ocellaris
123.3074,9.307,Amphiprion_ocellaris
136.75,-12.167,Amphiprion_ocellaris
99.253,6.544,Amphiprion_ocellaris
97.636,8.572,Amphiprion_ocellaris
127.356008,26.190254,Amphiprion_ocellaris
120.85095,13.66992,Amphiprion_ocellaris
130.8,-12.45,Amphiprion_ocellaris
114.59,-8.13,Amphiprion_ocellaris
104,1.25,Amphiprion_ocellaris
125.5627068,-8.19646027,Amphiprion_ocellaris
104.155,2.825,Amphiprion_ocellaris
124.1237212,-9.3084183,Amphiprion_ocellaris
119.401948,4.717582,Amphiprion_ocellaris
105.8465,2.953778,Amphiprion_ocellaris
122.966,-12.216,Amphiprion_ocellaris
124.41667,-15.53333,Amphiprion_ocellaris
130.822,-12.417,Amphiprion_ocellaris
125.101837,-8.68075926,Amphiprion_ocellaris
121.86667,-14.03333,Amphiprion_ocellaris
121.970001221,21.3999996185,Amphiprion_ocellaris
119.33333,-5.05,Amphiprion_ocellaris
124.1489571,-9.29598718,Amphiprion_ocellaris
106.53333,-5.6,Amphiprion_ocellaris
98.5333328247,7.79777765274,Amphiprion_ocellaris
130.7,-0.51667,Amphiprion_ocellaris
114.361,10.374,Amphiprion_ocellaris
120.951624,13.503771,Amphiprion_ocellaris
120.90043,13.8192,Amphiprion_ocellaris
123.396295,9.396126,Amphiprion_ocellaris
105.794028,2.881778,Amphiprion_ocellaris
123,-12.25,Amphiprion_ocellaris
114.38,-8.21,Amphiprion_ocellaris
119.839341611354,8.79612393901102,Amphiprion_ocellaris
97.9,9.48333,Amphiprion_ocellaris
123.76667,9.883333,Amphiprion_ocellaris
126.3444937,-8.44099198,Amphiprion_ocellaris
129.832992554,-3.16700005531,Amphiprion_ocellaris
125.6212158,-8.51840138,Amphiprion_ocellaris
125.2573534,-8.60307234,Amphiprion_ocellaris
118.620143,2.203996,Amphiprion_ocellaris
128.06667,-3.71667,Amphiprion_ocellaris
136.26,-1.245,Amphiprion_ocellaris
136.783,-12.05,Amphiprion_ocellaris
98.9407,5.6802,Amphiprion_ocellaris
132.5,-7.5,Amphiprion_ocellaris
110.411109924,-5.88055610657,Amphiprion_ocellaris
105.808361,2.886139,Amphiprion_ocellaris
124.1706971,24.4701136,Amphiprion_ocellaris
121.094835,13.562398,Amphiprion_ocellaris
118.800003052,9.69999980927,Amphiprion_ocellaris
132.05,-11.2,Amphiprion_ocellaris
103.833343506,1.29999995232,Amphiprion_ocellaris
119.880261437599,8.90034993218769,Amphiprion_ocellaris
106.57,-5.67,Amphiprion_ocellaris
123.426095,9.394139,Amphiprion_ocellaris
120.60549,13.90451,Amphiprion_ocellaris
97.8330001831,1,Amphiprion_ocellaris
99.069,7.213,Amphiprion_ocellaris
103.803433,1.35843,Amphiprion_ocellaris
119.397139,4.718483,Amphiprion_ocellaris
121.706456,12.67914,Amphiprion_ocellaris
99.90811,-1.0928,Amphiprion_ocellaris
123.126953125,9.04583263397,Amphiprion_ocellaris
99.211,7.417,Amphiprion_ocellaris
124.52166,-15.99138,Amphiprion_ocellaris
122.099998474,-5.28888893127,Amphiprion_ocellaris
119.809996682856,8.80859975817503,Amphiprion_ocellaris
123.2793,9.2011,Amphiprion_ocellaris
130.733001709,-12.3830003738,Amphiprion_ocellaris
106.599998474,-5.80000019073,Amphiprion_ocellaris
98.5208358765,-0.0291670002043,Amphiprion_ocellaris
121.550003052,25.0499992371,Amphiprion_ocellaris
119.531496,11.370729,Amphiprion_ocellaris
121.880596,11.865407,Amphiprion_ocellaris
99.298538,7.389581,Amphiprion_ocellaris
124.111593,11.326979,Amphiprion_ocellaris
120.211787,11.966134,Amphiprion_ocellaris
115.441861,-8.694359,Amphiprion_ocellaris
116.025431,-8.348572,Amphiprion_ocellaris
130.526765,-0.797553,Amphiprion_ocellaris
92.986328,12.039333,Amphiprion_ocellaris
97.880726,9.415406,Amphiprion_ocellaris
120.906253,13.774891,Amphiprion_ocellaris
123.50917,9.141012,Amphiprion_ocellaris
120.859658,13.741588,Amphiprion_ocellaris
130.505218,-1.032047,Amphiprion_ocellaris
115.521905,-8.675549,Amphiprion_ocellaris
115.509996,-8.518735,Amphiprion_ocellaris
98.7656,7.653938,Amphiprion_ocellaris
99.306034,6.546016,Amphiprion_ocellaris
123.343215,-1.254351,Amphiprion_ocellaris
93.02401,11.843532,Amphiprion_ocellaris
102.715119,5.90989,Amphiprion_ocellaris
119.898359,11.490748,Amphiprion_ocellaris
100.969589,12.51885,Amphiprion_ocellaris
116.000564,5.97389,Amphiprion_ocellaris
125.261398,1.500308,Amphiprion_ocellaris
121.845488,-0.354253,Amphiprion_ocellaris
98.020931,9.364569,Amphiprion_ocellaris
97.869992,9.367446,Amphiprion_ocellaris
114.496003,-8.091115,Amphiprion_ocellaris
120.218625,0.479204,Amphiprion_ocellaris
119.700516,-8.509596,Amphiprion_ocellaris
100.946103,12.586739,Amphiprion_ocellaris
122.384664,9.688244,Amphiprion_ocellaris
98.560776,7.768593,Amphiprion_ocellaris
127.699624,26.274674,Amphiprion_ocellaris
119.151433,10.491004,Amphiprion_ocellaris
130.722234,-2.022213,Amphiprion_ocellaris
130.868213,-2.106328,Amphiprion_ocellaris
115.595582,-8.27506,Amphiprion_ocellaris
130.550634,-1.877424,Amphiprion_ocellaris
123.249474,9.168333,Amphiprion_ocellaris
128.696333,1.503767,Amphiprion_ocellaris
123.527675,9.18443,Amphiprion_ocellaris
115.526004,-8.794116,Amphiprion_ocellaris
125.022872,10.027847,Amphiprion_ocellaris
125.026506,10.050201,Amphiprion_ocellaris
115.464099,-8.663035,Amphiprion_ocellaris
98.812689,7.970871,Amphiprion_ocellaris
116.327213,6.488289,Amphiprion_ocellaris
124.768204,1.602211,Amphiprion_ocellaris
114.5295,-8.092548,Amphiprion_ocellaris
125.164761,1.766906,Amphiprion_ocellaris
124.742113,1.612318,Amphiprion_ocellaris
125.145606,1.734758,Amphiprion_ocellaris
127.291547,26.225902,Amphiprion_ocellaris
127.479233,0.713833,Amphiprion_ocellaris
127.483583,1.017683,Amphiprion_ocellaris
98.603776,7.889136,Amphiprion_ocellaris
98.944922,7.714099,Amphiprion_ocellaris
119.95886,8.881252,Amphiprion_ocellaris
118.628667,4.114974,Amphiprion_ocellaris
123.367976,9.94099,Amphiprion_ocellaris
124.996385,10.19078,Amphiprion_ocellaris
99.257975,6.556254,Amphiprion_ocellaris
125.088246,9.98557,Amphiprion_ocellaris
124.847,1.6,Amphiprion_ocellaris
93.034512,11.981296,Amphiprion_ocellaris
119.89309,-0.79346,Amphiprion_ocellaris
126.213794,6.950621,Amphiprion_ocellaris
125.104794,10.148564,Amphiprion_ocellaris
123.368924,9.97379,Amphiprion_ocellaris
125.022122,10.119908,Amphiprion_ocellaris
115.562872,-8.235688,Amphiprion_ocellaris
120.468431,-5.606228,Amphiprion_ocellaris
92.714225,11.485261,Amphiprion_ocellaris
123.266529,9.193854,Amphiprion_ocellaris
115.619087,-8.301868,Amphiprion_ocellaris
116.077721,-8.350214,Amphiprion_ocellaris
107.618274,-2.554865,Amphiprion_ocellaris
123.816395,24.434668,Amphiprion_ocellaris
125.24474,1.469641,Amphiprion_ocellaris
118.636393,4.430302,Amphiprion_ocellaris
104.135382,2.813101,Amphiprion_ocellaris
123.777611,24.436888,Amphiprion_ocellaris
104.051018,2.897985,Amphiprion_ocellaris
123.643973,9.535723,Amphiprion_ocellaris
118.746504,9.695428,Amphiprion_ocellaris
118.756418,9.694802,Amphiprion_ocellaris
115.456145,-8.715279,Amphiprion_ocellaris
98.603884,7.653571,Amphiprion_ocellaris
99.671212,6.427707,Amphiprion_ocellaris
123.212297,9.114613,Amphiprion_ocellaris
98.940333,7.188641,Amphiprion_ocellaris
98.717987,7.691745,Amphiprion_ocellaris
123.684312,9.517033,Amphiprion_ocellaris
119.319022,11.138386,Amphiprion_ocellaris
119.867786,-8.411176,Amphiprion_ocellaris
115.267953,-8.70738,Amphiprion_ocellaris
116.079459,6.069674,Amphiprion_ocellaris
104.060954,2.23205,Amphiprion_ocellaris
103.75422,1.224437,Amphiprion_ocellaris
119.4244,-8.3045,Amphiprion_ocellaris
102.740883,5.885343,Amphiprion_ocellaris
102.753397,5.89302,Amphiprion_ocellaris
119.528705,-8.467806,Amphiprion_ocellaris
103.745774,1.226666,Amphiprion_ocellaris
119.560165,-8.575481,Amphiprion_ocellaris
103.264905,5.219004,Amphiprion_ocellaris
121.483633,22.682732,Amphiprion_ocellaris
123.624442,9.318996,Amphiprion_ocellaris
118.948945,4.576259,Amphiprion_ocellaris
123.298264,9.493114,Amphiprion_ocellaris
119.739963,-0.648742,Amphiprion_ocellaris
98.756136,7.775838,Amphiprion_ocellaris
123.135095,9.053133,Amphiprion_ocellaris
129.752776,28.518359,Amphiprion_ocellaris
129.612339,28.423996,Amphiprion_ocellaris
102.753253,5.912365,Amphiprion_ocellaris
119.839018,-8.483561,Amphiprion_ocellaris
132.148663,1.498966,Amphiprion_ocellaris
118.631008,4.250046,Amphiprion_ocellaris
103.057016,5.621598,Amphiprion_ocellaris
105.522507,-5.886924,Amphiprion_ocellaris
