x,y,species
159.0459,-31.52069,Stichodactyla_haddoni
119.300003052,-5.5,Stichodactyla_haddoni
120.96561,13.62801,Stichodactyla_haddoni
142.2599945,-9.890000343,Stichodactyla_haddoni
128.160003662,-3.70000004768,Stichodactyla_haddoni
145.6799927,-15.52999973,Stichodactyla_haddoni
126.5,25.5,Stichodactyla_haddoni
151.5,7.566999912,Stichodactyla_haddoni
145.7899933,-5.230000019,Stichodactyla_haddoni
150,-22,Stichodactyla_haddoni
54.69228,16.96453,Stichodactyla_haddoni
145.44299,-14.6604,Stichodactyla_haddoni
146.77,-19.18666,Stichodactyla_haddoni
58.75833,23.51389,Stichodactyla_haddoni
38.948,22.2010667,Stichodactyla_haddoni
48.3375015259,-13.5500001907,Stichodactyla_haddoni
145.5670013,-16.38299942,Stichodactyla_haddoni
55.666668,-4.582778,Stichodactyla_haddoni
139.5,34.0999984741,Stichodactyla_haddoni
122.975,-12.225,Stichodactyla_haddoni
135.779998779,33.4399986267,Stichodactyla_haddoni
124.169998169,24.4200000763,Stichodactyla_haddoni
69.0599975586,22.4599990845,Stichodactyla_haddoni
48.3333282471,-13.2749996185,Stichodactyla_haddoni
114.050003052,-28.7000007629,Stichodactyla_haddoni
109.400001526,12.8199996948,Stichodactyla_haddoni
78.8867,8.9532,Stichodactyla_haddoni
153.26667,-27.51667,Stichodactyla_haddoni
131.967,-11.1167,Stichodactyla_haddoni
145.470001221,-14.6700000763,Stichodactyla_haddoni
57.79168,23.78195,Stichodactyla_haddoni
79.18333333,9.233333333,Stichodactyla_haddoni
60.82,25.22,Stichodactyla_haddoni
159.06604,-31.53945,Stichodactyla_haddoni
179.429992676,-17.8500003815,Stichodactyla_haddoni
153.399993896,-27.1800003052,Stichodactyla_haddoni
120.61,13.93,Stichodactyla_haddoni
149,-20,Stichodactyla_haddoni
46.2066688538,-9.3983297348,Stichodactyla_haddoni
153.467,-26.962,Stichodactyla_haddoni
130.1199951,-1.860000014,Stichodactyla_haddoni
153.399993896,-27.5,Stichodactyla_haddoni
127.949996948,26.25,Stichodactyla_haddoni
128,26.0799999237,Stichodactyla_haddoni
59.20166,22.9503,Stichodactyla_haddoni
128.0703514,26.534194,Stichodactyla_haddoni
55.3699989319,-5.82000017166,Stichodactyla_haddoni
153.4,-27.5,Stichodactyla_haddoni
166.410003662,-22.2999992371,Stichodactyla_haddoni
38.2900009155,21.5499992371,Stichodactyla_haddoni
144.2700043,-3.7300000190000002,Stichodactyla_haddoni
104.059997559,-5.38000011444,Stichodactyla_haddoni
58.82773,20.58751,Stichodactyla_haddoni
58.7400016785,23.5300006866,Stichodactyla_haddoni
36.5,-18.7999992371,Stichodactyla_haddoni
118.582588,-20.30551,Stichodactyla_haddoni
104.000994,1.384163,Stichodactyla_haddoni
166.436,-22.3,Stichodactyla_haddoni
118.060806,6.1756,Stichodactyla_haddoni
125.242564,1.497279,Stichodactyla_haddoni
103.811947,1.259394,Stichodactyla_haddoni
118.624967,-20.295325,Stichodactyla_haddoni
39.383875,-4.659265,Stichodactyla_haddoni
125.122884,1.783412,Stichodactyla_haddoni
125.256,1.486,Stichodactyla_haddoni
103.985375,1.392823,Stichodactyla_haddoni
39.840701,-3.791287,Stichodactyla_haddoni
103.61016,1.315336,Stichodactyla_haddoni
103.746944,1.256389,Stichodactyla_haddoni
167.961699,-29.060781,Stichodactyla_haddoni
103.836275,1.213613,Stichodactyla_haddoni
122.250122,12.49405,Stichodactyla_haddoni
118.644032,-20.303917,Stichodactyla_haddoni
103.75946,1.297135,Stichodactyla_haddoni
118.566825,-20.291453,Stichodactyla_haddoni
