x,y,species
122.2300034,-17.96999931,Heteractis_malu
121.04399,13.56038,Heteractis_malu
135,-7,Heteractis_malu
124.169998169,24.4200000763,Heteractis_malu
139.5,34.0999984741,Heteractis_malu
145.8399963,-5.179999828,Heteractis_malu
145.6799927,-15.52999973,Heteractis_malu
142.259994507,-9.89000034332,Heteractis_malu
144.070007324,-9.92000007629,Heteractis_malu
125,-15.1,Heteractis_malu
145.850006104,-5.19000005722,Heteractis_malu
106.830001831,-6.07999992371,Heteractis_malu
136.71667,-12.17667,Heteractis_malu
153.51667,-27.41667,Heteractis_malu
113.910003662,-25.8700008392,Heteractis_malu
126.5,25.5,Heteractis_malu
153.55,-27.4,Heteractis_malu
149.8000031,-5.03000021,Heteractis_malu
153.42,-27.36333,Heteractis_malu
109.400001526,12.8199996948,Heteractis_malu
113.616996765,-23.6329994202,Heteractis_malu
115.459999084,-20.8199996948,Heteractis_malu
125.3333333333,24.7833333333,Heteractis_malu
128,26.0799999237,Heteractis_malu
124.4014,-15.5341,Heteractis_malu
153.47333,-27.125,Heteractis_malu
145.9,-16.7,Heteractis_malu
153.113834,-26.615866,Heteractis_malu
125.65,7.10418,Heteractis_malu
145.45053,-14.647088,Heteractis_malu
