x,y,species
145.85093689,17.3058300018,Cryptodendrum_adhaesivum
225.050003052,-23.1299991608,Cryptodendrum_adhaesivum
166.4100037,-22.299999239999998,Cryptodendrum_adhaesivum
109.400001526,12.8199996948,Cryptodendrum_adhaesivum
129.8399963,-4.53000021,Cryptodendrum_adhaesivum
145.789993286,-5.23000001907,Cryptodendrum_adhaesivum
144.449996948,7.23999977112,Cryptodendrum_adhaesivum
131.330001831,-4.05000019073,Cryptodendrum_adhaesivum
123.291671753,9.30500030518,Cryptodendrum_adhaesivum
168,-29.083,Cryptodendrum_adhaesivum
52.7200012207,-7,Cryptodendrum_adhaesivum
128,-3,Cryptodendrum_adhaesivum
153.179992676,-26.6299991608,Cryptodendrum_adhaesivum
34.9500007629,29.5300006866,Cryptodendrum_adhaesivum
145.5670013,-16.38299942,Cryptodendrum_adhaesivum
145.820007324,-5.15999984741,Cryptodendrum_adhaesivum
162.240005493,11.6400003433,Cryptodendrum_adhaesivum
145.451,-14.6841,Cryptodendrum_adhaesivum
145.444,-14.6872,Cryptodendrum_adhaesivum
41.6134,16.835,Cryptodendrum_adhaesivum
144.8699951,-4.179999828,Cryptodendrum_adhaesivum
171.5599976,7.050000191,Cryptodendrum_adhaesivum
151.70805,-23.29694,Cryptodendrum_adhaesivum
145.45799,-14.6469,Cryptodendrum_adhaesivum
125,8,Cryptodendrum_adhaesivum
173.9799957,-0.219999999,Cryptodendrum_adhaesivum
78.8867,8.9532,Cryptodendrum_adhaesivum
171.059997559,7.11999988556,Cryptodendrum_adhaesivum
34.2799987793,26.1200008392,Cryptodendrum_adhaesivum
122.98484,-12.26233,Cryptodendrum_adhaesivum
55.3499984741,-5.82999992371,Cryptodendrum_adhaesivum
129.5,-3.09999990463,Cryptodendrum_adhaesivum
32.5200004578,29.9099998474,Cryptodendrum_adhaesivum
144.0700073,-9.9200000760000009,Cryptodendrum_adhaesivum
153.399993896,-27.1800003052,Cryptodendrum_adhaesivum
73.5188888889,4.1938888889,Cryptodendrum_adhaesivum
131.020004272,-1.28999996185,Cryptodendrum_adhaesivum
107.900001526,-2.86999988556,Cryptodendrum_adhaesivum
136.71667,-12.17667,Cryptodendrum_adhaesivum
162.367004395,11.3999996185,Cryptodendrum_adhaesivum
52.7299995422,-7.07999992371,Cryptodendrum_adhaesivum
144.75,13.470000267,Cryptodendrum_adhaesivum
149.4458333333,-4.6985,Cryptodendrum_adhaesivum
132.17799,-11.245,Cryptodendrum_adhaesivum
135.75,33.4700012207,Cryptodendrum_adhaesivum
73.0999984741,4,Cryptodendrum_adhaesivum
145.66299,-14.6645,Cryptodendrum_adhaesivum
162.380004883,11.4300003052,Cryptodendrum_adhaesivum
109.116245,21.022673,Cryptodendrum_adhaesivum
167.341054,-20.917496,Cryptodendrum_adhaesivum
115.892255,-8.748131,Cryptodendrum_adhaesivum
119.739267,-0.648513,Cryptodendrum_adhaesivum
119.68034,-8.577432,Cryptodendrum_adhaesivum
122.340831,12.473984,Cryptodendrum_adhaesivum
123.272197,9.192033,Cryptodendrum_adhaesivum
179.072625,-17.124265,Cryptodendrum_adhaesivum
99.258837,7.306356,Cryptodendrum_adhaesivum
124.769058,0.88033,Cryptodendrum_adhaesivum
39.287305,-5.802283,Cryptodendrum_adhaesivum
125.133216,1.749564,Cryptodendrum_adhaesivum
115.568507,-8.509974,Cryptodendrum_adhaesivum
179.761163,-16.746236,Cryptodendrum_adhaesivum
122.245757,12.565298,Cryptodendrum_adhaesivum
166.436466,-22.300624,Cryptodendrum_adhaesivum
43.573857,-23.18448,Cryptodendrum_adhaesivum
177.569165,-16.70915,Cryptodendrum_adhaesivum
145.600313,14.9887,Cryptodendrum_adhaesivum
34.79782,25.24526,Cryptodendrum_adhaesivum
167.42472,-22.65639,Cryptodendrum_adhaesivum
118.86434,4.595825,Cryptodendrum_adhaesivum
34.418205,25.868785,Cryptodendrum_adhaesivum
55.23816,-21.01832,Cryptodendrum_adhaesivum
166.40359,-22.47259,Cryptodendrum_adhaesivum
123.3685,9.98248,Cryptodendrum_adhaesivum
166.25389,-22.36944,Cryptodendrum_adhaesivum
119.805961,8.8088,Cryptodendrum_adhaesivum
123.963853,10.299046,Cryptodendrum_adhaesivum
163.972091,-19.656352,Cryptodendrum_adhaesivum
167.40697,-21.10642,Cryptodendrum_adhaesivum
167.02897,-20.74855,Cryptodendrum_adhaesivum
39.564599,-6.31123,Cryptodendrum_adhaesivum
114.205622,-22.034693999999998,Cryptodendrum_adhaesivum
105.654142,-10.441629,Cryptodendrum_adhaesivum
130.725778,-0.49984,Cryptodendrum_adhaesivum
168.279916,-17.751556,Cryptodendrum_adhaesivum
114.656394,-8.142733,Cryptodendrum_adhaesivum
34.739456,25.339837,Cryptodendrum_adhaesivum
164.018029,-19.747227,Cryptodendrum_adhaesivum
34.413643,25.903433,Cryptodendrum_adhaesivum
115.660706,-8.337879,Cryptodendrum_adhaesivum
115.593037,-8.274202,Cryptodendrum_adhaesivum
72.70934,3.879382,Cryptodendrum_adhaesivum
72.780244,3.617845,Cryptodendrum_adhaesivum
39.825472,-7.942666,Cryptodendrum_adhaesivum
167.406833,-22.515391,Cryptodendrum_adhaesivum
99.270663,6.523402,Cryptodendrum_adhaesivum
99.334327,6.485774,Cryptodendrum_adhaesivum
164.23999,-20.66601,Cryptodendrum_adhaesivum
33.908502,26.9974,Cryptodendrum_adhaesivum
33.9088,27.3528,Cryptodendrum_adhaesivum
33.917,27.3331,Cryptodendrum_adhaesivum
179.050609,-17.093216,Cryptodendrum_adhaesivum
179.34727,-17.280462,Cryptodendrum_adhaesivum
118.633468,4.253618,Cryptodendrum_adhaesivum
118.633323,4.121438,Cryptodendrum_adhaesivum
98.76608,7.69597,Cryptodendrum_adhaesivum
122.432709,-8.450131,Cryptodendrum_adhaesivum
39.36146,-5.821479,Cryptodendrum_adhaesivum
124.254652,11.117875,Cryptodendrum_adhaesivum
123.887528,-5.771697,Cryptodendrum_adhaesivum
178.090315,-18.408877,Cryptodendrum_adhaesivum
44.96441,-12.92056,Cryptodendrum_adhaesivum
55.33206,-21.26858,Cryptodendrum_adhaesivum
167.407603,-22.592943000000002,Cryptodendrum_adhaesivum
177.186734,-17.17614,Cryptodendrum_adhaesivum
166.420898,-22.423203,Cryptodendrum_adhaesivum
34.967251,29.438117,Cryptodendrum_adhaesivum
34.517574,28.49735,Cryptodendrum_adhaesivum
99.207834,7.424139,Cryptodendrum_adhaesivum
165.465698,-20.89568,Cryptodendrum_adhaesivum
179.902935,-16.803071,Cryptodendrum_adhaesivum
125.65,7.10418,Cryptodendrum_adhaesivum
167.025787,-20.751575,Cryptodendrum_adhaesivum
37.64844,21.65497,Cryptodendrum_adhaesivum
72.91008,3.57236,Cryptodendrum_adhaesivum
73.3279,2.32743,Cryptodendrum_adhaesivum
72.910686,3.535678,Cryptodendrum_adhaesivum
39.997959,-3.373754,Cryptodendrum_adhaesivum
120.774293,21.951306,Cryptodendrum_adhaesivum
168.054639,-21.640434,Cryptodendrum_adhaesivum
165.92117,-21.947001,Cryptodendrum_adhaesivum
34.332197,27.908988,Cryptodendrum_adhaesivum
34.0825,26.7538,Cryptodendrum_adhaesivum
34.1046,26.70818,Cryptodendrum_adhaesivum
33.99056,26.83694,Cryptodendrum_adhaesivum
179.907345,-16.794999,Cryptodendrum_adhaesivum
115.324494,-8.639124,Cryptodendrum_adhaesivum
125.724151,6.975351,Cryptodendrum_adhaesivum
109.293949,12.181909,Cryptodendrum_adhaesivum
40.000362,-3.372383,Cryptodendrum_adhaesivum
98.812729,7.967202,Cryptodendrum_adhaesivum
33.93673,26.79205,Cryptodendrum_adhaesivum
121.1,13.53373,Cryptodendrum_adhaesivum
73.199802,0.288714,Cryptodendrum_adhaesivum
55.2167,-21.06265,Cryptodendrum_adhaesivum
123.366377,9.944423,Cryptodendrum_adhaesivum
34.032876,26.572398,Cryptodendrum_adhaesivum
103.768611,1.212222,Cryptodendrum_adhaesivum
123.464484,9.169814,Cryptodendrum_adhaesivum
97.81377,9.0587,Cryptodendrum_adhaesivum
39.049444,22.303333,Cryptodendrum_adhaesivum
167.671221,8.754883,Cryptodendrum_adhaesivum
124.014845,10.242145,Cryptodendrum_adhaesivum
167.591842,9.014562,Cryptodendrum_adhaesivum
167.57534,8.849027,Cryptodendrum_adhaesivum
167.714815,8.732953,Cryptodendrum_adhaesivum
73.444451,3.903753,Cryptodendrum_adhaesivum
73.503277,3.598401,Cryptodendrum_adhaesivum
33.83167,27.28463,Cryptodendrum_adhaesivum
73.49047,3.97155,Cryptodendrum_adhaesivum
98.257654,10.664893,Cryptodendrum_adhaesivum
167.731442,8.871816,Cryptodendrum_adhaesivum
129.540404,-6.756794,Cryptodendrum_adhaesivum
32.688,-27.5299,Cryptodendrum_adhaesivum
167.499102,9.080786,Cryptodendrum_adhaesivum
167.678168,8.935128,Cryptodendrum_adhaesivum
123.3786,-11.9616,Cryptodendrum_adhaesivum
167.75494,8.932342,Cryptodendrum_adhaesivum
125.681175,6.962707,Cryptodendrum_adhaesivum
38.913465,21.594372,Cryptodendrum_adhaesivum
146.074973,-17.203966,Cryptodendrum_adhaesivum
167.732564,8.972752,Cryptodendrum_adhaesivum
166.480958,-22.281606,Cryptodendrum_adhaesivum
123.674,9.5099,Cryptodendrum_adhaesivum
125.678428,6.926922,Cryptodendrum_adhaesivum
73.520508,2.031365,Cryptodendrum_adhaesivum
167.607206,8.802718,Cryptodendrum_adhaesivum
125.234795,1.460501,Cryptodendrum_adhaesivum
165.13377500000001,-20.587363,Cryptodendrum_adhaesivum
164.571572,-20.976386,Cryptodendrum_adhaesivum
167.734995,9.079324,Cryptodendrum_adhaesivum
39.287978,-5.730595,Cryptodendrum_adhaesivum
165.504803,-21.743761,Cryptodendrum_adhaesivum
165.090778,-20.63358,Cryptodendrum_adhaesivum
178.09473,-18.3498,Cryptodendrum_adhaesivum
167.569069,8.912089,Cryptodendrum_adhaesivum
145.787972,-15.501778,Cryptodendrum_adhaesivum
145.797119,-15.488852,Cryptodendrum_adhaesivum
168.262408,-17.697565,Cryptodendrum_adhaesivum
166.158333,-22.316389,Cryptodendrum_adhaesivum
175.57,-1.87,Cryptodendrum_adhaesivum
129.5,-3.1,Cryptodendrum_adhaesivum
