basisOfRecord,class,classid,collectionCode,coordinateUncertaintyInMeters,country,countryCode,datasetID,date_end,date_mid,date_start,date_year,day,decimalLatitude,decimalLongitude,eventDate,eventID,family,familyid,footprintWKT,genus,genusid,geodeticDatum,individualCount,institutionCode,kingdom,kingdomid,language,marine,month,occurrenceID,occurrenceStatus,order,orderid,phylum,phylumid,recordedBy,samplingEffort,samplingProtocol,scientificName,scientificNameAuthorship,scientificNameID,species,speciesid,specificEpithet,startDayOfYear,suborder,suborderid,subphylum,subphylumid,superfamily,superfamilyid,taxonRank,waterBody,year,id,dataset_id,node_id,dropped,absence,originalScientificName,aphiaID,flags,bathymetry,shoredistance,sst,sss,datasetName,depth,fieldNumber,maximumDepthInMeters,minimumDepthInMeters,modified,occurrenceRemarks,coordinatePrecision,organismQuantity,organismQuantityType,stateProvince,catalogNumber,collectionID,continent,dateIdentified,higherClassification,higherGeography,identifiedBy,institutionID,license,locality,locationID,nomenclaturalCode,preparations,type,typeStatus,verbatimEventDate,verbatimLatitude,verbatimLongitude,taxonConceptID,vernacularName,endDayOfYear,county,eventRemarks,habitat,otherCatalogNumbers,dynamicProperties,georeferenceSources,subclass,subclassid,superdomain,superdomainid,bibliographicCitation,associatedReferences,ownerInstitutionCode,footprintSRS,references
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1155254400000,1155254400000,1155254400000,2006,11,-8.1850915,157.027517,2006-08-11,254AA291-1A2A-47A0-8506-AE775BAD8878,Actiniidae,100653,POINT (157.027517 -8.1850915),Entacmaea,267415,WGS84,2,SPC,Animalia,2,en,TRUE,8,254AA291-1A2A-47A0-8506-AE775BAD8878_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Ferral Lasi,Manta tow transect,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,223,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,94a333e8-5030-4be4-af68-c5f92823ee0b,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,-24,40,29.46,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,SPRFMO VME,100,NA,NA,NA,1077494400000,1077494400000,1077494400000,2004,23,-14.3113699,-170.6928864,2004-02-23,NA,Actiniidae,100653,POINT (-170.6929 -14.3114),Entacmaea,267415,WGS84,NA,NIWA,Animalia,2,en,TRUE,2,160254,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,54,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,Pacific Ocean,2004,9a49c9a9-06af-4949-bc35-746d72606cf4,6c813a6c-86f7-4d45-beb5-33eebd8de938,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NA,56,292,28.69,35.13,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,13.5,31696004,16,11,2016-01-20,VME Group = Actiniaria; Source = OBIS CRED Rapid Ecological Assessment of Invertebrate in the Pacific Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,LIRS,100,Australia,NA,NA,1464998400000,1464998400000,1464998400000,2016,NA,-14.6876,145.465,2016-06-04 23:06:00,NA,Actiniidae,100653,POINT (145.46543 -14.68757),Entacmaea,267415,NA,NA,AM,Animalia,2,NA,TRUE,NA,16cefda0-cb33-4655-b245-6a6d90a520c5,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,9aa087ff-9a92-44e4-949b-96ec52427b32,0e4e4700-5e70-48b1-b100-d6b05888dfa9,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,13.66,453,26.45,34.93,NA,NA,NA,NA,NA,2019-01-02T15:26:40,NA,0.0009,1,individuals,Queensland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,LIRS,100,Australia,NA,NA,1522454400000,1522454400000,1522454400000,2018,NA,-14.6749,145.446,2018-03-31 00:03:00,NA,Actiniidae,100653,POINT (145.44617 -14.67492),Entacmaea,267415,NA,NA,AM,Animalia,2,NA,TRUE,NA,606ad88c-d02c-4b66-a8e0-b91b1eaa100f,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,9c526ff7-1157-4a29-b3a1-16e3a864dbc9,0e4e4700-5e70-48b1-b100-d6b05888dfa9,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,"NO_DEPTH,ON_LAND",0.05,-37,26.45,34.93,NA,NA,NA,NA,NA,2019-01-02T15:37:41,NA,0.0009,1,individuals,Queensland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,LIRS,100,NA,NA,NA,1417824000000,1417824000000,1417824000000,2014,NA,-14.6589,145.64999,2014-12-06 00:12:00,NA,Actiniidae,100653,POINT (145.65047 -14.65894),Entacmaea,267415,NA,NA,AM,Animalia,2,NA,TRUE,NA,df4d5af7-5615-477c-b910-8adbc9dccf5f,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,9f50ca4c-07f3-4835-bf2c-78dd86eb0848,0e4e4700-5e70-48b1-b100-d6b05888dfa9,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,30.73,17314,26.66,34.89,NA,NA,NA,NA,NA,2019-01-02T15:56:09,NA,0.0009,1,individuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1155254400000,1155254400000,1155254400000,2006,11,-8.184367,157.024775,2006-08-11,6DCFE4AD-6010-4B8D-8452-6A340F341A6A,Actiniidae,100653,POINT (157.024775 -8.184367),Entacmaea,267415,WGS84,3,SPC,Animalia,2,en,TRUE,8,6DCFE4AD-6010-4B8D-8452-6A340F341A6A_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Ferral Lasi,Manta tow transect,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,223,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,a0b678cc-a00d-489d-b659-7479b792be50,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,-42,26,29.46,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Papua New Guinea,NA,NA,153014400000,153014400000,153014400000,1974,7,-9.5,147.1666666667,1974-11-07,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,11,urn:catalog:CAS:IZ:9621,NA,Actiniaria,1360,Cnidaria,1267,Daphne F. Dunn,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,311,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1974,a0f40c29-ae78-47c0-9558-19e57152a623,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,NA,13,1215,27.5,34.11,NA,1.5,024007,NA,1.5,NA,"Spec. notes: 1; NOTES:1.5 m on reef flat under dead coral (exposed when expanded). Idler's Bay with fish ""Premnas biaculeatus""",NA,NA,NA,NA,9621,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Oceania,1974-11-07,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Oceania, South Pacific Ocean, New Guinea Island",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"near Port Moresby, Idler's Bay, on reef flat under dead coral.",05d2f7c8-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(1),Physical Object,VOUCHER,7 Nov 1974,09 30'S,147 10'E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,MIZ,NA,Australia,NA,NA,682992000000,682992000000,682992000000,1991,NA,-16.1666,123.4667,1991-08-24T14:00:00Z,NA,Actiniidae,100653,POINT (123.46670 -16.16660),Entacmaea,267415,NA,1,WAM,Animalia,2,NA,TRUE,NA,urn:lsid:taxonomy.org.au:MIZ:55728,present,Actiniaria,1360,Cnidaria,1267,"Marsh, L.M.",NA,NA,Entacmaea quadricolor,"(RÃ¼ppell & Leuckart, 1828)",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,a193192f-7b06-4ac5-80fa-460139c22c58,0a6c216b-0abe-44d2-a45c-43d9611e2a03,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,12,545,28.3,34.69,NA,NA,NA,NA,NA,2022-06-22T23:47:17,NA,NA,NA,NA,Western Australia,Z55728,NA,NA,2007-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urn:lsid:biodiversity.org.au:afd.taxon:94a8d388-13be-4f33-a084-db0ff73105c3,bubbletip anemone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,REA_Inverts,NA,NA,NA,NA,1077494400000,1077494400000,1077494400000,2004,23,-14.3113698959,-170.692886353,2004-02-23T12:00:00Z,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CRED,Animalia,2,NA,TRUE,2,NA,NA,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,NA,2004,a2226d69-0604-4161-b8bf-172344c73b70,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,310922b4-9d0c-4de1-92d7-9b442d34765b,FALSE,FALSE,Entacmaea quadricolor,289898,NA,56,292,28.69,35.13,NA,13.5,NA,16,11,NA,NA,NA,NA,NA,NA,4985_420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coral Reef Ecosystem Division (CRED), NOAA Pacific Island Fisheries Science Center, 2008-05-08, CRED Rapid Ecological Assessment of Invertebrate in the Pacific Ocean, from 2002 to 2008",NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,REA_Inverts,NA,NA,NA,NA,1077494400000,1077494400000,1077494400000,2004,23,-14.351149559,-170.728637695,2004-02-23T12:00:00Z,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CRED,Animalia,2,NA,TRUE,2,NA,NA,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,NA,2004,a343bf5f-d890-4158-a455-edecc6c653c5,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,310922b4-9d0c-4de1-92d7-9b442d34765b,FALSE,FALSE,Entacmaea quadricolor,289898,NA,190,52,28.69,35.14,NA,13.5,NA,16,11,NA,NA,NA,NA,NA,NA,4986_420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coral Reef Ecosystem Division (CRED), NOAA Pacific Island Fisheries Science Center, 2008-05-08, CRED Rapid Ecological Assessment of Invertebrate in the Pacific Ocean, from 2002 to 2008",NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1155254400000,1155254400000,1155254400000,2006,11,-8.1856415,157.03025,2006-08-11,B3BD5981-B5DA-4882-8E3B-FE42DCD773C2,Actiniidae,100653,POINT (157.03025 -8.1856415),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,8,B3BD5981-B5DA-4882-8E3B-FE42DCD773C2_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Ferral Lasi,Manta tow transect,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,223,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,b2275876-6864-4128-8474-7cba8c67d04c,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,-24,30,29.46,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,LIRS,100,Australia,NA,NA,1325030400000,1325030400000,1325030400000,2011,NA,-14.7422,145.507,2011-12-28 00:12:00,NA,Actiniidae,100653,POINT (145.50688 -14.74222),Entacmaea,267415,NA,NA,AM,Animalia,2,NA,TRUE,NA,8f5aaadf-d6c7-4144-ae27-40bf716368a8,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,b47967d7-2247-4837-ba35-8f53a47feeef,0e4e4700-5e70-48b1-b100-d6b05888dfa9,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,1.5,51,26.6,34.92,NA,NA,NA,NA,NA,2019-01-02T15:44:47,NA,0.0009,1,individuals,Queensland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,CN,NA,NA,KR,NA,1434412800000,1434412800000,1434412800000,2015,NA,33.239,126.6220667,2015-06-16,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,MABIK,Animalia,2,NA,TRUE,NA,MABIK CN00080702,NA,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,NA,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,NA,NA,bc1db983-66cb-480c-beed-46c0cabb055b,22084d80-20d1-40d6-9354-c6dd59f303f8,fc5278f9-ea56-4a01-a48a-f8c4071e3b3e,FALSE,FALSE,"Entacmaea quadricolor (Leuckart in Rüppell & Leuckart, 1828)",289898,NO_DEPTH,11,468,20.19,33.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jeju-do,MABIK CN00080702,NA,NA,9/18/19,NA,NA,Hwang Sungjin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,큰산호말미잘,NA,Seogwipo-si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Japan,NA,NA,237859200000,237859200000,237859200000,1977,16,34.0833333333,139.5,1977-07-16,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,7,urn:catalog:CAS:IZ:9625,NA,Actiniaria,1360,Cnidaria,1267,Daphne F. Dunn,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,197,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1977,c1a7df0a-25d0-48da-917b-421623193314,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,"NO_DEPTH,ON_LAND",-384,-1642,21.97,34.34,NA,NA,024011,NA,NA,NA,"Spec. notes: 4; NOTES:""Maxima"" variety.",NA,NA,NA,Tokyo Prefecture,9625,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1977-07-16,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, North Pacific Ocean, Japan",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Izu Islands, Miyake-jima, abe tide pools on rock walls",05d2fb13-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(4),Physical Object,VOUCHER,16 Jul 1977,34 05'N,139 30'E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1155254400000,1155254400000,1155254400000,2006,11,-8.1555,156.9575,2006-08-11,CC131B2B-3510-4CDC-BB60-88AA7DAD00E7,Actiniidae,100653,POINT (156.9575 -8.1555),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,8,CC131B2B-3510-4CDC-BB60-88AA7DAD00E7_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Ferral Lasi,Reef front search,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,223,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,c558b762-6d66-4891-bee0-a76f43d8ba22,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,2,243,29.47,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,CN,NA,NA,KR,NA,1233619200000,1233619200000,1233619200000,2009,NA,33.22750556,126.5631,2009-02-03,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,MABIK,Animalia,2,NA,TRUE,NA,MABIK CN00080299,NA,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,NA,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,NA,NA,c7637b22-e753-48c8-9eba-b2021cf5498f,22084d80-20d1-40d6-9354-c6dd59f303f8,fc5278f9-ea56-4a01-a48a-f8c4071e3b3e,FALSE,FALSE,"Entacmaea quadricolor (Leuckart in Rüppell & Leuckart, 1828)",289898,NO_DEPTH,-3,26,20.09,33.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jeju-do,MABIK CN00080299,NA,NA,2/3/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,큰산호말미잘,NA,Seogwipo-si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Anthozoa,1292,Invertebrate Zoology,NA,Oman,NA,NA,1579910400000,1579910400000,1579910400000,2020,NA,23.84814,57.95213,2020-01-25,NA,Actiniidae,100653,NA,Entacmaea,267415,WGS84,NA,UF,Animalia,2,NA,TRUE,NA,71fe48ca-2ab6-4f9b-be33-d1b8d06e7097,NA,Actiniaria,1360,Cnidaria,1267,"Paulay, Gustav; Bemis, Amanda; Brown, Shannon; Maslakova, Svetlana; Kolbasova, Glafira; Samimi, Kaveh; Ueno, Daisuke",NA,NA,Entacmaea quadricolor,Rüppell & Leuckart 1828,NA,Entacmaea quadricolor,289898,quadricolor,NA,Enthemonae,888371,NA,NA,Actinioidea,853973,NA,NA,NA,c81cf4fe-6073-44f5-adea-74616a6df460,c5687a17-e454-40f9-9a4b-d04b2c812d74,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,12,1380,28.26,36.84,NA,NA,BOMAN-03127,NA,NA,2022-05-05 11:53:47,NA,NA,NA,NA,Muscat Governorate,15138-Cnidaria,NA,Asia,NA,NA,"Oman, Muscat Governorate",NA,NA,NA,"Damanyat Islands, Clive Rock",6c6a633a-10dc-4d18-a2b6-a5c30825f0f2,NA,75% ethanol - 1; DNA subsample - 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hexacorallia,1340,Biota,1,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1155340800000,1155340800000,1155340800000,2006,12,-8.144717,157.05195,2006-08-12,25E7C77A-05B0-4ED8-96AE-8A36EEC669DF,Actiniidae,100653,POINT (157.05195 -8.144717),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,8,25E7C77A-05B0-4ED8-96AE-8A36EEC669DF_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Ferral Lasi,Reef benthos transect,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,224,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,c87192a7-f71a-4f07-adc9-8988d9823dc6,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,16,566,29.47,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,REA_Inverts,NA,NA,NA,NA,1077494400000,1077494400000,1077494400000,2004,23,-14.351149559,-170.728637695,2004-02-23T12:00:00Z,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CRED,Animalia,2,NA,TRUE,2,NA,NA,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,NA,2004,caa7bbe9-c27c-4b33-93e8-c35b2bc8b376,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,310922b4-9d0c-4de1-92d7-9b442d34765b,FALSE,FALSE,Entacmaea quadricolor,289898,NA,190,52,28.69,35.14,NA,13.5,NA,16,11,NA,NA,NA,NA,NA,NA,4988_420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coral Reef Ecosystem Division (CRED), NOAA Pacific Island Fisheries Science Center, 2008-05-08, CRED Rapid Ecological Assessment of Invertebrate in the Pacific Ocean, from 2002 to 2008",NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,REA_Inverts,NA,NA,NA,NA,1077494400000,1077494400000,1077494400000,2004,23,-14.3113698959,-170.692886353,2004-02-23T12:00:00Z,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CRED,Animalia,2,NA,TRUE,2,NA,NA,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,NA,2004,cb678b67-c002-4dda-b87c-60d80c60a72c,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,310922b4-9d0c-4de1-92d7-9b442d34765b,FALSE,FALSE,Entacmaea quadricolor,289898,NA,56,292,28.69,35.13,NA,13.5,NA,16,11,NA,NA,NA,NA,NA,NA,4983_420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coral Reef Ecosystem Division (CRED), NOAA Pacific Island Fisheries Science Center, 2008-05-08, CRED Rapid Ecological Assessment of Invertebrate in the Pacific Ocean, from 2002 to 2008",NA,NA,NA,NA
