scenario,fish,host,weight,group,D_env_host,I_env_host,D_comb_host,I_comb_host
ssp585_2100,Amphiprion_polymnus,Heteractis_aurora,0.02,generalist,0.8444230400540854,0.9711530435846614,0.761413430275799,0.9462285935783455
ssp585_2100,Amphiprion_sebae,Heteractis_aurora,0.11,generalist,0.7960576647353731,0.9656770936117004,0.8238970873498405,0.9727436368750529
ssp585_2100,Amphiprion_tricinctus,Heteractis_aurora,0.14,generalist,0.39275925635297326,0.7456358801548524,0.5716889897890383,0.8841895866535416
ssp585_2100,Amphiprion_sebae,Heteractis_malu,0.06,generalist,0.7860186974684167,0.9642085917123958,0.736202368549489,0.9480899623194687
ssp585_2100,Amphiprion_tricinctus,Heteractis_malu,0.05,generalist,0.21250543573926728,0.5567397431117477,0.37167459226593036,0.7298542083810383
ssp585_2100,Amphiprion_akindynos,Stichodactyla_haddoni,0.01,generalist,0.5303582575277583,0.8020273769020918,0.41281041169662736,0.6833887947835713
ssp585_2100,Amphiprion_allardi,Stichodactyla_haddoni,0.14,generalist,0.5848996477842667,0.8608619180662085,0.6203071712800386,0.8753215765036514
ssp585_2100,Amphiprion_fuscocaudatus,Stichodactyla_haddoni,0.06,generalist,0.3562042157393511,0.631494434036531,0.4751503745609976,0.7511121373557728
ssp585_2100,Amphiprion_latifasciatus,Stichodactyla_haddoni,0.08,generalist,0.42894677104875534,0.7167293417596962,0.5059825447948976,0.7827351298374423
ssp585_2100,Amphiprion_polymnus,Stichodactyla_haddoni,0.88,generalist,0.6847052636449091,0.910289219369228,0.6626901432531694,0.9073818574532269
ssp585_2100,Amphiprion_sebae,Stichodactyla_haddoni,0.6,generalist,0.7164176846466288,0.9361048201372941,0.7507420264203694,0.9422261543620425
ssp585_2100,Amphiprion_tricinctus,Stichodactyla_haddoni,0.29,generalist,0.2989584678328503,0.6585056709460433,0.474446456660632,0.8240146250068173
ssp585_2100,Amphiprion_ocellaris,Stichodactyla_gigantea,0.15,specialist,0.7023125407068488,0.9227333894167793,0.6249967687808013,0.8895575879826789
ssp585_2100,Amphiprion_percula,Stichodactyla_gigantea,0.19,specialist,0.7175261003224651,0.936449957255855,0.6339754155570694,0.8824583656838371
