species,model,iter,fc,rm,cv_method,cv_k,test_fold,n_pres_total,n_bg_total,n_pres_train,n_bg_train,n_pres_test,n_bg_test,auc,tss,threshold_maxTSS,sensitivity,specificity,balanced_accuracy,tp,fp,tn,fn,brier,logloss,boyce,predictors,seed,n_hosts,group
Amphiprion_latifasciatus,Combined,15,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.8416,0.6101999999999999,0.03037947,1,0.6102,0.8050999999999999,7,1949,3051,0,0.02281517705656038,0.08992782418584945,-0.33202294265571586,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,15,5,generalist
Amphiprion_latifasciatus,Combined,16,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.8952071114369502,0.8370142961876832,0.21765517,0.9090909090909092,0.9279233870967742,0.9185071480938416,10,143,1841,1,0.01615238908490847,0.0871632907526277,0.33197281949694474,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,16,5,generalist
Amphiprion_latifasciatus,Combined,17,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.5005980861244019,0.32236842105263164,0.00203983,1,0.3223684210526316,0.6611842105263158,11,206,98,0,0.43238480703302173,1.696581066807915,0.1068165618275343,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,17,5,generalist
Amphiprion_latifasciatus,Combined,18,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.8942571428571429,0.8237999999999999,0.06717183,1,0.8238,0.9119,7,881,4119,0,0.02551947117293732,0.0968020789071156,-0.21080143966197848,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,18,5,generalist
Amphiprion_latifasciatus,Combined,19,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9029050586510264,0.8229013929618767,0.10504897,0.9090909090909092,0.9138104838709676,0.9114506964809383,10,171,1813,1,0.00961390820422125,0.05661288350529246,0.01431954398706316,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,19,5,generalist
Amphiprion_latifasciatus,Combined,20,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.4309210526315789,0.29605263157894735,0.00411452,1,0.29605263157894735,0.6480263157894737,11,214,90,0,0.493826464178684,2.6677092696318945,0.03951818089881259,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,20,5,generalist
Amphiprion_latifasciatus,Combined,21,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.7946571428571428,0.5666,0.04427259,1,0.5666,0.7833,7,2167,2833,0,0.03597293304984796,0.13300765137255513,-0.37747846456691503,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,21,5,generalist
Amphiprion_latifasciatus,Combined,22,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.901851173020528,0.8612078445747802,0.30001671,0.9090909090909092,0.952116935483871,0.93060392228739,10,95,1889,1,0.02251293759113996,0.11543269417975537,0.25321823656910375,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,22,5,generalist
Amphiprion_latifasciatus,Combined,23,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.4473684210526316,0.2927631578947367,0.00600973999999999,1,0.29276315789473684,0.6463815789473684,11,215,89,0,0.48127773161108406,2.3456568814847656,0.04890739659654818,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,23,5,generalist
Amphiprion_latifasciatus,Combined,24,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9208285714285714,0.8418000000000001,0.04662084,1,0.8418,0.9209,7,791,4209,0,0.01745094731192404,0.06626907125994672,-0.33202294265571586,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,24,5,generalist
Amphiprion_latifasciatus,Combined,25,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.8854013929618768,0.7679618768328447,0.13744737,0.9090909090909092,0.8588709677419355,0.8839809384164223,10,280,1704,1,0.01952753788858827,0.09733149775986431,0.14362514877844298,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,25,5,generalist
Amphiprion_latifasciatus,Combined,26,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.4449760765550239,0.319078947368421,0.00213424,1,0.3190789473684211,0.6595394736842105,11,207,97,0,0.4755282845687386,2.4393914595702824,0.20491142229104176,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,26,5,generalist
Amphiprion_latifasciatus,Combined,27,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9458571428571428,0.9003999999999999,0.09532347,1,0.9004,0.9502,7,498,4502,0,0.01471390079705382,0.05642934209095077,-0.13636656573359757,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,27,5,generalist
Amphiprion_latifasciatus,Combined,28,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.890350073313783,0.7442723607038122,0.12502306000000002,0.9090909090909092,0.8351814516129032,0.8721361803519061,10,327,1657,1,0.01942900693218045,0.09618439424618176,0.08923921285811617,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,28,5,generalist
Amphiprion_latifasciatus,Combined,29,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.4479665071770335,0.29605263157894735,9.598e-4,1,0.29605263157894735,0.6480263157894737,11,214,90,0,0.4748970604638073,2.4917419144448285,0.4809403539146644,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,29,5,generalist
Amphiprion_latifasciatus,Combined,30,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.8864571428571428,0.7718,0.07790356999999999,1,0.7718,0.8859,7,1141,3859,0,0.02808600444889578,0.10711749145038292,-0.2430882258729348,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,30,5,generalist
Amphiprion_latifasciatus,Combined,31,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9120234604105572,0.8097965542521994,0.18242656,0.9090909090909092,0.9007056451612904,0.9048982771260996,10,197,1787,1,0.01620387725553784,0.08743560839806876,0.4466993568857945,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,31,5,generalist
Amphiprion_latifasciatus,Combined,32,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.4674043062200957,0.32565789473684204,0.01698268,1,0.3256578947368421,0.662828947368421,11,205,99,0,0.4771565906325067,2.1795504902194507,-0.11679942321414902,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,32,5,generalist
Amphiprion_latifasciatus,Combined,33,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.8828285714285714,0.7248000000000001,0.09519662,1,0.7248,0.86240000000000006,7,1376,3624,0,0.03183386994531868,0.12546846170796908,-0.26140823290785736,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,33,5,generalist
Amphiprion_latifasciatus,Combined,34,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9139937683284456,0.8062683284457477,0.20792336,0.9090909090909092,0.8971774193548387,0.9031341642228738,10,204,1780,1,0.02185752630043385,0.1117425126147277,0.3911104625863832,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,34,5,generalist
Amphiprion_latifasciatus,Combined,35,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.4632177033492823,0.2861842105263157,0.00201072,1,0.28618421052631576,0.6430921052631579,11,217,87,0,0.46034819578967456,2.040625727241133,0.08887001723960905,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,35,5,generalist
Amphiprion_latifasciatus,Combined,36,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9096571428571428,0.7818,0.03209816999999999,1,0.7818,0.8909,7,1091,3909,0,0.01307626218659353,0.05457348348496446,-0.4308392946365836,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,36,5,generalist
Amphiprion_latifasciatus,Combined,37,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9016220674486805,0.8511271994134897,0.21419412,0.9090909090909092,0.9420362903225806,0.9255635997067448,10,115,1869,1,0.01342783031175719,0.07601445888005488,0.47163748572780767,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,37,5,generalist
Amphiprion_latifasciatus,Combined,38,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.46291866028708134,0.2730263157894737,1.5799e-4,1,0.2730263157894737,0.6365131578947368,11,221,83,0,0.4406687949680587,2.1439494666938006,0.233206590674848,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,38,5,generalist
Amphiprion_latifasciatus,Combined,39,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.8217428571428571,0.5916000000000001,0.01275551,1,0.5916,0.7958000000000001,7,2042,2958,0,0.01444379635418977,0.05743854346567886,-0.4366601250140983,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,39,5,generalist
Amphiprion_latifasciatus,Combined,40,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9057459677419356,0.8465909090909092,0.11468141,0.9090909090909092,0.9375,0.9232954545454546,10,124,1860,1,0.00745394448722586,0.04520397007623596,0.4838253462417126,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,40,5,generalist
Amphiprion_latifasciatus,EnvOnly,1,lqh,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9111528592375366,0.8294538123167157,0.2207728,0.9090909090909092,0.9203629032258064,0.9147269061583578,10,158,1826,1,0.01558508103420232,0.07640157844338083,0.23335334047877915,PC1;PC2;PC3;PC4;rugosity,1,5,generalist
Amphiprion_latifasciatus,EnvOnly,2,lqh,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.63127990430622,0.3723086124401913,0.91564094,0.4545454545454546,0.9177631578947368,0.6861543062200957,5,25,279,6,0.3001593209836191,0.8872590565434,0.15272349200000482,PC1;PC2;PC3;PC4;rugosity,2,5,generalist
Amphiprion_latifasciatus,EnvOnly,3,lqh,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9124,0.8488,0.01882003,1,0.8488,0.9244,7,756,4244,0,0.01098289713356384,0.03966452600094763,-0.5055555725233322,PC1;PC2;PC3;PC4;rugosity,3,5,generalist
Amphiprion_latifasciatus,EnvOnly,4,lqh,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9343383431085044,0.8798570381231672,0.17834358,0.9090909090909092,0.970766129032258,0.9399285190615836,10,58,1926,1,0.00709108499385641,0.0449642635598811,0.41358562297966744,PC1;PC2;PC3;PC4;rugosity,4,5,generalist
Amphiprion_latifasciatus,EnvOnly,5,lqh,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.6465311004784688,0.4315191387559809,0.87501283,0.4545454545454546,0.9769736842105264,0.7157595693779905,5,7,297,6,0.16761835177905704,0.5745561352804673,0.27273313146719513,PC1;PC2;PC3;PC4;rugosity,5,5,generalist
Amphiprion_latifasciatus,EnvOnly,6,lqh,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9281142857142856,0.7845428571428572,0.15921310000000002,0.8571428571428571,0.9274,0.8922714285714286,6,363,4637,1,0.01676611867370725,0.07086148572879404,-0.4273375722358944,PC1;PC2;PC3;PC4;rugosity,6,5,generalist
Amphiprion_latifasciatus,EnvOnly,7,lqh,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9154142228739004,0.8571755865102639,0.11093795,0.9090909090909092,0.9480846774193548,0.928587793255132,10,103,1881,1,0.0055381892999773,0.03513141897398984,-0.03269162856415295,PC1;PC2;PC3;PC4;rugosity,7,5,generalist
Amphiprion_latifasciatus,EnvOnly,8,lqh,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.5263157894736842,0.22697368421052633,1.7861e-4,1,0.22697368421052633,0.6134868421052632,11,235,69,0,0.36695813019882584,1.3676343192577909,0.01229797419858204,PC1;PC2;PC3;PC4;rugosity,8,5,generalist
Amphiprion_latifasciatus,EnvOnly,9,lqh,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9596,0.8574000000000002,0.05876645,1,0.8574,0.9287,7,713,4287,0,0.01454397952844813,0.06007153032356044,-0.155273836662438,PC1;PC2;PC3;PC4;rugosity,9,5,generalist
Amphiprion_latifasciatus,EnvOnly,10,lqh,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.8983229472140762,0.7901392961876832,0.14848152,0.9090909090909092,0.8810483870967742,0.8950696480938416,10,236,1748,1,0.01368178777037957,0.0649434892650087,0.19792149324705316,PC1;PC2;PC3;PC4;rugosity,10,5,generalist
Amphiprion_latifasciatus,EnvOnly,11,lqh,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.6447368421052632,0.41836124401913866,0.89654813,0.4545454545454546,0.9638157894736842,0.7091806220095693,5,11,293,6,0.25427517082774137,0.7381757468313676,0.25961304303307053,PC1;PC2;PC3;PC4;rugosity,11,5,generalist
Amphiprion_latifasciatus,EnvOnly,12,lqh,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9656571428571428,0.9220000000000002,0.11939009,1,0.922,0.961,7,390,4610,0,0.0146315761524016,0.0568138973974584,-0.2430882258729348,PC1;PC2;PC3;PC4;rugosity,12,5,generalist
Amphiprion_latifasciatus,EnvOnly,13,lqh,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9098698680351908,0.8607038123167157,0.12749249000000001,0.9090909090909092,0.9516129032258064,0.9303519061583578,10,96,1888,1,0.00599123413505875,0.0363460279214825,0.1856030873649874,PC1;PC2;PC3;PC4;rugosity,13,5,generalist
Amphiprion_latifasciatus,EnvOnly,14,lqh,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.6007775119617225,0.339413875598086,0.78795456,0.4545454545454546,0.8848684210526315,0.669706937799043,5,35,269,6,0.221551361680021,0.724783081871098,0.4677023748490242,PC1;PC2;PC3;PC4;rugosity,14,5,generalist
Amphiprion_latifasciatus,EnvOnly,15,lqh,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9002857142857142,0.7519428571428572,0.11596064,0.8571428571428571,0.8948,0.8759714285714286,6,526,4474,1,0.0207638328461544,0.07948154661125273,-0.4071233701611754,PC1;PC2;PC3;PC4;rugosity,15,5,generalist
Amphiprion_latifasciatus,EnvOnly,16,lqh,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.8900293255131965,0.7709860703812317,0.12919182,0.9090909090909092,0.8618951612903226,0.8854930351906158,10,274,1710,1,0.01274956407616793,0.06872120341313423,-0.1329607890641877,PC1;PC2;PC3;PC4;rugosity,16,5,generalist
Amphiprion_latifasciatus,EnvOnly,17,lqh,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.6614832535885168,0.4117822966507176,0.85462966,0.4545454545454546,0.9572368421052632,0.7058911483253588,5,13,291,6,0.16942350297138892,0.5312626244191407,0.26482782330872573,PC1;PC2;PC3;PC4;rugosity,17,5,generalist
Amphiprion_latifasciatus,EnvOnly,18,lqh,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9179714285714284,0.8094000000000001,0.03665474,1,0.8094,0.9047,7,953,4047,0,0.02128763209205981,0.07662616979222715,-0.5019870680628085,PC1;PC2;PC3;PC4;rugosity,18,5,generalist
Amphiprion_latifasciatus,EnvOnly,19,lqh,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.921966642228739,0.8536473607038122,0.12938509,0.9090909090909092,0.9445564516129032,0.926823680351906,10,110,1874,1,0.00749994449052839,0.04478504240063207,0.3036452175347267,PC1;PC2;PC3;PC4;rugosity,19,5,generalist
Amphiprion_latifasciatus,EnvOnly,20,lqh,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.4922248803827751,0.19736842105263164,1.2959999999999998e-5,1,0.1973684210526316,0.5986842105263158,11,244,60,0,0.38147544171435954,1.500190354608487,-0.12648493053551077,PC1;PC2;PC3;PC4;rugosity,20,5,generalist
Amphiprion_latifasciatus,EnvOnly,21,lqh,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.8761428571428571,0.7526000000000002,0.02745953,1,0.7526,0.8763000000000001,7,1237,3763,0,0.03037167611295621,0.10066396988275152,-0.5877050342680197,PC1;PC2;PC3;PC4;rugosity,21,5,generalist
Amphiprion_latifasciatus,EnvOnly,22,lqh,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.923616202346041,0.8491110703812317,0.32050075,0.9090909090909092,0.9400201612903226,0.9245555351906158,10,119,1865,1,0.02157330601442462,0.10146648933796888,0.7319093648314484,PC1;PC2;PC3;PC4;rugosity,22,5,generalist
Amphiprion_latifasciatus,EnvOnly,23,lqh,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.5678827751196173,0.23355263157894737,1.9436000000000003e-4,1,0.23355263157894737,0.6167763157894737,11,233,71,0,0.3366863482635858,1.0966979412780615,0.27866211258604723,PC1;PC2;PC3;PC4;rugosity,23,5,generalist
Amphiprion_latifasciatus,EnvOnly,24,lqh,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9438571428571428,0.881,0.05547659,1,0.881,0.9405,7,595,4405,0,0.01419880918669772,0.0545716192964223,-0.30114491380282643,PC1;PC2;PC3;PC4;rugosity,24,5,generalist
Amphiprion_latifasciatus,EnvOnly,25,lqh,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9210960410557184,0.8586876832844574,0.22090858,0.9090909090909092,0.9495967741935484,0.9293438416422288,10,100,1884,1,0.01319922567159519,0.0703511464123865,0.21921995071952824,PC1;PC2;PC3;PC4;rugosity,25,5,generalist
Amphiprion_latifasciatus,EnvOnly,26,lqh,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.5610047846889952,0.2861842105263157,1.3697999999999998e-4,1,0.28618421052631576,0.6430921052631579,11,217,87,0,0.31325769783379953,0.975798654100802,0.22785187287476932,PC1;PC2;PC3;PC4;rugosity,26,5,generalist
Amphiprion_latifasciatus,EnvOnly,27,lqh,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9540285714285714,0.9198,0.06998962,1,0.9198,0.9599,7,401,4599,0,0.01319755217980884,0.04594653494650484,-0.4319724699824877,PC1;PC2;PC3;PC4;rugosity,27,5,generalist
Amphiprion_latifasciatus,EnvOnly,28,lqh,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.920592008797654,0.8385263929618767,0.15282292,0.9090909090909092,0.9294354838709676,0.9192631964809383,10,140,1844,1,0.01146088947714869,0.05986274015672412,-0.11800461510016488,PC1;PC2;PC3;PC4;rugosity,28,5,generalist
Amphiprion_latifasciatus,EnvOnly,29,lqh,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.5089712918660287,0.23355263157894737,9.32e-6,1,0.23355263157894737,0.6167763157894737,11,233,71,0,0.3646379966194208,1.4374659631177595,0.35707182636620843,PC1;PC2;PC3;PC4;rugosity,29,5,generalist
Amphiprion_latifasciatus,EnvOnly,30,lqh,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9325428571428572,0.8719999999999999,0.10215487,1,0.872,0.936,7,640,4360,0,0.02709095895883475,0.09351894872153832,-0.29385251713400984,PC1;PC2;PC3;PC4;rugosity,30,5,generalist
Amphiprion_latifasciatus,EnvOnly,31,lqh,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.8980938416422287,0.7642503665689149,0.2446726,0.8181818181818182,0.9460685483870968,0.8821251832844574,9,107,1877,2,0.01331434007688956,0.06754174523718763,-0.3253110905053601,PC1;PC2;PC3;PC4;rugosity,31,5,generalist
Amphiprion_latifasciatus,EnvOnly,32,lqh,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.5828349282296651,0.2670454545454546,0.93986661,0.4545454545454546,0.8125,0.6335227272727273,5,57,247,6,0.33892087940748833,1.1505301164540775,-0.09958294386938932,PC1;PC2;PC3;PC4;rugosity,32,5,generalist
Amphiprion_latifasciatus,EnvOnly,33,lqh,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9184571428571427,0.765942857142857,0.16575113000000002,0.8571428571428571,0.9088,0.8829714285714285,6,456,4544,1,0.02401645872587205,0.08701999483200772,-0.3292451260578373,PC1;PC2;PC3;PC4;rugosity,33,5,generalist
Amphiprion_latifasciatus,EnvOnly,34,lqh,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9195839442815248,0.8101173020527859,0.46259118,0.8181818181818182,0.9919354838709676,0.9050586510263928,9,16,1968,2,0.01672384128971591,0.08495326630458928,0.18952761306082017,PC1;PC2;PC3;PC4;rugosity,34,5,generalist
Amphiprion_latifasciatus,EnvOnly,35,lqh,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.5011961722488039,0.2236842105263157,1.6623e-4,1,0.2236842105263158,0.6118421052631579,11,236,68,0,0.37129025311618874,1.4023865435147354,0.04302070197183234,PC1;PC2;PC3;PC4;rugosity,35,5,generalist
Amphiprion_latifasciatus,EnvOnly,36,lqh,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9410285714285714,0.8279999999999998,0.03672428,1,0.828,0.914,7,860,4140,0,0.01156046674133869,0.04905971873690964,-0.3398635455774755,PC1;PC2;PC3;PC4;rugosity,36,5,generalist
Amphiprion_latifasciatus,EnvOnly,37,lqh,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.8829270527859238,0.7427602639296187,0.14283295,0.9090909090909092,0.8336693548387096,0.8713801319648093,10,330,1654,1,0.01584780843992475,0.0759978260765505,0.4065820081202888,PC1;PC2;PC3;PC4;rugosity,37,5,generalist
Amphiprion_latifasciatus,EnvOnly,38,lqh,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.6267942583732058,0.401913875598086,0.87297802,0.4545454545454546,0.9473684210526316,0.700956937799043,5,16,288,6,0.2157344334852059,0.6806556555785008,0.2233249554767613,PC1;PC2;PC3;PC4;rugosity,38,5,generalist
Amphiprion_latifasciatus,EnvOnly,39,lqh,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.8806857142857143,0.7946,0.02013481,1,0.7946,0.8973,7,1027,3973,0,0.01419931939699781,0.05326079329914738,-0.532163760550876,PC1;PC2;PC3;PC4;rugosity,39,5,generalist
Amphiprion_latifasciatus,EnvOnly,40,lqh,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9136730205278591,0.8375183284457477,0.14778365000000002,0.9090909090909092,0.9284274193548387,0.9187591642228738,10,142,1842,1,0.00807631734188633,0.04749840602325732,0.23931510296992023,PC1;PC2;PC3;PC4;rugosity,40,5,generalist
Amphiprion_latifasciatus,Combined,1,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9128482404692082,0.8299578445747802,0.27028051000000003,0.9090909090909092,0.920866935483871,0.91497892228739,10,157,1827,1,0.02594209327727547,0.13143425159391264,0.2040496469440351,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,1,5,generalist
Amphiprion_latifasciatus,Combined,2,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.47338516746411485,0.3125,0.01451766,1,0.3125,0.65625,11,209,95,0,0.4720153063034137,1.98869317397768,0.08890444604396933,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,2,5,generalist
Amphiprion_latifasciatus,Combined,3,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.8883714285714286,0.7774000000000001,0.01106189,1,0.7774,0.8887,7,1113,3887,0,0.01318510659548455,0.04708002250108924,-0.251568323169505,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,3,5,generalist
Amphiprion_latifasciatus,Combined,4,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9098240469208212,0.7997159090909092,0.07137993,0.9090909090909092,0.890625,0.8998579545454546,10,217,1767,1,0.00869941327375267,0.04737457873551076,-0.08211277808042029,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,4,5,generalist
Amphiprion_latifasciatus,Combined,5,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.5182416267942583,0.2730263157894737,5.029999999999998e-6,1,0.2730263157894737,0.6365131578947368,11,221,83,0,0.3686155556700114,1.32637273041203,0.3097316184757641,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,5,5,generalist
Amphiprion_latifasciatus,Combined,6,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.8708571428571429,0.6916,0.04511938999999999,1,0.6916,0.8458,7,1542,3458,0,0.01917755662944231,0.08068613610992278,-0.4446735839139051,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,6,5,generalist
Amphiprion_latifasciatus,Combined,7,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9050586510263928,0.8697763929618767,0.14034865000000002,0.9090909090909092,0.9606854838709676,0.9348881964809383,10,78,1906,1,0.00734231067466017,0.04196646656114825,0.01689825771046657,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,7,5,generalist
Amphiprion_latifasciatus,Combined,8,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.4554425837320574,0.2894736842105263,0.00290062,1,0.2894736842105263,0.6447368421052632,11,216,88,0,0.4708780472839261,2.3287060825968715,0.3355665968533488,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,8,5,generalist
Amphiprion_latifasciatus,Combined,9,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9484,0.8934,0.13599998000000002,1,0.8934,0.9467,7,533,4467,0,0.02190005613410915,0.0901233479895594,-0.17519913482122354,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,9,5,generalist
Amphiprion_latifasciatus,Combined,10,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9087701612903226,0.8667521994134897,0.30723973,0.9090909090909092,0.9576612903225806,0.9333760997067448,10,84,1900,1,0.01768565034217677,0.08775670644098102,0.42625310023407703,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,10,5,generalist
Amphiprion_latifasciatus,Combined,11,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.5086722488038278,0.29605263157894735,6.7275e-4,1,0.29605263157894735,0.6480263157894737,11,214,90,0,0.3746076348146695,1.274872714194231,-0.05384435123921839,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,11,5,generalist
Amphiprion_latifasciatus,Combined,12,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9498,0.9084,0.11758441,1,0.9084,0.9542,7,458,4542,0,0.01745532135363902,0.06715294578139396,-0.22134862843714387,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,12,5,generalist
Amphiprion_latifasciatus,Combined,13,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.8965359237536656,0.8475989736070382,0.08227153,0.9090909090909092,0.938508064516129,0.9237994868035192,10,122,1862,1,0.00644061287987167,0.03717571356399391,-0.1318463448360118,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,13,5,generalist
Amphiprion_latifasciatus,Combined,15,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.8416,0.6101999999999999,0.03037947,1,0.6102,0.8050999999999999,7,1949,3051,0,0.02281517705656038,0.08992782418584945,-0.33202294265571586,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,15,5,generalist
Amphiprion_latifasciatus,Combined,16,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.8952071114369502,0.8370142961876832,0.21765517,0.9090909090909092,0.9279233870967742,0.9185071480938416,10,143,1841,1,0.01615238908490847,0.0871632907526277,0.33197281949694474,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,16,5,generalist
Amphiprion_latifasciatus,Combined,17,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.5005980861244019,0.32236842105263164,0.00203983,1,0.3223684210526316,0.6611842105263158,11,206,98,0,0.43238480703302173,1.696581066807915,0.1068165618275343,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,17,5,generalist
