species,n_iter,auc_mean,tss_mean,boyce_mean,brier_mean,logloss_mean
Cryptodendrum_adhaesivum,10,0.809108491622242,0.5253000800742565,0.555605101076338,0.10429842400250677,0.3543925416094375
Entacmaea_quadricolor,10,0.7551564308912624,0.4156202591199296,0.8635242610970358,0.09637432310120664,0.3367156584253577
Heteractis_aurora,10,0.7447622666130607,0.4010974709197115,0.4594916598759245,0.09434827011157652,0.3293390113224787
Heteractis_crispa,10,0.790217346723123,0.5414618504920795,-0.008213496502801006,0.07279688745085162,0.26422607263688536
Heteractis_magnifica,10,0.7665814557391366,0.46200866935793933,0.06788796344359792,0.10437217164014399,0.3384027690109546
Heteractis_malu,10,0.7143151388888889,0.45467901234567903,-0.03969318950281302,0.11054427572135267,0.36154197362833373
Stichodactyla_gigantea,10,0.7302360032156484,0.424724571933468,0.1910750522719407,0.10639153026551074,0.3609947867131894
Stichodactyla_haddoni,10,0.7351992170019519,0.4067360713621769,0.2686627895131185,0.08498721609323233,0.29956232483146206
