species,model_type,iter,fold,auc
Amphiprion_chrysogaster,HostOnly,13,4,0.86
Amphiprion_chrysogaster,HostOnly,14,4,0.856
Amphiprion_chrysogaster,HostOnly,15,4,0.842
Amphiprion_chrysogaster,HostOnly,16,4,0.864
Amphiprion_chrysogaster,HostOnly,17,4,0.854
Amphiprion_chrysogaster,HostOnly,18,4,0.854
Amphiprion_chrysogaster,HostOnly,19,4,0.863
Amphiprion_chrysogaster,HostOnly,20,4,0.853
Amphiprion_chrysogaster,HostOnly,21,4,0.861
Amphiprion_chrysogaster,HostOnly,22,4,0.843
Amphiprion_chrysogaster,HostOnly,23,4,0.854
Amphiprion_chrysogaster,HostOnly,24,4,0.857
Amphiprion_chrysogaster,HostOnly,25,4,0.86
Amphiprion_chrysogaster,HostOnly,26,4,0.858
Amphiprion_chrysogaster,HostOnly,27,4,0.865
Amphiprion_chrysogaster,HostOnly,28,4,0.863
Amphiprion_chrysogaster,HostOnly,29,4,0.855
Amphiprion_chrysogaster,HostOnly,30,4,0.856
Amphiprion_chrysogaster,HostOnly,31,4,0.862
Amphiprion_chrysogaster,HostOnly,32,4,0.852
Amphiprion_chrysogaster,HostOnly,33,4,0.856
Amphiprion_chrysogaster,HostOnly,34,4,0.862
Amphiprion_chrysogaster,HostOnly,35,4,0.846
Amphiprion_chrysogaster,HostOnly,36,4,0.862
Amphiprion_chrysogaster,HostOnly,37,4,0.863
Amphiprion_chrysogaster,HostOnly,38,4,0.864
Amphiprion_chrysogaster,HostOnly,39,4,0.863
Amphiprion_chrysogaster,HostOnly,40,4,0.849
Amphiprion_chrysopterus,EnvOnly,1,1,0.829
Amphiprion_chrysopterus,EnvOnly,2,2,0.856
Amphiprion_chrysopterus,EnvOnly,3,3,0.888
Amphiprion_chrysopterus,EnvOnly,4,1,0.823
Amphiprion_chrysopterus,EnvOnly,5,2,0.856
Amphiprion_chrysopterus,EnvOnly,6,3,0.935
Amphiprion_chrysopterus,EnvOnly,7,1,0.84
Amphiprion_chrysopterus,EnvOnly,8,2,0.872
Amphiprion_chrysopterus,EnvOnly,9,3,0.911
Amphiprion_chrysopterus,EnvOnly,10,1,0.845
Amphiprion_chrysopterus,EnvOnly,11,2,0.847
Amphiprion_chrysopterus,EnvOnly,12,3,0.871
Amphiprion_chrysopterus,EnvOnly,13,1,0.83
Amphiprion_chrysopterus,EnvOnly,14,2,0.85
Amphiprion_chrysopterus,EnvOnly,15,3,0.856
Amphiprion_chrysopterus,EnvOnly,16,1,0.835
Amphiprion_chrysopterus,EnvOnly,17,2,0.866
Amphiprion_chrysopterus,EnvOnly,18,3,0.913
Amphiprion_chrysopterus,EnvOnly,19,1,0.833
Amphiprion_chrysopterus,EnvOnly,20,2,0.859
Amphiprion_chrysopterus,EnvOnly,21,3,0.881
Amphiprion_chrysopterus,EnvOnly,22,1,0.837
Amphiprion_chrysopterus,EnvOnly,23,2,0.841
Amphiprion_chrysopterus,EnvOnly,24,3,0.862
Amphiprion_chrysopterus,EnvOnly,25,1,0.829
Amphiprion_chrysopterus,EnvOnly,26,2,0.848
Amphiprion_chrysopterus,EnvOnly,27,3,0.93
Amphiprion_chrysopterus,EnvOnly,28,1,0.834
Amphiprion_chrysopterus,EnvOnly,29,2,0.85
Amphiprion_chrysopterus,EnvOnly,30,3,0.953
Amphiprion_chrysopterus,EnvOnly,31,1,0.839
Amphiprion_chrysopterus,EnvOnly,32,2,0.814
Amphiprion_chrysopterus,EnvOnly,33,3,0.895
Amphiprion_chrysopterus,EnvOnly,34,1,0.827
Amphiprion_chrysopterus,EnvOnly,35,2,0.864
Amphiprion_chrysopterus,EnvOnly,36,3,0.909
Amphiprion_chrysopterus,EnvOnly,37,1,0.823
Amphiprion_chrysopterus,EnvOnly,38,2,0.865
Amphiprion_chrysopterus,EnvOnly,39,3,0.907
Amphiprion_chrysopterus,EnvOnly,40,1,0.834
Amphiprion_chrysopterus,HostOnly,1,1,0.82
Amphiprion_chrysopterus,HostOnly,2,2,0.869
Amphiprion_chrysopterus,HostOnly,3,3,0.828
Amphiprion_chrysopterus,HostOnly,4,1,0.838
Amphiprion_chrysopterus,HostOnly,5,2,0.864
Amphiprion_chrysopterus,HostOnly,6,3,0.867
Amphiprion_chrysopterus,HostOnly,7,1,0.848
Amphiprion_chrysopterus,HostOnly,8,2,0.868
Amphiprion_chrysopterus,HostOnly,9,3,0.854
Amphiprion_chrysopterus,HostOnly,10,1,0.841
Amphiprion_chrysopterus,HostOnly,11,2,0.865
Amphiprion_chrysopterus,HostOnly,12,3,0.859
Amphiprion_chrysopterus,HostOnly,13,1,0.841
Amphiprion_chrysopterus,HostOnly,14,2,0.863
Amphiprion_chrysopterus,HostOnly,15,3,0.824
Amphiprion_chrysopterus,HostOnly,16,1,0.832
Amphiprion_chrysopterus,HostOnly,17,2,0.868
Amphiprion_chrysopterus,HostOnly,18,3,0.843
Amphiprion_chrysopterus,HostOnly,19,1,0.837
Amphiprion_chrysopterus,HostOnly,20,2,0.863
Amphiprion_chrysopterus,HostOnly,21,3,0.871
Amphiprion_chrysopterus,HostOnly,22,1,0.836
Amphiprion_chrysopterus,HostOnly,23,2,0.855
Amphiprion_chrysopterus,HostOnly,24,3,0.855
Amphiprion_chrysopterus,HostOnly,25,1,0.835
Amphiprion_chrysopterus,HostOnly,26,2,0.863
Amphiprion_chrysopterus,HostOnly,27,3,0.867
Amphiprion_chrysopterus,HostOnly,28,1,0.843
Amphiprion_chrysopterus,HostOnly,29,2,0.861
Amphiprion_chrysopterus,HostOnly,30,3,0.861
Amphiprion_chrysopterus,HostOnly,31,1,0.839
Amphiprion_chrysopterus,HostOnly,32,2,0.849
Amphiprion_chrysopterus,HostOnly,33,3,0.841
Amphiprion_chrysopterus,HostOnly,34,1,0.83
Amphiprion_chrysopterus,HostOnly,35,2,0.86
Amphiprion_chrysopterus,HostOnly,36,3,0.874
Amphiprion_chrysopterus,HostOnly,37,1,0.834
Amphiprion_chrysopterus,HostOnly,38,2,0.864
Amphiprion_chrysopterus,HostOnly,39,3,0.873
Amphiprion_chrysopterus,HostOnly,40,1,0.833
Amphiprion_clarkii,HostOnly,1,1,0.763
Amphiprion_clarkii,HostOnly,2,2,0.847
Amphiprion_clarkii,HostOnly,3,3,0.701
Amphiprion_clarkii,HostOnly,4,4,0.842
Amphiprion_clarkii,HostOnly,5,1,0.762
Amphiprion_clarkii,HostOnly,6,2,0.85
Amphiprion_clarkii,HostOnly,7,3,0.701
Amphiprion_clarkii,HostOnly,8,4,0.84
Amphiprion_clarkii,HostOnly,9,1,0.757
Amphiprion_clarkii,HostOnly,10,2,0.85
Amphiprion_clarkii,HostOnly,11,3,0.701
Amphiprion_clarkii,HostOnly,12,4,0.833
Amphiprion_clarkii,HostOnly,13,1,0.763
Amphiprion_clarkii,HostOnly,14,2,0.845
Amphiprion_clarkii,HostOnly,15,3,0.7
Amphiprion_clarkii,HostOnly,16,4,0.83
Amphiprion_clarkii,HostOnly,17,1,0.762
Amphiprion_clarkii,HostOnly,18,2,0.85
Amphiprion_clarkii,HostOnly,19,3,0.703
Amphiprion_clarkii,HostOnly,20,4,0.839
Amphiprion_clarkii,HostOnly,21,1,0.752
Amphiprion_clarkii,HostOnly,22,2,0.839
Amphiprion_clarkii,HostOnly,23,3,0.702
Amphiprion_clarkii,HostOnly,24,4,0.84
Amphiprion_clarkii,HostOnly,25,1,0.762
Amphiprion_clarkii,HostOnly,26,2,0.855
Amphiprion_clarkii,HostOnly,27,3,0.7
Amphiprion_clarkii,HostOnly,28,4,0.838
Amphiprion_clarkii,HostOnly,29,1,0.763
Amphiprion_clarkii,HostOnly,30,2,0.854
Amphiprion_clarkii,HostOnly,31,3,0.702
Amphiprion_clarkii,HostOnly,32,4,0.836
Amphiprion_clarkii,HostOnly,33,1,0.759
Amphiprion_clarkii,HostOnly,34,2,0.851
Amphiprion_clarkii,HostOnly,35,3,0.703
Amphiprion_clarkii,HostOnly,36,4,0.836
Amphiprion_clarkii,HostOnly,37,1,0.759
Amphiprion_clarkii,HostOnly,38,2,0.848
Amphiprion_clarkii,HostOnly,39,3,0.703
Amphiprion_clarkii,HostOnly,40,4,0.845
Amphiprion_ephippium,Combined,1,2,0.924
Amphiprion_ephippium,Combined,2,3,0.898
Amphiprion_ephippium,Combined,3,2,0.962
Amphiprion_ephippium,Combined,4,3,0.867
Amphiprion_ephippium,Combined,5,2,0.946
Amphiprion_ephippium,Combined,6,3,0.876
Amphiprion_ephippium,Combined,7,2,0.953
Amphiprion_ephippium,Combined,8,3,0.883
Amphiprion_ephippium,Combined,9,2,0.95
Amphiprion_ephippium,Combined,10,3,0.884
Amphiprion_ephippium,Combined,11,2,0.937
Amphiprion_ephippium,Combined,12,3,0.895
Amphiprion_ephippium,Combined,13,2,0.947
Amphiprion_ephippium,Combined,14,3,0.851
Amphiprion_ephippium,Combined,15,2,0.937
Amphiprion_ephippium,Combined,16,3,0.863
Amphiprion_ephippium,Combined,17,2,0.949
Amphiprion_ephippium,Combined,18,3,0.881
Amphiprion_ephippium,Combined,19,2,0.945
Amphiprion_ephippium,Combined,20,3,0.871
Amphiprion_ephippium,Combined,21,2,0.949
Amphiprion_ephippium,Combined,22,3,0.884
Amphiprion_ephippium,Combined,23,2,0.902
Amphiprion_ephippium,Combined,24,3,0.885
Amphiprion_ephippium,Combined,25,2,0.939
Amphiprion_ephippium,Combined,26,3,0.876
Amphiprion_ephippium,Combined,27,2,0.927
Amphiprion_ephippium,Combined,28,3,0.873
Amphiprion_ephippium,Combined,29,2,0.913
Amphiprion_ephippium,Combined,30,3,0.891
Amphiprion_ephippium,Combined,31,2,0.939
Amphiprion_ephippium,Combined,32,3,0.882
Amphiprion_ephippium,Combined,33,2,0.937
Amphiprion_ephippium,Combined,34,3,0.875
Amphiprion_ephippium,Combined,35,2,0.942
Amphiprion_ephippium,Combined,36,3,0.879
Amphiprion_ephippium,Combined,37,2,0.933
Amphiprion_ephippium,Combined,38,3,0.899
Amphiprion_ephippium,Combined,39,2,0.928
Amphiprion_ephippium,Combined,40,3,0.857
Amphiprion_ephippium,EnvOnly,1,2,0.896
Amphiprion_ephippium,EnvOnly,2,3,0.909
Amphiprion_ephippium,EnvOnly,3,2,0.943
Amphiprion_ephippium,EnvOnly,4,3,0.901
Amphiprion_ephippium,EnvOnly,5,2,0.92
Amphiprion_ephippium,EnvOnly,6,3,0.885
Amphiprion_ephippium,EnvOnly,7,2,0.962
Amphiprion_ephippium,EnvOnly,8,3,0.897
Amphiprion_ephippium,EnvOnly,9,2,0.94
Amphiprion_ephippium,EnvOnly,10,3,0.895
Amphiprion_ephippium,EnvOnly,11,2,0.924
Amphiprion_ephippium,EnvOnly,12,3,0.892
Amphiprion_ephippium,EnvOnly,13,2,0.928
Amphiprion_ephippium,EnvOnly,14,3,0.861
Amphiprion_ephippium,EnvOnly,15,2,0.922
Amphiprion_ephippium,EnvOnly,16,3,0.845
Amphiprion_ephippium,EnvOnly,17,2,0.951
Amphiprion_ephippium,EnvOnly,18,3,0.878
Amphiprion_ephippium,EnvOnly,19,2,0.906
Amphiprion_ephippium,EnvOnly,20,3,0.899
Amphiprion_ephippium,EnvOnly,21,2,0.934
Amphiprion_ephippium,EnvOnly,22,3,0.895
Amphiprion_ephippium,EnvOnly,23,2,0.883
Amphiprion_ephippium,EnvOnly,24,3,0.912
Amphiprion_ephippium,EnvOnly,25,2,0.905
Amphiprion_ephippium,EnvOnly,26,3,0.91
Amphiprion_ephippium,EnvOnly,27,2,0.902
Amphiprion_ephippium,EnvOnly,28,3,0.871
Amphiprion_ephippium,EnvOnly,29,2,0.894
Amphiprion_ephippium,EnvOnly,30,3,0.906
Amphiprion_ephippium,EnvOnly,31,2,0.897
Amphiprion_ephippium,EnvOnly,32,3,0.894
Amphiprion_ephippium,EnvOnly,33,2,0.925
Amphiprion_ephippium,EnvOnly,34,3,0.914
Amphiprion_ephippium,EnvOnly,35,2,0.924
Amphiprion_ephippium,EnvOnly,36,3,0.916
Amphiprion_ephippium,EnvOnly,37,2,0.905
Amphiprion_ephippium,EnvOnly,38,3,0.913
Amphiprion_ephippium,EnvOnly,39,2,0.881
Amphiprion_ephippium,EnvOnly,40,3,0.901
Amphiprion_ephippium,HostOnly,1,2,0.65
Amphiprion_ephippium,HostOnly,2,3,0.626
Amphiprion_ephippium,HostOnly,3,2,0.67
Amphiprion_ephippium,HostOnly,4,3,0.481
Amphiprion_ephippium,HostOnly,5,2,0.653
Amphiprion_ephippium,HostOnly,6,3,0.441
Amphiprion_ephippium,HostOnly,7,2,0.657
Amphiprion_ephippium,HostOnly,8,3,0.504
Amphiprion_ephippium,HostOnly,9,2,0.666
Amphiprion_ephippium,HostOnly,10,3,0.625
Amphiprion_ephippium,HostOnly,11,2,0.653
Amphiprion_ephippium,HostOnly,12,3,0.444
Amphiprion_ephippium,HostOnly,13,2,0.663
Amphiprion_ephippium,HostOnly,14,3,0.49
Amphiprion_ephippium,HostOnly,15,2,0.635
Amphiprion_ephippium,HostOnly,16,3,0.475
Amphiprion_ephippium,HostOnly,17,2,0.645
Amphiprion_ephippium,HostOnly,18,3,0.484
Amphiprion_ephippium,HostOnly,19,2,0.671
Amphiprion_ephippium,HostOnly,20,3,0.45
Amphiprion_ephippium,HostOnly,21,2,0.631
Amphiprion_ephippium,HostOnly,22,3,0.59
Amphiprion_ephippium,HostOnly,23,2,0.616
Amphiprion_ephippium,HostOnly,24,3,0.596
Amphiprion_ephippium,HostOnly,25,2,0.659
Amphiprion_ephippium,HostOnly,26,3,0.485
Amphiprion_ephippium,HostOnly,27,2,0.638
Amphiprion_ephippium,HostOnly,28,3,0.645
Amphiprion_ephippium,HostOnly,29,2,0.645
Amphiprion_ephippium,HostOnly,30,3,0.535
Amphiprion_ephippium,HostOnly,31,2,0.657
Amphiprion_ephippium,HostOnly,32,3,0.628
Amphiprion_ephippium,HostOnly,33,2,0.663
Amphiprion_ephippium,HostOnly,34,3,0.507
Amphiprion_ephippium,HostOnly,35,2,0.648
Amphiprion_ephippium,HostOnly,36,3,0.608
Amphiprion_ephippium,HostOnly,37,2,0.702
Amphiprion_ephippium,HostOnly,38,3,0.624
Amphiprion_ephippium,HostOnly,39,2,0.68
Amphiprion_ephippium,HostOnly,40,3,0.43
Amphiprion_frenatus,Combined,1,1,0.699
Amphiprion_frenatus,Combined,2,2,0.801
Amphiprion_frenatus,Combined,3,3,0.895
Amphiprion_frenatus,Combined,4,4,0.852
Amphiprion_frenatus,Combined,5,1,0.698
Amphiprion_frenatus,Combined,6,2,0.837
Amphiprion_frenatus,Combined,7,3,0.873
Amphiprion_frenatus,Combined,8,4,0.847
Amphiprion_frenatus,Combined,9,1,0.701
Amphiprion_frenatus,Combined,10,2,0.847
Amphiprion_frenatus,Combined,11,3,0.868
Amphiprion_frenatus,Combined,12,4,0.838
Amphiprion_frenatus,Combined,13,1,0.696
Amphiprion_frenatus,Combined,14,2,0.844
Amphiprion_frenatus,Combined,15,3,0.871
Amphiprion_frenatus,Combined,16,4,0.835
Amphiprion_frenatus,Combined,17,1,0.698
Amphiprion_frenatus,Combined,18,2,0.873
Amphiprion_frenatus,Combined,19,3,0.866
Amphiprion_frenatus,Combined,20,4,0.872
Amphiprion_frenatus,Combined,21,1,0.69
Amphiprion_frenatus,Combined,22,2,0.883
Amphiprion_frenatus,Combined,23,3,0.879
Amphiprion_frenatus,Combined,24,4,0.841
Amphiprion_frenatus,Combined,25,1,0.69
Amphiprion_frenatus,Combined,26,2,0.862
Amphiprion_frenatus,Combined,27,3,0.867
Amphiprion_frenatus,Combined,28,4,0.828
Amphiprion_frenatus,Combined,29,1,0.659
Amphiprion_frenatus,Combined,30,2,0.807
Amphiprion_frenatus,Combined,31,3,0.875
Amphiprion_frenatus,Combined,32,4,0.851
Amphiprion_frenatus,Combined,33,1,0.664
Amphiprion_frenatus,Combined,34,2,0.873
Amphiprion_frenatus,Combined,35,3,0.878
Amphiprion_frenatus,Combined,36,4,0.864
Amphiprion_frenatus,Combined,37,1,0.686
Amphiprion_frenatus,Combined,38,2,0.892
Amphiprion_frenatus,Combined,39,3,0.882
Amphiprion_frenatus,Combined,40,4,0.822
Amphiprion_frenatus,EnvOnly,1,1,0.652
Amphiprion_frenatus,EnvOnly,2,2,0.799
Amphiprion_frenatus,EnvOnly,3,3,0.874
Amphiprion_frenatus,EnvOnly,4,4,0.869
Amphiprion_frenatus,EnvOnly,5,1,0.638
Amphiprion_frenatus,EnvOnly,6,2,0.846
Amphiprion_frenatus,EnvOnly,7,3,0.858
Amphiprion_frenatus,EnvOnly,8,4,0.868
Amphiprion_frenatus,EnvOnly,9,1,0.643
Amphiprion_frenatus,EnvOnly,10,2,0.844
Amphiprion_frenatus,EnvOnly,11,3,0.854
Amphiprion_frenatus,EnvOnly,12,4,0.849
Amphiprion_frenatus,EnvOnly,13,1,0.652
Amphiprion_frenatus,EnvOnly,14,2,0.842
Amphiprion_frenatus,EnvOnly,15,3,0.863
Amphiprion_frenatus,EnvOnly,16,4,0.849
Amphiprion_frenatus,EnvOnly,17,1,0.62
Amphiprion_frenatus,EnvOnly,18,2,0.871
Amphiprion_frenatus,EnvOnly,19,3,0.849
Amphiprion_frenatus,EnvOnly,20,4,0.886
Amphiprion_frenatus,EnvOnly,21,1,0.638
Amphiprion_frenatus,EnvOnly,22,2,0.871
Amphiprion_frenatus,EnvOnly,23,3,0.866
Amphiprion_frenatus,EnvOnly,24,4,0.862
Amphiprion_frenatus,EnvOnly,25,1,0.62
Amphiprion_frenatus,EnvOnly,26,2,0.869
Amphiprion_frenatus,EnvOnly,27,3,0.855
Amphiprion_frenatus,EnvOnly,28,4,0.875
Amphiprion_frenatus,EnvOnly,29,1,0.636
Amphiprion_frenatus,EnvOnly,30,2,0.795
Amphiprion_frenatus,EnvOnly,31,3,0.866
Amphiprion_frenatus,EnvOnly,32,4,0.882
Amphiprion_frenatus,EnvOnly,33,1,0.628
Amphiprion_frenatus,EnvOnly,34,2,0.875
Amphiprion_frenatus,EnvOnly,35,3,0.864
Amphiprion_frenatus,EnvOnly,36,4,0.883
Amphiprion_frenatus,EnvOnly,37,1,0.65
Amphiprion_frenatus,EnvOnly,38,2,0.889
Amphiprion_frenatus,EnvOnly,39,3,0.866
Amphiprion_frenatus,EnvOnly,40,4,0.868
Amphiprion_frenatus,HostOnly,1,1,0.562
Amphiprion_frenatus,HostOnly,2,2,0.799
Amphiprion_frenatus,HostOnly,3,3,0.76
Amphiprion_frenatus,HostOnly,4,4,0.902
Amphiprion_frenatus,HostOnly,5,1,0.571
Amphiprion_frenatus,HostOnly,6,2,0.792
Amphiprion_frenatus,HostOnly,7,3,0.743
Amphiprion_frenatus,HostOnly,8,4,0.896
Amphiprion_frenatus,HostOnly,9,1,0.561
Amphiprion_frenatus,HostOnly,10,2,0.803
Amphiprion_frenatus,HostOnly,11,3,0.754
Amphiprion_frenatus,HostOnly,12,4,0.918
Amphiprion_frenatus,HostOnly,13,1,0.572
Amphiprion_frenatus,HostOnly,14,2,0.84
Amphiprion_frenatus,HostOnly,15,3,0.743
Amphiprion_frenatus,HostOnly,16,4,0.919
Amphiprion_frenatus,HostOnly,17,1,0.596
Amphiprion_frenatus,HostOnly,18,2,0.844
Amphiprion_frenatus,HostOnly,19,3,0.754
Amphiprion_frenatus,HostOnly,20,4,0.935
Amphiprion_frenatus,HostOnly,21,1,0.583
Amphiprion_frenatus,HostOnly,22,2,0.858
Amphiprion_frenatus,HostOnly,23,3,0.758
Amphiprion_frenatus,HostOnly,24,4,0.917
Amphiprion_frenatus,HostOnly,25,1,0.584
Amphiprion_frenatus,HostOnly,26,2,0.839
Amphiprion_frenatus,HostOnly,27,3,0.757
Amphiprion_frenatus,HostOnly,28,4,0.917
Amphiprion_frenatus,HostOnly,29,1,0.551
Amphiprion_frenatus,HostOnly,30,2,0.828
Amphiprion_frenatus,HostOnly,31,3,0.755
Amphiprion_frenatus,HostOnly,32,4,0.91
Amphiprion_frenatus,HostOnly,33,1,0.551
Amphiprion_frenatus,HostOnly,34,2,0.818
Amphiprion_frenatus,HostOnly,35,3,0.747
Amphiprion_frenatus,HostOnly,36,4,0.934
Amphiprion_frenatus,HostOnly,37,1,0.575
Amphiprion_frenatus,HostOnly,38,2,0.834
Amphiprion_frenatus,HostOnly,39,3,0.755
Amphiprion_frenatus,HostOnly,40,4,0.882
Amphiprion_fuscocaudatus,Combined,1,1,0.806
Amphiprion_fuscocaudatus,Combined,2,4,0.887
Amphiprion_fuscocaudatus,Combined,3,1,0.755
Amphiprion_fuscocaudatus,Combined,4,4,0.876
Amphiprion_fuscocaudatus,Combined,5,1,0.701
Amphiprion_fuscocaudatus,Combined,6,4,0.839
Amphiprion_fuscocaudatus,Combined,7,1,0.748
Amphiprion_fuscocaudatus,Combined,8,4,0.812
Amphiprion_fuscocaudatus,Combined,9,1,0.768
Amphiprion_fuscocaudatus,Combined,10,4,0.886
Amphiprion_fuscocaudatus,Combined,11,1,0.774
Amphiprion_fuscocaudatus,Combined,12,4,0.824
Amphiprion_fuscocaudatus,Combined,13,1,0.762
Amphiprion_fuscocaudatus,Combined,14,4,0.851
Amphiprion_fuscocaudatus,Combined,15,1,0.772
Amphiprion_fuscocaudatus,Combined,16,4,0.859
Amphiprion_fuscocaudatus,Combined,17,1,0.761
Amphiprion_fuscocaudatus,Combined,18,4,0.849
Amphiprion_fuscocaudatus,Combined,19,1,0.753
Amphiprion_fuscocaudatus,Combined,20,4,0.831
Amphiprion_fuscocaudatus,Combined,21,1,0.722
Amphiprion_fuscocaudatus,Combined,22,4,0.903
Amphiprion_fuscocaudatus,Combined,23,1,0.788
Amphiprion_fuscocaudatus,Combined,24,4,0.874
Amphiprion_fuscocaudatus,Combined,25,1,0.737
Amphiprion_fuscocaudatus,Combined,26,4,0.804
Amphiprion_fuscocaudatus,Combined,27,1,0.734
Amphiprion_fuscocaudatus,Combined,28,4,0.891
Amphiprion_fuscocaudatus,Combined,29,1,0.807
Amphiprion_fuscocaudatus,Combined,30,4,0.882
Amphiprion_fuscocaudatus,Combined,31,1,0.756
Amphiprion_fuscocaudatus,Combined,32,4,0.852
Amphiprion_fuscocaudatus,Combined,33,1,0.714
Amphiprion_fuscocaudatus,Combined,34,4,0.852
Amphiprion_fuscocaudatus,Combined,35,1,0.738
Amphiprion_fuscocaudatus,Combined,36,4,0.87
Amphiprion_fuscocaudatus,Combined,37,1,0.7
Amphiprion_fuscocaudatus,Combined,38,4,0.859
Amphiprion_fuscocaudatus,Combined,39,1,0.698
Amphiprion_fuscocaudatus,Combined,40,4,0.837
Amphiprion_fuscocaudatus,EnvOnly,1,1,0.759
Amphiprion_fuscocaudatus,EnvOnly,2,4,0.945
Amphiprion_fuscocaudatus,EnvOnly,3,1,0.777
Amphiprion_fuscocaudatus,EnvOnly,4,4,0.895
Amphiprion_fuscocaudatus,EnvOnly,6,4,0.872
Amphiprion_fuscocaudatus,EnvOnly,7,1,0.715
Amphiprion_fuscocaudatus,EnvOnly,8,4,0.886
Amphiprion_fuscocaudatus,EnvOnly,9,1,0.721
Amphiprion_fuscocaudatus,EnvOnly,10,4,0.904
Amphiprion_fuscocaudatus,EnvOnly,11,1,0.76
Amphiprion_fuscocaudatus,EnvOnly,12,4,0.871
Amphiprion_fuscocaudatus,EnvOnly,13,1,0.776
Amphiprion_fuscocaudatus,EnvOnly,14,4,0.888
Amphiprion_fuscocaudatus,EnvOnly,16,4,0.917
Amphiprion_fuscocaudatus,EnvOnly,17,1,0.721
Amphiprion_fuscocaudatus,EnvOnly,18,4,0.885
Amphiprion_fuscocaudatus,EnvOnly,20,4,0.856
Amphiprion_fuscocaudatus,EnvOnly,21,1,0.776
Amphiprion_fuscocaudatus,EnvOnly,22,4,0.927
Amphiprion_fuscocaudatus,EnvOnly,24,4,0.896
Amphiprion_fuscocaudatus,EnvOnly,26,4,0.834
Amphiprion_fuscocaudatus,EnvOnly,28,4,0.951
Amphiprion_fuscocaudatus,EnvOnly,29,1,0.782
Amphiprion_fuscocaudatus,EnvOnly,30,4,0.931
Amphiprion_fuscocaudatus,EnvOnly,31,1,0.779
Amphiprion_fuscocaudatus,EnvOnly,32,4,0.876
Amphiprion_fuscocaudatus,EnvOnly,33,1,0.743
Amphiprion_fuscocaudatus,EnvOnly,34,4,0.886
Amphiprion_fuscocaudatus,EnvOnly,35,1,0.799
Amphiprion_fuscocaudatus,EnvOnly,36,4,0.887
Amphiprion_fuscocaudatus,EnvOnly,38,4,0.934
Amphiprion_fuscocaudatus,EnvOnly,39,1,0.743
Amphiprion_fuscocaudatus,EnvOnly,40,4,0.873
Amphiprion_fuscocaudatus,HostOnly,1,1,0.369
Amphiprion_fuscocaudatus,HostOnly,2,4,0.621
Amphiprion_fuscocaudatus,HostOnly,3,1,0.49
Amphiprion_fuscocaudatus,HostOnly,4,4,0.719
Amphiprion_fuscocaudatus,HostOnly,5,1,0.48
Amphiprion_fuscocaudatus,HostOnly,6,4,0.527
Amphiprion_fuscocaudatus,HostOnly,7,1,0.478
Amphiprion_fuscocaudatus,HostOnly,8,4,0.545
Amphiprion_fuscocaudatus,HostOnly,9,1,0.341
Amphiprion_fuscocaudatus,HostOnly,10,4,0.621
Amphiprion_fuscocaudatus,HostOnly,11,1,0.425
Amphiprion_fuscocaudatus,HostOnly,12,4,0.522
Amphiprion_fuscocaudatus,HostOnly,13,1,0.396
Amphiprion_fuscocaudatus,HostOnly,14,4,0.663
Amphiprion_fuscocaudatus,HostOnly,15,1,0.477
Amphiprion_fuscocaudatus,HostOnly,16,4,0.661
Amphiprion_fuscocaudatus,HostOnly,17,1,0.374
Amphiprion_fuscocaudatus,HostOnly,18,4,0.578
Amphiprion_fuscocaudatus,HostOnly,19,1,0.441
Amphiprion_fuscocaudatus,HostOnly,20,4,0.483
Amphiprion_fuscocaudatus,HostOnly,21,1,0.478
Amphiprion_fuscocaudatus,HostOnly,22,4,0.697
Amphiprion_fuscocaudatus,HostOnly,23,1,0.378
Amphiprion_fuscocaudatus,HostOnly,24,4,0.518
Amphiprion_fuscocaudatus,HostOnly,25,1,0.48
Amphiprion_fuscocaudatus,HostOnly,26,4,0.517
Amphiprion_fuscocaudatus,HostOnly,27,1,0.48
Amphiprion_fuscocaudatus,HostOnly,28,4,0.621
Amphiprion_fuscocaudatus,HostOnly,29,1,0.366
Amphiprion_fuscocaudatus,HostOnly,30,4,0.621
Amphiprion_fuscocaudatus,HostOnly,31,1,0.48
Amphiprion_fuscocaudatus,HostOnly,32,4,0.621
Amphiprion_fuscocaudatus,HostOnly,33,1,0.48
Amphiprion_fuscocaudatus,HostOnly,34,4,0.585
Amphiprion_fuscocaudatus,HostOnly,35,1,0.48
Amphiprion_fuscocaudatus,HostOnly,36,4,0.621
Amphiprion_fuscocaudatus,HostOnly,37,1,0.48
Amphiprion_fuscocaudatus,HostOnly,38,4,0.604
Amphiprion_fuscocaudatus,HostOnly,39,1,0.49
Amphiprion_fuscocaudatus,HostOnly,40,4,0.515
Amphiprion_latezonatus,Combined,1,2,0.842
Amphiprion_latezonatus,Combined,2,3,0.811
Amphiprion_latezonatus,Combined,3,2,0.811
Amphiprion_latezonatus,Combined,4,3,0.94
Amphiprion_latezonatus,Combined,5,2,0.634
Amphiprion_latezonatus,Combined,6,3,0.87
Amphiprion_latezonatus,Combined,7,2,0.665
Amphiprion_latezonatus,Combined,8,3,0.942
Amphiprion_latezonatus,Combined,9,2,0.409
Amphiprion_latezonatus,Combined,10,3,0.926
Amphiprion_latezonatus,Combined,11,2,0.886
Amphiprion_latezonatus,Combined,12,3,0.891
Amphiprion_latezonatus,Combined,13,2,0.65
Amphiprion_latezonatus,Combined,14,3,0.862
Amphiprion_latezonatus,Combined,16,3,0.95
