species,model_type,iter,fold,auc
Amphiprion_latezonatus,Combined,17,2,0.878
Amphiprion_latezonatus,Combined,18,3,0.889
Amphiprion_latezonatus,Combined,19,2,0.61
Amphiprion_latezonatus,Combined,20,3,0.937
Amphiprion_latezonatus,Combined,22,3,0.936
Amphiprion_latezonatus,Combined,23,2,0.894
Amphiprion_latezonatus,Combined,24,3,0.831
Amphiprion_latezonatus,Combined,25,2,0.728
Amphiprion_latezonatus,Combined,26,3,0.882
Amphiprion_latezonatus,Combined,27,2,0.407
Amphiprion_latezonatus,Combined,28,3,0.799
Amphiprion_latezonatus,Combined,29,2,0.873
Amphiprion_latezonatus,Combined,30,3,0.929
Amphiprion_latezonatus,Combined,31,2,0.722
Amphiprion_latezonatus,Combined,32,3,0.801
Amphiprion_latezonatus,Combined,33,2,0.676
Amphiprion_latezonatus,Combined,34,3,0.872
Amphiprion_latezonatus,Combined,35,2,0.828
Amphiprion_latezonatus,Combined,36,3,0.873
Amphiprion_latezonatus,Combined,37,2,0.627
Amphiprion_latezonatus,Combined,38,3,0.887
Amphiprion_latezonatus,Combined,40,3,0.916
Amphiprion_latezonatus,HostOnly,1,2,0.888
Amphiprion_latezonatus,HostOnly,2,3,0.866
Amphiprion_latezonatus,HostOnly,3,2,0.871
Amphiprion_latezonatus,HostOnly,4,3,0.887
Amphiprion_latezonatus,HostOnly,5,2,0.877
Amphiprion_latezonatus,HostOnly,6,3,0.874
Amphiprion_latezonatus,HostOnly,7,2,0.878
Amphiprion_latezonatus,HostOnly,8,3,0.838
Amphiprion_latezonatus,HostOnly,9,2,0.83
Amphiprion_latezonatus,HostOnly,10,3,0.838
Amphiprion_latezonatus,HostOnly,11,2,0.906
Amphiprion_latezonatus,HostOnly,12,3,0.87
Amphiprion_latezonatus,HostOnly,13,2,0.902
Amphiprion_latezonatus,HostOnly,14,3,0.825
Amphiprion_latezonatus,HostOnly,15,2,0.839
Amphiprion_latezonatus,HostOnly,16,3,0.881
Amphiprion_latezonatus,HostOnly,17,2,0.906
Amphiprion_latezonatus,HostOnly,18,3,0.875
Amphiprion_latezonatus,HostOnly,19,2,0.889
Amphiprion_latezonatus,HostOnly,20,3,0.893
Amphiprion_latezonatus,HostOnly,21,2,0.874
Amphiprion_latezonatus,HostOnly,22,3,0.884
Amphiprion_latezonatus,HostOnly,23,2,0.913
Amphiprion_latezonatus,HostOnly,24,3,0.885
Amphiprion_latezonatus,HostOnly,25,2,0.887
Amphiprion_latezonatus,HostOnly,26,3,0.821
Amphiprion_latezonatus,HostOnly,27,2,0.823
Amphiprion_latezonatus,HostOnly,28,3,0.848
Amphiprion_latezonatus,HostOnly,29,2,0.901
Amphiprion_latezonatus,HostOnly,30,3,0.893
Amphiprion_latezonatus,HostOnly,31,2,0.871
Amphiprion_latezonatus,HostOnly,32,3,0.882
Amphiprion_latezonatus,HostOnly,33,2,0.865
Amphiprion_latezonatus,HostOnly,34,3,0.875
Amphiprion_latezonatus,HostOnly,35,2,0.899
Amphiprion_latezonatus,HostOnly,36,3,0.854
Amphiprion_latezonatus,HostOnly,37,2,0.891
Amphiprion_latezonatus,HostOnly,38,3,0.869
Amphiprion_latezonatus,HostOnly,39,2,0.907
Amphiprion_latezonatus,HostOnly,40,3,0.865
Amphiprion_latifasciatus,Combined,1,2,0.913
Amphiprion_latifasciatus,Combined,2,3,0.473
Amphiprion_latifasciatus,Combined,3,4,0.888
Amphiprion_latifasciatus,Combined,4,2,0.91
Amphiprion_latifasciatus,Combined,5,3,0.518
Amphiprion_latifasciatus,Combined,6,4,0.871
Amphiprion_latifasciatus,Combined,7,2,0.905
Amphiprion_latifasciatus,Combined,8,3,0.455
Amphiprion_latifasciatus,Combined,9,4,0.948
Amphiprion_latifasciatus,Combined,10,2,0.909
Amphiprion_latifasciatus,Combined,11,3,0.509
Amphiprion_latifasciatus,Combined,12,4,0.95
Amphiprion_latifasciatus,Combined,13,2,0.897
Amphiprion_latifasciatus,Combined,15,4,0.842
Amphiprion_latifasciatus,Combined,16,2,0.895
Amphiprion_latifasciatus,Combined,17,3,0.501
Amphiprion_latifasciatus,Combined,18,4,0.894
Amphiprion_latifasciatus,Combined,19,2,0.903
Amphiprion_latifasciatus,Combined,20,3,0.431
Amphiprion_latifasciatus,Combined,21,4,0.795
Amphiprion_latifasciatus,Combined,22,2,0.902
Amphiprion_latifasciatus,Combined,23,3,0.447
Amphiprion_latifasciatus,Combined,24,4,0.921
Amphiprion_latifasciatus,Combined,25,2,0.885
Amphiprion_latifasciatus,Combined,26,3,0.445
Amphiprion_latifasciatus,Combined,27,4,0.946
Amphiprion_latifasciatus,Combined,28,2,0.89
Amphiprion_latifasciatus,Combined,29,3,0.448
Amphiprion_latifasciatus,Combined,30,4,0.886
Amphiprion_latifasciatus,Combined,31,2,0.912
Amphiprion_latifasciatus,Combined,32,3,0.467
Amphiprion_latifasciatus,Combined,33,4,0.883
Amphiprion_latifasciatus,Combined,34,2,0.914
Amphiprion_latifasciatus,Combined,35,3,0.463
Amphiprion_latifasciatus,Combined,36,4,0.91
Amphiprion_latifasciatus,Combined,37,2,0.902
Amphiprion_latifasciatus,Combined,38,3,0.463
Amphiprion_latifasciatus,Combined,39,4,0.822
Amphiprion_latifasciatus,Combined,40,2,0.906
Amphiprion_latifasciatus,EnvOnly,1,2,0.911
Amphiprion_latifasciatus,EnvOnly,2,3,0.631
Amphiprion_latifasciatus,EnvOnly,3,4,0.912
Amphiprion_latifasciatus,EnvOnly,4,2,0.934
Amphiprion_latifasciatus,EnvOnly,5,3,0.647
Amphiprion_latifasciatus,EnvOnly,6,4,0.928
Amphiprion_latifasciatus,EnvOnly,7,2,0.915
Amphiprion_latifasciatus,EnvOnly,8,3,0.526
Amphiprion_latifasciatus,EnvOnly,9,4,0.96
Amphiprion_latifasciatus,EnvOnly,10,2,0.898
Amphiprion_latifasciatus,EnvOnly,11,3,0.645
Amphiprion_latifasciatus,EnvOnly,12,4,0.966
Amphiprion_latifasciatus,EnvOnly,13,2,0.91
Amphiprion_latifasciatus,EnvOnly,14,3,0.601
Amphiprion_latifasciatus,EnvOnly,15,4,0.9
Amphiprion_latifasciatus,EnvOnly,16,2,0.89
Amphiprion_latifasciatus,EnvOnly,17,3,0.661
Amphiprion_latifasciatus,EnvOnly,18,4,0.918
Amphiprion_latifasciatus,EnvOnly,19,2,0.922
Amphiprion_latifasciatus,EnvOnly,20,3,0.492
Amphiprion_latifasciatus,EnvOnly,21,4,0.876
Amphiprion_latifasciatus,EnvOnly,22,2,0.924
Amphiprion_latifasciatus,EnvOnly,23,3,0.568
Amphiprion_latifasciatus,EnvOnly,24,4,0.944
Amphiprion_latifasciatus,EnvOnly,25,2,0.921
Amphiprion_latifasciatus,EnvOnly,26,3,0.561
Amphiprion_latifasciatus,EnvOnly,27,4,0.954
Amphiprion_latifasciatus,EnvOnly,28,2,0.921
Amphiprion_latifasciatus,EnvOnly,29,3,0.509
Amphiprion_latifasciatus,EnvOnly,30,4,0.933
Amphiprion_latifasciatus,EnvOnly,31,2,0.898
Amphiprion_latifasciatus,EnvOnly,32,3,0.583
Amphiprion_latifasciatus,EnvOnly,33,4,0.918
Amphiprion_latifasciatus,EnvOnly,34,2,0.92
Amphiprion_latifasciatus,EnvOnly,35,3,0.501
Amphiprion_latifasciatus,EnvOnly,36,4,0.941
Amphiprion_latifasciatus,EnvOnly,37,2,0.883
Amphiprion_latifasciatus,EnvOnly,38,3,0.627
Amphiprion_latifasciatus,EnvOnly,39,4,0.881
Amphiprion_latifasciatus,EnvOnly,40,2,0.914
Amphiprion_latifasciatus,HostOnly,1,2,0.916
Amphiprion_latifasciatus,HostOnly,2,3,0.842
Amphiprion_latifasciatus,HostOnly,3,4,0.863
Amphiprion_latifasciatus,HostOnly,4,2,0.917
Amphiprion_latifasciatus,HostOnly,5,3,0.816
Amphiprion_latifasciatus,HostOnly,6,4,0.881
Amphiprion_latifasciatus,HostOnly,7,2,0.91
Amphiprion_latifasciatus,HostOnly,8,3,0.853
Amphiprion_latifasciatus,HostOnly,9,4,0.923
Amphiprion_latifasciatus,HostOnly,10,2,0.92
Amphiprion_latifasciatus,HostOnly,11,3,0.829
Amphiprion_latifasciatus,HostOnly,12,4,0.923
Amphiprion_latifasciatus,HostOnly,13,2,0.898
Amphiprion_latifasciatus,HostOnly,14,3,0.803
Amphiprion_latifasciatus,HostOnly,15,4,0.837
Amphiprion_latifasciatus,HostOnly,16,2,0.9
Amphiprion_latifasciatus,HostOnly,17,3,0.84
Amphiprion_latifasciatus,HostOnly,18,4,0.859
Amphiprion_latifasciatus,HostOnly,19,2,0.903
Amphiprion_latifasciatus,HostOnly,20,3,0.841
Amphiprion_latifasciatus,HostOnly,21,4,0.734
Amphiprion_latifasciatus,HostOnly,22,2,0.903
Amphiprion_latifasciatus,HostOnly,23,3,0.832
Amphiprion_latifasciatus,HostOnly,24,4,0.87
Amphiprion_latifasciatus,HostOnly,25,2,0.911
Amphiprion_latifasciatus,HostOnly,26,3,0.834
Amphiprion_latifasciatus,HostOnly,27,4,0.765
Amphiprion_latifasciatus,HostOnly,28,2,0.893
Amphiprion_latifasciatus,HostOnly,29,3,0.833
Amphiprion_latifasciatus,HostOnly,30,4,0.82
Amphiprion_latifasciatus,HostOnly,31,2,0.913
Amphiprion_latifasciatus,HostOnly,32,3,0.836
Amphiprion_latifasciatus,HostOnly,33,4,0.892
Amphiprion_latifasciatus,HostOnly,34,2,0.883
Amphiprion_latifasciatus,HostOnly,35,3,0.8
Amphiprion_latifasciatus,HostOnly,36,4,0.886
Amphiprion_latifasciatus,HostOnly,37,2,0.93
Amphiprion_latifasciatus,HostOnly,38,3,0.825
Amphiprion_latifasciatus,HostOnly,39,4,0.768
Amphiprion_latifasciatus,HostOnly,40,2,0.924
Amphiprion_leucokranos,Combined,1,2,0.969
Amphiprion_leucokranos,Combined,2,3,0.928
Amphiprion_leucokranos,Combined,3,2,0.969
Amphiprion_leucokranos,Combined,4,3,0.928
Amphiprion_leucokranos,Combined,5,2,0.97
Amphiprion_leucokranos,Combined,6,3,0.903
Amphiprion_leucokranos,Combined,7,2,0.96
Amphiprion_leucokranos,Combined,8,3,0.911
Amphiprion_leucokranos,Combined,9,2,0.965
Amphiprion_leucokranos,Combined,10,3,0.895
Amphiprion_leucokranos,Combined,11,2,0.97
Amphiprion_leucokranos,Combined,12,3,0.901
Amphiprion_leucokranos,Combined,13,2,0.971
Amphiprion_leucokranos,Combined,14,3,0.929
Amphiprion_leucokranos,Combined,15,2,0.969
Amphiprion_leucokranos,Combined,16,3,0.934
Amphiprion_leucokranos,Combined,17,2,0.969
Amphiprion_leucokranos,Combined,18,3,0.935
Amphiprion_leucokranos,Combined,19,2,0.972
Amphiprion_leucokranos,Combined,20,3,0.906
Amphiprion_leucokranos,Combined,21,2,0.969
Amphiprion_leucokranos,Combined,22,3,0.905
Amphiprion_leucokranos,Combined,23,2,0.969
Amphiprion_leucokranos,Combined,24,3,0.903
Amphiprion_leucokranos,Combined,25,2,0.967
Amphiprion_leucokranos,Combined,27,2,0.969
Amphiprion_leucokranos,Combined,28,3,0.906
Amphiprion_leucokranos,Combined,29,2,0.972
Amphiprion_leucokranos,Combined,30,3,0.896
Amphiprion_leucokranos,Combined,31,2,0.972
Amphiprion_leucokranos,Combined,32,3,0.927
Amphiprion_leucokranos,Combined,33,2,0.968
Amphiprion_leucokranos,Combined,34,3,0.933
Amphiprion_leucokranos,Combined,35,2,0.969
Amphiprion_leucokranos,Combined,36,3,0.904
Amphiprion_leucokranos,Combined,37,2,0.97
Amphiprion_leucokranos,Combined,38,3,0.922
Amphiprion_leucokranos,Combined,39,2,0.956
Amphiprion_leucokranos,Combined,40,3,0.897
Amphiprion_leucokranos,EnvOnly,1,2,0.961
Amphiprion_leucokranos,EnvOnly,2,3,0.93
Amphiprion_leucokranos,EnvOnly,3,2,0.965
Amphiprion_leucokranos,EnvOnly,4,3,0.904
Amphiprion_leucokranos,EnvOnly,5,2,0.961
Amphiprion_leucokranos,EnvOnly,6,3,0.905
Amphiprion_leucokranos,EnvOnly,7,2,0.967
Amphiprion_leucokranos,EnvOnly,8,3,0.911
Amphiprion_leucokranos,EnvOnly,9,2,0.962
Amphiprion_leucokranos,EnvOnly,10,3,0.899
Amphiprion_leucokranos,EnvOnly,11,2,0.964
Amphiprion_leucokranos,EnvOnly,12,3,0.905
Amphiprion_leucokranos,EnvOnly,13,2,0.964
Amphiprion_leucokranos,EnvOnly,14,3,0.907
Amphiprion_leucokranos,EnvOnly,15,2,0.961
Amphiprion_leucokranos,EnvOnly,16,3,0.912
Amphiprion_leucokranos,EnvOnly,17,2,0.961
Amphiprion_leucokranos,EnvOnly,18,3,0.917
Amphiprion_leucokranos,EnvOnly,19,2,0.964
Amphiprion_leucokranos,EnvOnly,20,3,0.909
Amphiprion_leucokranos,EnvOnly,21,2,0.961
Amphiprion_leucokranos,EnvOnly,22,3,0.904
Amphiprion_leucokranos,EnvOnly,23,2,0.961
Amphiprion_leucokranos,EnvOnly,24,3,0.904
Amphiprion_leucokranos,EnvOnly,25,2,0.964
Amphiprion_leucokranos,EnvOnly,26,3,0.931
Amphiprion_leucokranos,EnvOnly,27,2,0.964
Amphiprion_leucokranos,EnvOnly,28,3,0.902
Amphiprion_leucokranos,EnvOnly,29,2,0.961
Amphiprion_leucokranos,EnvOnly,30,3,0.897
Amphiprion_leucokranos,EnvOnly,31,2,0.967
Amphiprion_leucokranos,EnvOnly,32,3,0.929
Amphiprion_leucokranos,EnvOnly,33,2,0.961
Amphiprion_leucokranos,EnvOnly,34,3,0.929
Amphiprion_leucokranos,EnvOnly,35,2,0.961
Amphiprion_leucokranos,EnvOnly,36,3,0.899
Amphiprion_leucokranos,EnvOnly,37,2,0.964
Amphiprion_leucokranos,EnvOnly,38,3,0.913
Amphiprion_leucokranos,EnvOnly,39,2,0.927
Amphiprion_leucokranos,EnvOnly,40,3,0.899
Amphiprion_leucokranos,HostOnly,1,2,0.969
Amphiprion_leucokranos,HostOnly,2,3,0.931
Amphiprion_leucokranos,HostOnly,3,2,0.972
Amphiprion_leucokranos,HostOnly,4,3,0.928
Amphiprion_leucokranos,HostOnly,5,2,0.97
Amphiprion_leucokranos,HostOnly,6,3,0.913
Amphiprion_leucokranos,HostOnly,7,2,0.96
Amphiprion_leucokranos,HostOnly,8,3,0.911
Amphiprion_leucokranos,HostOnly,9,2,0.965
Amphiprion_leucokranos,HostOnly,10,3,0.911
Amphiprion_leucokranos,HostOnly,11,2,0.97
Amphiprion_leucokranos,HostOnly,12,3,0.914
Amphiprion_leucokranos,HostOnly,13,2,0.971
Amphiprion_leucokranos,HostOnly,14,3,0.927
Amphiprion_leucokranos,HostOnly,15,2,0.969
Amphiprion_leucokranos,HostOnly,16,3,0.931
Amphiprion_leucokranos,HostOnly,17,2,0.969
Amphiprion_leucokranos,HostOnly,18,3,0.935
Amphiprion_leucokranos,HostOnly,19,2,0.972
Amphiprion_leucokranos,HostOnly,20,3,0.915
Amphiprion_leucokranos,HostOnly,21,2,0.969
Amphiprion_leucokranos,HostOnly,22,3,0.911
Amphiprion_leucokranos,HostOnly,23,2,0.97
Amphiprion_leucokranos,HostOnly,24,3,0.91
Amphiprion_leucokranos,HostOnly,25,2,0.968
Amphiprion_leucokranos,HostOnly,27,2,0.97
Amphiprion_leucokranos,HostOnly,28,3,0.928
Amphiprion_leucokranos,HostOnly,29,2,0.973
Amphiprion_leucokranos,HostOnly,30,3,0.906
Amphiprion_leucokranos,HostOnly,31,2,0.973
Amphiprion_leucokranos,HostOnly,32,3,0.928
Amphiprion_leucokranos,HostOnly,33,2,0.968
Amphiprion_leucokranos,HostOnly,34,3,0.934
Amphiprion_leucokranos,HostOnly,35,2,0.969
Amphiprion_leucokranos,HostOnly,36,3,0.915
Amphiprion_leucokranos,HostOnly,37,2,0.97
Amphiprion_leucokranos,HostOnly,38,3,0.924
Amphiprion_leucokranos,HostOnly,39,2,0.956
Amphiprion_leucokranos,HostOnly,40,3,0.914
Amphiprion_melanopus,Combined,1,1,0.908
Amphiprion_melanopus,Combined,2,2,0.792
Amphiprion_melanopus,Combined,3,3,0.749
Amphiprion_melanopus,Combined,4,1,0.914
Amphiprion_melanopus,Combined,5,2,0.747
Amphiprion_melanopus,Combined,6,3,0.73
Amphiprion_melanopus,Combined,7,1,0.924
Amphiprion_melanopus,Combined,8,2,0.847
Amphiprion_melanopus,Combined,9,3,0.731
Amphiprion_melanopus,Combined,10,1,0.932
Amphiprion_melanopus,Combined,11,2,0.79
Amphiprion_melanopus,Combined,12,3,0.752
Amphiprion_melanopus,Combined,13,1,0.92
Amphiprion_melanopus,Combined,14,2,0.87
Amphiprion_melanopus,Combined,15,3,0.724
Amphiprion_melanopus,Combined,16,1,0.929
Amphiprion_melanopus,Combined,17,2,0.882
Amphiprion_melanopus,Combined,18,3,0.769
Amphiprion_melanopus,Combined,19,1,0.926
Amphiprion_melanopus,Combined,20,2,0.851
Amphiprion_melanopus,Combined,21,3,0.754
Amphiprion_melanopus,Combined,22,1,0.925
Amphiprion_melanopus,Combined,23,2,0.819
Amphiprion_melanopus,Combined,24,3,0.745
Amphiprion_melanopus,Combined,25,1,0.917
Amphiprion_melanopus,Combined,26,2,0.852
Amphiprion_melanopus,Combined,27,3,0.742
Amphiprion_melanopus,Combined,28,1,0.917
Amphiprion_melanopus,Combined,29,2,0.822
Amphiprion_melanopus,Combined,30,3,0.684
Amphiprion_melanopus,Combined,31,1,0.929
Amphiprion_melanopus,Combined,32,2,0.812
Amphiprion_melanopus,Combined,33,3,0.75
Amphiprion_melanopus,Combined,34,1,0.919
Amphiprion_melanopus,Combined,35,2,0.791
Amphiprion_melanopus,Combined,36,3,0.73
Amphiprion_melanopus,Combined,37,1,0.917
Amphiprion_melanopus,Combined,38,2,0.834
Amphiprion_melanopus,Combined,39,3,0.711
Amphiprion_melanopus,Combined,40,1,0.907
Amphiprion_melanopus,EnvOnly,1,1,0.906
Amphiprion_melanopus,EnvOnly,2,2,0.682
Amphiprion_melanopus,EnvOnly,3,3,0.709
Amphiprion_melanopus,EnvOnly,4,1,0.9
Amphiprion_melanopus,EnvOnly,5,2,0.634
Amphiprion_melanopus,EnvOnly,6,3,0.702
Amphiprion_melanopus,EnvOnly,7,1,0.908
Amphiprion_melanopus,EnvOnly,8,2,0.757
Amphiprion_melanopus,EnvOnly,9,3,0.695
Amphiprion_melanopus,EnvOnly,10,1,0.913
Amphiprion_melanopus,EnvOnly,11,2,0.696
Amphiprion_melanopus,EnvOnly,12,3,0.724
Amphiprion_melanopus,EnvOnly,13,1,0.912
Amphiprion_melanopus,EnvOnly,14,2,0.8
Amphiprion_melanopus,EnvOnly,15,3,0.684
Amphiprion_melanopus,EnvOnly,16,1,0.913
Amphiprion_melanopus,EnvOnly,17,2,0.844
Amphiprion_melanopus,EnvOnly,18,3,0.754
Amphiprion_melanopus,EnvOnly,19,1,0.898
Amphiprion_melanopus,EnvOnly,20,2,0.79
Amphiprion_melanopus,EnvOnly,21,3,0.707
Amphiprion_melanopus,EnvOnly,22,1,0.909
Amphiprion_melanopus,EnvOnly,23,2,0.677
Amphiprion_melanopus,EnvOnly,24,3,0.719
Amphiprion_melanopus,EnvOnly,25,1,0.905
Amphiprion_melanopus,EnvOnly,26,2,0.766
Amphiprion_melanopus,EnvOnly,27,3,0.709
Amphiprion_melanopus,EnvOnly,28,1,0.889
Amphiprion_melanopus,EnvOnly,29,2,0.702
Amphiprion_melanopus,EnvOnly,30,3,0.685
Amphiprion_melanopus,EnvOnly,31,1,0.913
Amphiprion_melanopus,EnvOnly,32,2,0.662
Amphiprion_melanopus,EnvOnly,33,3,0.698
Amphiprion_melanopus,EnvOnly,34,1,0.906
Amphiprion_melanopus,EnvOnly,35,2,0.709
Amphiprion_melanopus,EnvOnly,36,3,0.727
Amphiprion_melanopus,EnvOnly,37,1,0.9
Amphiprion_melanopus,EnvOnly,38,2,0.766
Amphiprion_melanopus,EnvOnly,39,3,0.7
Amphiprion_melanopus,EnvOnly,40,1,0.884
Amphiprion_melanopus,HostOnly,1,1,0.858
Amphiprion_melanopus,HostOnly,2,2,0.684
Amphiprion_melanopus,HostOnly,3,3,0.731
Amphiprion_melanopus,HostOnly,4,1,0.858
Amphiprion_melanopus,HostOnly,5,2,0.633
Amphiprion_melanopus,HostOnly,6,3,0.752
Amphiprion_melanopus,HostOnly,7,1,0.877
Amphiprion_melanopus,HostOnly,8,2,0.747
Amphiprion_melanopus,HostOnly,9,3,0.785
Amphiprion_melanopus,HostOnly,10,1,0.885
Amphiprion_melanopus,HostOnly,11,2,0.688
Amphiprion_melanopus,HostOnly,12,3,0.765
Amphiprion_melanopus,HostOnly,13,1,0.872
Amphiprion_melanopus,HostOnly,14,2,0.756
Amphiprion_melanopus,HostOnly,15,3,0.779
Amphiprion_melanopus,HostOnly,16,1,0.872
Amphiprion_melanopus,HostOnly,17,2,0.726
Amphiprion_melanopus,HostOnly,18,3,0.767
Amphiprion_melanopus,HostOnly,19,1,0.868
Amphiprion_melanopus,HostOnly,20,2,0.727
Amphiprion_melanopus,HostOnly,21,3,0.777
Amphiprion_melanopus,HostOnly,22,1,0.861
Amphiprion_melanopus,HostOnly,23,2,0.693
Amphiprion_melanopus,HostOnly,24,3,0.771
Amphiprion_melanopus,HostOnly,25,1,0.862
Amphiprion_melanopus,HostOnly,26,2,0.719
Amphiprion_melanopus,HostOnly,27,3,0.765
Amphiprion_melanopus,HostOnly,28,1,0.872
Amphiprion_melanopus,HostOnly,29,2,0.711
Amphiprion_melanopus,HostOnly,30,3,0.751
Amphiprion_melanopus,HostOnly,31,1,0.871
Amphiprion_melanopus,HostOnly,32,2,0.661
Amphiprion_melanopus,HostOnly,33,3,0.756
Amphiprion_melanopus,HostOnly,34,1,0.863
Amphiprion_melanopus,HostOnly,35,2,0.664
Amphiprion_melanopus,HostOnly,36,3,0.766
Amphiprion_melanopus,HostOnly,37,1,0.854
Amphiprion_melanopus,HostOnly,38,2,0.758
Amphiprion_melanopus,HostOnly,39,3,0.776
Amphiprion_melanopus,HostOnly,40,1,0.866
Amphiprion_nigripes,Combined,1,1,0.903
Amphiprion_nigripes,Combined,2,2,0.904
Amphiprion_nigripes,Combined,3,3,0.396
Amphiprion_nigripes,Combined,4,4,0.923
Amphiprion_nigripes,Combined,5,1,0.895
Amphiprion_nigripes,Combined,6,2,0.908
Amphiprion_nigripes,Combined,7,3,0.48
Amphiprion_nigripes,Combined,8,4,0.901
Amphiprion_nigripes,Combined,9,1,0.908
Amphiprion_nigripes,Combined,10,2,0.872
Amphiprion_nigripes,Combined,11,3,0.435
Amphiprion_nigripes,Combined,12,4,0.927
Amphiprion_nigripes,Combined,13,1,0.891
Amphiprion_nigripes,Combined,14,2,0.912
Amphiprion_nigripes,Combined,15,3,0.498
Amphiprion_nigripes,Combined,16,4,0.916
Amphiprion_nigripes,Combined,17,1,0.928
Amphiprion_nigripes,Combined,18,2,0.914
Amphiprion_nigripes,Combined,19,3,0.402
Amphiprion_nigripes,Combined,20,4,0.939
Amphiprion_nigripes,Combined,21,1,0.906
Amphiprion_nigripes,Combined,22,2,0.915
Amphiprion_nigripes,Combined,23,3,0.494
Amphiprion_nigripes,Combined,24,4,0.901
Amphiprion_nigripes,Combined,25,1,0.901
Amphiprion_nigripes,Combined,26,2,0.902
Amphiprion_nigripes,Combined,27,3,0.428
Amphiprion_nigripes,Combined,28,4,0.921
Amphiprion_nigripes,Combined,29,1,0.917
Amphiprion_nigripes,Combined,30,2,0.901
Amphiprion_nigripes,Combined,31,3,0.429
Amphiprion_nigripes,Combined,32,4,0.919
Amphiprion_nigripes,Combined,33,1,0.905
Amphiprion_nigripes,Combined,34,2,0.913
Amphiprion_nigripes,Combined,35,3,0.45
Amphiprion_nigripes,Combined,36,4,0.897
Amphiprion_nigripes,Combined,37,1,0.908
Amphiprion_nigripes,Combined,38,2,0.905
Amphiprion_nigripes,Combined,39,3,0.463
Amphiprion_nigripes,Combined,40,4,0.92
Amphiprion_nigripes,EnvOnly,1,1,0.884
Amphiprion_nigripes,EnvOnly,2,2,0.925
Amphiprion_nigripes,EnvOnly,3,3,0.341
Amphiprion_nigripes,EnvOnly,4,4,0.891
Amphiprion_nigripes,EnvOnly,5,1,0.87
Amphiprion_nigripes,EnvOnly,6,2,0.921
Amphiprion_nigripes,EnvOnly,7,3,0.434
Amphiprion_nigripes,EnvOnly,8,4,0.851
Amphiprion_nigripes,EnvOnly,9,1,0.883
Amphiprion_nigripes,EnvOnly,10,2,0.876
Amphiprion_nigripes,EnvOnly,11,3,0.376
Amphiprion_nigripes,EnvOnly,12,4,0.896
Amphiprion_nigripes,EnvOnly,13,1,0.857
Amphiprion_nigripes,EnvOnly,14,2,0.906
Amphiprion_nigripes,EnvOnly,15,3,0.42
Amphiprion_nigripes,EnvOnly,16,4,0.88
Amphiprion_nigripes,EnvOnly,17,1,0.906
Amphiprion_nigripes,EnvOnly,18,2,0.928
Amphiprion_nigripes,EnvOnly,19,3,0.353
Amphiprion_nigripes,EnvOnly,20,4,0.894
Amphiprion_nigripes,EnvOnly,21,1,0.89
Amphiprion_nigripes,EnvOnly,22,2,0.907
Amphiprion_nigripes,EnvOnly,23,3,0.407
Amphiprion_nigripes,EnvOnly,24,4,0.855
Amphiprion_nigripes,EnvOnly,25,1,0.852
Amphiprion_nigripes,EnvOnly,26,2,0.909
Amphiprion_nigripes,EnvOnly,27,3,0.345
Amphiprion_nigripes,EnvOnly,28,4,0.88
Amphiprion_nigripes,EnvOnly,29,1,0.902
Amphiprion_nigripes,EnvOnly,30,2,0.894
Amphiprion_nigripes,EnvOnly,31,3,0.381
Amphiprion_nigripes,EnvOnly,32,4,0.87
Amphiprion_nigripes,EnvOnly,33,1,0.879
Amphiprion_nigripes,EnvOnly,34,2,0.914
Amphiprion_nigripes,EnvOnly,35,3,0.389
Amphiprion_nigripes,EnvOnly,36,4,0.811
Amphiprion_nigripes,EnvOnly,37,1,0.866
Amphiprion_nigripes,EnvOnly,38,2,0.89
Amphiprion_nigripes,EnvOnly,39,3,0.385
Amphiprion_nigripes,EnvOnly,40,4,0.888
Amphiprion_nigripes,HostOnly,1,1,0.833
Amphiprion_nigripes,HostOnly,2,2,0.876
Amphiprion_nigripes,HostOnly,3,3,0.485
Amphiprion_nigripes,HostOnly,4,4,0.914
Amphiprion_nigripes,HostOnly,5,1,0.809
Amphiprion_nigripes,HostOnly,6,2,0.85
Amphiprion_nigripes,HostOnly,7,3,0.462
Amphiprion_nigripes,HostOnly,8,4,0.916
Amphiprion_nigripes,HostOnly,9,1,0.806
Amphiprion_nigripes,HostOnly,10,2,0.821
Amphiprion_nigripes,HostOnly,11,3,0.467
Amphiprion_nigripes,HostOnly,12,4,0.909
Amphiprion_nigripes,HostOnly,13,1,0.824
Amphiprion_nigripes,HostOnly,14,2,0.888
Amphiprion_nigripes,HostOnly,15,3,0.484
Amphiprion_nigripes,HostOnly,16,4,0.907
Amphiprion_nigripes,HostOnly,17,1,0.801
Amphiprion_nigripes,HostOnly,18,2,0.865
Amphiprion_nigripes,HostOnly,19,3,0.485
Amphiprion_nigripes,HostOnly,20,4,0.915
Amphiprion_nigripes,HostOnly,21,1,0.818
Amphiprion_nigripes,HostOnly,22,2,0.869
Amphiprion_nigripes,HostOnly,23,3,0.454
Amphiprion_nigripes,HostOnly,24,4,0.908
Amphiprion_nigripes,HostOnly,25,1,0.789
Amphiprion_nigripes,HostOnly,26,2,0.886
Amphiprion_nigripes,HostOnly,27,3,0.483
Amphiprion_nigripes,HostOnly,28,4,0.915
Amphiprion_nigripes,HostOnly,29,1,0.79
Amphiprion_nigripes,HostOnly,30,2,0.862
