species,group,model_type,scenario,thr,area_current_km2,area_future_km2,lon_current,lat_current,lon_future,lat_future,shift_km
Amphiprion_chrysogaster,generalist,Combined,ssp119_2100,0.177874794,660580.0086807399,271449.1975331548,117.31579764332655,-2.2385123119125843,98.79897096631797,3.5372961799591094,2155.855471244821
Amphiprion_chrysogaster,generalist,Combined,ssp585_2050,0.177874794,660580.0086807399,265377.9642625286,117.31579764332655,-2.2385123119125843,99.07358590575413,3.578579705848113,2128.1108063613838
Amphiprion_chrysogaster,generalist,Combined,ssp585_2100,0.177874794,660580.0086807399,267099.692232284,117.31579764332655,-2.2385123119125843,98.58897003953459,3.359980092996306,2172.498684782841
Amphiprion_chrysopterus,generalist,EnvOnly,ssp119_2050,0.147231908,2654804.1407155762,1275923.892877663,108.287625,-0.3849719934712605,106.07177465677546,3.3182723177112785,479.80427226688874
Amphiprion_chrysopterus,generalist,EnvOnly,ssp119_2100,0.147231908,2654804.1407155762,1270433.7924375983,108.287625,-0.3849719934712605,105.67071435667357,3.4167110368260056,513.1101384501775
Amphiprion_chrysopterus,generalist,EnvOnly,ssp585_2050,0.147231908,2654804.1407155762,1281349.8990826244,108.287625,-0.3849719934712605,106.21053333239958,3.1593322629390705,456.7458847442767
Amphiprion_chrysopterus,generalist,EnvOnly,ssp585_2100,0.147231908,2654804.1407155762,1285741.20479955,108.287625,-0.3849719934712605,105.54531472889653,3.0753058660556545,490.864267724013
Amphiprion_ephippium,specialist,EnvOnly,ssp119_2050,0.4831646425,3494742.7173823607,1897594.1830668529,105.066945,5.581235905348289,109.52726571441231,-0.9166179844551491,875.9888177884445
Amphiprion_ephippium,specialist,EnvOnly,ssp119_2100,0.4831646425,3494742.7173823607,1886595.742110284,105.066945,5.581235905348289,110.24194373864927,-1.155203980408988,944.1053097629451
Amphiprion_ephippium,specialist,EnvOnly,ssp585_2050,0.4831646425,3494742.7173823607,1882838.1930982452,105.066945,5.581235905348289,109.53888471480634,-0.8282019859545889,868.6295623839702
Amphiprion_ephippium,specialist,EnvOnly,ssp585_2100,0.4831646425,3494742.7173823607,2044726.3901940605,105.066945,5.581235905348289,109.1634417020739,-0.7978209864698179,842.641986681372
Amphiprion_ephippium,specialist,Combined,ssp119_2050,0.4956850605,2803869.865277099,1384899.0724346128,104.567935,3.736681936629935,115.07969290576207,-4.101876248003482,1457.317268803133
Amphiprion_ephippium,specialist,Combined,ssp119_2100,0.4956850605,2803869.865277099,1375193.5162697067,104.567935,3.736681936629935,115.02993542198067,-4.007357052830405,1446.6293758244915
Amphiprion_ephippium,specialist,Combined,ssp585_2050,0.4956850605,2803869.865277099,1352972.0128926341,104.567935,3.736681936629935,114.781307179352,-3.994783328779589,1423.6840985714869
Amphiprion_ephippium,specialist,Combined,ssp585_2100,0.4956850605,2803869.865277099,1475945.0119692485,104.567935,3.736681936629935,114.62752988737823,-3.3698979428501676,1368.953841127768
Amphiprion_frenatus,specialist,EnvOnly,ssp119_2050,0.2198273505,3247444.7329784273,1905529.9997821958,115.181443,-0.029596999498037083,110.59600275065652,-4.125899930029189,683.367919353159
Amphiprion_frenatus,specialist,EnvOnly,ssp119_2100,0.2198273505,3247444.7329784273,1894424.0195555878,115.181443,-0.029596999498037083,110.28834774022297,-3.8272809350934454,688.4112697519511
Amphiprion_frenatus,specialist,EnvOnly,ssp585_2050,0.2198273505,3247444.7329784273,1919917.2845760745,115.181443,-0.029596999498037083,110.5825467502002,-4.363690925996511,702.3173282260243
Amphiprion_frenatus,specialist,EnvOnly,ssp585_2100,0.2198273505,3247444.7329784273,1992471.519237117,115.181443,-0.029596999498037083,109.69804172020386,-3.844501934801396,742.3931047500524
Amphiprion_frenatus,specialist,Combined,ssp119_2050,0.16585404025,3664489.0318919206,1702313.0662044361,113.89084700000001,-0.2595969955974852,111.36440877671558,-2.841782951806428,401.6094968131148
Amphiprion_frenatus,specialist,Combined,ssp119_2100,0.16585404025,3664489.0318919206,1693000.9452522076,113.89084700000001,-0.2595969955974852,110.87837076023251,-2.542180956887355,420.1722969276402
Amphiprion_frenatus,specialist,Combined,ssp585_2050,0.16585404025,3664489.0318919206,1705279.2584611145,113.89084700000001,-0.2595969955974852,111.00342476447348,-2.8438169517719336,430.7690544265913
Amphiprion_frenatus,specialist,Combined,ssp585_2100,0.16585404025,3664489.0318919206,1775075.2726041388,113.89084700000001,-0.2595969955974852,109.4748077126333,-1.821870969103035,520.7729484606166
Amphiprion_fuscocaudatus,generalist,EnvOnly,ssp119_2050,0.12738149848484848,2883835.3171125557,2071843.5160827516,103.152333,4.981650915516604,117.05995896986951,0.033040999439659116,1639.5802654923377
Amphiprion_fuscocaudatus,generalist,EnvOnly,ssp119_2100,0.12738149848484848,2883835.3171125557,2067422.1663957357,103.152333,4.981650915516604,117.54443398629957,-0.14234699758594963,1696.8727450701142
Amphiprion_fuscocaudatus,generalist,EnvOnly,ssp585_2050,0.12738149848484848,2883835.3171125557,2072774.951774803,103.152333,4.981650915516604,117.36814798032115,0.22344499621061278,1664.9350391925254
Amphiprion_fuscocaudatus,generalist,EnvOnly,ssp585_2100,0.12738149848484848,2883835.3171125557,2329371.439715294,103.152333,4.981650915516604,117.85752899691761,0.7077579879971869,1700.49189197946
Amphiprion_fuscocaudatus,generalist,Combined,ssp119_2050,0.151606853,3670783.112827095,2338935.732781223,102.73947600000001,4.1160089301969585,116.79124396075655,0.4180239929107629,1614.2345224127967
Amphiprion_fuscocaudatus,generalist,Combined,ssp119_2100,0.151606853,3670783.112827095,2333142.913023013,102.73947600000001,4.1160089301969585,117.20319597472712,0.2029999965573379,1664.6982426758354
Amphiprion_fuscocaudatus,generalist,Combined,ssp585_2050,0.151606853,3670783.112827095,2337470.8771030735,102.73947600000001,4.1160089301969585,116.9013979644922,0.46741999207306006,1624.6710345903589
Amphiprion_fuscocaudatus,generalist,Combined,ssp585_2100,0.151606853,3670783.112827095,2594603.921243383,102.73947600000001,4.1160089301969585,117.21044297497289,1.1125929811316222,1641.5594823329461
Amphiprion_latifasciatus,generalist,EnvOnly,ssp119_2050,0.24666357425,546320.3637453037,715833.2569383532,77.71574271689255,6.206218548041329,109.93335366687194,18.107263258217714,3735.0417839674183
Amphiprion_latifasciatus,generalist,EnvOnly,ssp119_2100,0.24666357425,546320.3637453037,712442.6324291704,77.71574271689255,6.206218548041329,109.74913103594946,17.413482558860004,3694.75432466309
Amphiprion_latifasciatus,generalist,EnvOnly,ssp585_2050,0.24666357425,546320.3637453037,724815.6689311238,77.71574271689255,6.206218548041329,110.35100631012982,18.632042203467837,3794.1670632059936
Amphiprion_latifasciatus,generalist,EnvOnly,ssp585_2100,0.24666357425,546320.3637453037,549043.9867291765,77.71574271689255,6.206218548041329,108.1510668330002,17.92561185931114,3549.0284289353103
Amphiprion_latifasciatus,generalist,Combined,ssp119_2050,0.08563924102564102,1977098.6016222686,2882235.938461202,97.675167,0.18550799685401423,112.28594880796788,11.631161802748043,2054.782978655782
Amphiprion_latifasciatus,generalist,Combined,ssp119_2100,0.08563924102564102,1977098.6016222686,2891078.66280495,97.675167,0.18550799685401423,112.10863580195465,11.264778808961504,2014.8323364152343
Amphiprion_latifasciatus,generalist,Combined,ssp585_2050,0.08563924102564102,1977098.6016222686,2890309.8607018534,97.675167,0.18550799685401423,112.63553481982343,11.465532805556931,2074.295229563889
Amphiprion_latifasciatus,generalist,Combined,ssp585_2100,0.08563924102564102,1977098.6016222686,2423407.4031589264,97.675167,0.18550799685401423,112.53111881628237,10.825567816410048,2023.6872267645363
Amphiprion_leucokranos,generalist,EnvOnly,ssp119_2050,0.41394211950000004,2028587.95634302,553896.4944984649,108.329947,1.158187980358411,113.30938083948078,1.115942473087598,553.5985995581772
Amphiprion_leucokranos,generalist,EnvOnly,ssp119_2100,0.41394211950000004,2028587.95634302,553627.0935556265,108.329947,1.158187980358411,113.30242912612219,1.1239717991688984,552.818152782955
Amphiprion_leucokranos,generalist,EnvOnly,ssp585_2050,0.41394211950000004,2028587.95634302,553915.0607208462,108.329947,1.158187980358411,113.31029138264265,1.111682622254622,553.7044505914618
Amphiprion_leucokranos,generalist,EnvOnly,ssp585_2100,0.41394211950000004,2028587.95634302,553264.9229185865,108.329947,1.158187980358411,113.31081789539526,1.1151108671108856,553.7592270388641
Amphiprion_leucokranos,generalist,Combined,ssp119_2050,0.2890031158974359,2126341.121840594,782937.6176524076,106.755279,1.4156879759914887,111.200574513124,1.434156253839866,494.1456451541362
Amphiprion_leucokranos,generalist,Combined,ssp119_2100,0.2890031158974359,2126341.121840594,783235.8777204994,106.755279,1.4156879759914887,111.1564742695888,1.4570071814159353,489.2583003401691
Amphiprion_leucokranos,generalist,Combined,ssp585_2050,0.2890031158974359,2126341.121840594,782931.2527247582,106.755279,1.4156879759914887,111.24014965511957,1.430679447030073,498.54373400978545
Amphiprion_leucokranos,generalist,Combined,ssp585_2100,0.2890031158974359,2126341.121840594,778218.2750799826,106.755279,1.4156879759914887,111.24261182759489,1.4577149518542132,498.833584826675
Amphiprion_melanopus,specialist,EnvOnly,ssp119_2050,0.23890230325,2739964.6754563143,1245828.7818275306,111.654751,-2.9755809495373273,113.72128431493087,2.249859917122701,624.7993365600868
Amphiprion_melanopus,specialist,EnvOnly,ssp119_2100,0.23890230325,2739964.6754563143,1250844.5456228293,111.654751,-2.9755809495373273,113.03089179974997,2.613230921258341,639.9947707694562
Amphiprion_melanopus,specialist,EnvOnly,ssp585_2050,0.23890230325,2739964.6754563143,1252467.6793289676,111.654751,-2.9755809495373273,113.58730366652114,2.189957462803405,613.2361494896887
Amphiprion_melanopus,specialist,EnvOnly,ssp585_2100,0.23890230325,2739964.6754563143,1278881.6238771728,111.654751,-2.9755809495373273,112.20511664971701,2.886557519720388,654.7040317166006
Amphiprion_melanopus,specialist,Combined,ssp119_2050,0.2058720675,2777647.806938091,1684731.08290047,112.725992,-2.9455729500462304,109.74627972183976,3.034563948537068,742.867459007673
Amphiprion_melanopus,specialist,Combined,ssp119_2100,0.2058720675,2777647.806938091,1674667.8461215093,112.725992,-2.9455729500462304,109.12749170085472,3.216260945455683,793.349464115589
Amphiprion_melanopus,specialist,Combined,ssp585_2050,0.2058720675,2777647.806938091,1682605.7471926992,112.725992,-2.9455729500462304,109.62948971787904,2.8469869517181716,730.2882956626472
Amphiprion_melanopus,specialist,Combined,ssp585_2100,0.2058720675,2777647.806938091,1683080.666181114,112.725992,-2.9455729500462304,108.40394967631714,3.1567049464656884,831.3642381958434
Amphiprion_nigripes,specialist,EnvOnly,ssp119_2050,0.20652402875,2017550.3926344411,1950093.3706272275,87.18864500000001,4.58147592230314,115.3923479133156,7.197149877944101,3132.4676091075535
Amphiprion_nigripes,specialist,EnvOnly,ssp119_2100,0.20652402875,2017550.3926344411,1938604.0839292733,87.18864500000001,4.58147592230314,115.60560992054798,7.100166879588828,3155.267841183683
Amphiprion_nigripes,specialist,EnvOnly,ssp585_2050,0.20652402875,2017550.3926344411,1962111.266234631,87.18864500000001,4.58147592230314,115.169053905743,7.431476873970168,3109.712777732882
Amphiprion_nigripes,specialist,EnvOnly,ssp585_2100,0.20652402875,2017550.3926344411,1822252.3808745262,87.18864500000001,4.58147592230314,114.94511889814866,6.250071894005522,3077.81305654722
Amphiprion_nigripes,specialist,Combined,ssp119_2050,0.211948791,1947768.177608124,1652316.636856617,88.23134300000001,4.605929921888427,115.21433890727876,5.280789910443499,2989.9263430453793
Amphiprion_nigripes,specialist,Combined,ssp119_2100,0.211948791,1947768.177608124,1633526.0109030518,88.23134300000001,4.605929921888427,115.68829192335198,5.124969913086038,3042.3945691965328
Amphiprion_nigripes,specialist,Combined,ssp585_2050,0.211948791,1947768.177608124,1651289.8984340206,88.23134300000001,4.605929921888427,115.52508691781719,5.2484679109916454,3024.3227210852147
Amphiprion_nigripes,specialist,Combined,ssp585_2100,0.211948791,1947768.177608124,1524782.7774599476,88.23134300000001,4.605929921888427,114.2740878753919,3.9725939326290916,2888.4120713630446
Amphiprion_ocellaris,specialist,EnvOnly,ssp119_2050,0.32780353675,3758397.1066942513,2258936.4516701666,112.27991200000001,0.4785709918839819,111.37325477701557,-3.333582943466031,435.7043924134956
Amphiprion_ocellaris,specialist,EnvOnly,ssp119_2100,0.32780353675,3758397.1066942513,2250579.2577814604,112.27991200000001,0.4785709918839819,111.11157776814129,-3.1094689472667625,419.5729452343177
Amphiprion_ocellaris,specialist,EnvOnly,ssp585_2050,0.32780353675,3758397.1066942513,2239238.8284248468,112.27991200000001,0.4785709918839819,110.89746176087995,-3.1441309466789322,431.1362508863994
Amphiprion_ocellaris,specialist,EnvOnly,ssp585_2100,0.32780353675,3758397.1066942513,2370547.828998281,112.27991200000001,0.4785709918839819,110.4909397470935,-3.0754169478442477,442.3906787712966
Amphiprion_ocellaris,specialist,Combined,ssp119_2050,0.31795268625,3919688.0025056438,1740353.9268932668,110.949352,0.013957999763317108,112.68037282134404,0.3608599938802027,196.30653743183657
Amphiprion_ocellaris,specialist,Combined,ssp119_2100,0.31795268625,3919688.0025056438,1727896.3690770264,110.949352,0.013957999763317108,112.55315181702957,0.3672179937723778,182.60799960759
Amphiprion_ocellaris,specialist,Combined,ssp585_2050,0.31795268625,3919688.0025056438,1741760.8964686764,110.949352,0.013957999763317108,112.50226181530374,0.33470599432374626,176.31951809944752
Amphiprion_ocellaris,specialist,Combined,ssp585_2100,0.31795268625,3919688.0025056438,1793998.5633921993,110.949352,0.013957999763317108,111.31296777497106,0.4782079918901072,65.57119895913127
Amphiprion_percula,specialist,EnvOnly,ssp119_2050,0.314588442,2386468.3594315494,1249887.6587690753,107.351954,-2.049751965238388,110.82293922143495,6.789468905296156,1055.6783926104013
Amphiprion_percula,specialist,EnvOnly,ssp119_2100,0.314588442,2386468.3594315494,1242006.5445087408,107.351954,-2.049751965238388,110.31875098814159,6.805387290982148,1038.2452737356075
Amphiprion_percula,specialist,EnvOnly,ssp585_2050,0.314588442,2386468.3594315494,1273558.9172701102,107.351954,-2.049751965238388,110.53203459304594,6.873282786931653,1053.0988940536402
Amphiprion_percula,specialist,EnvOnly,ssp585_2100,0.314588442,2386468.3594315494,1211574.8984458714,107.351954,-2.049751965238388,110.3068484446206,8.5568433775158,1224.0436492227498
Amphiprion_percula,specialist,Combined,ssp119_2050,0.33171167875,2408025.9661656283,1168648.088158994,110.138322,-2.087940964590744,107.82450061617578,4.490208555877405,775.321169606821
Amphiprion_percula,specialist,Combined,ssp119_2100,0.33171167875,2408025.9661656283,1159582.197517201,110.138322,-2.087940964590744,106.83832057592582,4.825063528229999,851.6413320076524
Amphiprion_percula,specialist,Combined,ssp585_2050,0.33171167875,2408025.9661656283,1189876.9290457368,110.138322,-2.087940964590744,107.38266965375595,4.427423131451912,786.5202573085123
Amphiprion_percula,specialist,Combined,ssp585_2100,0.33171167875,2408025.9661656283,1184745.9684651236,110.138322,-2.087940964590744,105.53393341166571,5.268762544905489,964.7462987009203
Amphiprion_polymnus,generalist,EnvOnly,ssp119_2050,0.30495689675,2763155.3490915336,1941888.4918214995,114.04936000000001,-1.6595169718563525,109.0861916994541,0.7965079864920827,615.7019555308415
Amphiprion_polymnus,generalist,EnvOnly,ssp119_2100,0.30495689675,2763155.3490915336,1936785.3463273607,114.04936000000001,-1.6595169718563525,109.1147997004243,0.7490009872977501,610.5170504156604
Amphiprion_polymnus,generalist,EnvOnly,ssp585_2050,0.30495689675,2763155.3490915336,1952049.9223457947,114.04936000000001,-1.6595169718563525,109.18054870265405,0.7794909867806726,605.4673900432143
Amphiprion_polymnus,generalist,EnvOnly,ssp585_2100,0.30495689675,2763155.3490915336,1934233.1055914918,114.04936000000001,-1.6595169718563525,108.85097769147727,0.7532029872264888,637.2033039228563
Amphiprion_polymnus,generalist,Combined,ssp119_2050,0.27154969475,2754055.6506456323,1991028.9042216826,113.682471,-1.6142309726243542,108.57946068226927,0.26003899559001803,604.4305029123283
Amphiprion_polymnus,generalist,Combined,ssp119_2100,0.27154969475,2754055.6506456323,1986086.140351794,113.682471,-1.6142309726243542,108.42821867714018,0.3285749944277214,622.8458416917136
Amphiprion_polymnus,generalist,Combined,ssp585_2050,0.27154969475,2754055.6506456323,2002628.8123651533,113.682471,-1.6142309726243542,108.6947796861801,0.32861399442706,595.1390304563628
Amphiprion_polymnus,generalist,Combined,ssp585_2100,0.27154969475,2754055.6506456323,2002074.7762779477,113.682471,-1.6142309726243542,108.02985966363059,0.7202409877854886,679.9768088305586
Amphiprion_rubrocinctus,specialist,EnvOnly,ssp119_2050,0.281770838,1049716.3266822065,667563.8366679612,116.00183026874116,-9.962767864988425,117.42369254908795,6.94274077747295,1886.3910482574352
Amphiprion_rubrocinctus,specialist,EnvOnly,ssp119_2100,0.281770838,1049716.3266822065,655355.2507561488,116.00183026874116,-9.962767864988425,117.3135827365833,7.048219491064432,1897.1060172852722
Amphiprion_rubrocinctus,specialist,EnvOnly,ssp585_2050,0.281770838,1049716.3266822065,665050.1075353215,116.00183026874116,-9.962767864988425,117.25821786140442,6.758388625562897,1864.5075407958761
Amphiprion_rubrocinctus,specialist,EnvOnly,ssp585_2100,0.281770838,1049716.3266822065,565284.3240187471,116.00183026874116,-9.962767864988425,114.77220823764847,5.646757614168606,1741.0360396427195
Amphiprion_rubrocinctus,specialist,Combined,ssp119_2050,0.29452334925,652074.2384878526,394918.7172580786,115.09623982810643,-9.107275606728054,117.51162324120436,7.998752599579543,1920.8302340504529
Amphiprion_rubrocinctus,specialist,Combined,ssp119_2100,0.29452334925,652074.2384878526,381549.45770136954,115.09623982810643,-9.107275606728054,117.32842397746239,8.15465370495279,1935.2989140515913
Amphiprion_rubrocinctus,specialist,Combined,ssp585_2050,0.29452334925,652074.2384878526,387551.18501957797,115.09623982810643,-9.107275606728054,117.10355310171808,7.772654840683043,1890.0900983976906
Amphiprion_rubrocinctus,specialist,Combined,ssp585_2100,0.29452334925,652074.2384878526,319350.0037719049,115.09623982810643,-9.107275606728054,115.22804457149265,5.092546412541814,1579.0157531345865
Amphiprion_tricinctus,generalist,EnvOnly,ssp119_2050,0.30183589075,533556.5592373768,313910.49785529723,117.09167877297872,-2.338018902071768,113.35303049570119,-0.5937458551608414,458.59985360186107
Amphiprion_tricinctus,generalist,EnvOnly,ssp119_2100,0.30183589075,533556.5592373768,322038.98175344506,117.09167877297872,-2.338018902071768,113.2786940655362,-0.6324172932461384,464.3248142650287
Amphiprion_tricinctus,generalist,EnvOnly,ssp585_2050,0.30183589075,533556.5592373768,314091.0283834254,117.09167877297872,-2.338018902071768,113.46833056951698,-0.5452606878342943,449.38778522297275
Amphiprion_tricinctus,generalist,EnvOnly,ssp585_2100,0.30183589075,533556.5592373768,320803.8210009896,117.09167877297872,-2.338018902071768,113.38818339416467,-0.5357387113286518,457.85221033675947
Amphiprion_tricinctus,generalist,Combined,ssp119_2050,0.3602930542105263,948130.3594585098,345422.59690548934,111.18145920255985,-0.8459790614757714,114.64758218687736,-0.9351617161276603,385.49625237109836
Amphiprion_tricinctus,generalist,Combined,ssp119_2100,0.3602930542105263,948130.3594585098,350345.66955941095,111.18145920255985,-0.8459790614757714,114.38336604262837,-0.9115454237446169,356.06853836411375
Amphiprion_tricinctus,generalist,Combined,ssp585_2050,0.3602930542105263,948130.3594585098,344740.29707156855,111.18145920255985,-0.8459790614757714,114.5166148232601,-0.866675225356994,370.81809317584384
Amphiprion_tricinctus,generalist,Combined,ssp585_2100,0.3602930542105263,948130.3594585098,349011.9251860201,111.18145920255985,-0.8459790614757714,114.21153337966282,-0.773933184741325,336.9904169798178
