species,model,iter,fc,rm,cv_method,cv_k,test_fold,n_pres_total,n_bg_total,n_pres_train,n_bg_train,n_pres_test,n_bg_test,auc,tss,threshold_maxTSS,sensitivity,specificity,balanced_accuracy,tp,fp,tn,fn,brier,logloss,boyce,predictors,seed
Amphiprion_latifasciatus,HostOnly,5,lqh,1,block_quadrant,4,3,36,10000,25,9696,11,304,0.8160885167464115,0.5705741626794258,0.58785184,0.6363636363636364,0.9342105263157895,0.7852870813397129,7,20,284,4,0.07803189038502038,0.27552270527350703,0.1091641785709966,rugosity;biotic_suitability,5
