species,model,iter,fc,rm,cv_method,cv_k,test_fold,n_pres_total,n_bg_total,n_pres_train,n_bg_train,n_pres_test,n_bg_test,auc,tss,threshold_maxTSS,sensitivity,specificity,balanced_accuracy,tp,fp,tn,fn,brier,logloss,boyce,predictors,seed
Amphiprion_polymnus,HostOnly,17,lqh,1.5,block_quadrant,4,1,107,10000,86,7581,21,2419,0.8242681942557925,0.5595779444477254,0.32178113,0.9047619047619048,0.6548160396858206,0.7797889722238627,19,835,1584,2,0.12702799105303889,0.40486419731738404,0.40549514742177145,rugosity;biotic_suitability,17
