species,model,iter,fc,rm,cv_method,cv_k,test_fold,n_pres_total,n_bg_total,n_pres_train,n_bg_train,n_pres_test,n_bg_test,auc,tss,threshold_maxTSS,sensitivity,specificity,balanced_accuracy,tp,fp,tn,fn,brier,logloss,boyce,predictors,seed
Amphiprion_percula,HostOnly,1,lqh,0.5,block_quadrant,4,1,205,10000,153,8198,52,1802,0.6833166140186118,0.4594894561598224,0.14307876,1,0.4594894561598224,0.7297447280799112,52,974,828,0,0.13393451984197963,0.3978152656985444,0.2484919793257805,rugosity;biotic_suitability,1
Amphiprion_percula,HostOnly,2,lqh,0.5,block_quadrant,4,2,205,10000,154,9291,51,709,0.7989712104870157,0.5971680632760861,0.22632122,0.9215686274509804,0.6755994358251057,0.798584031638043,47,230,479,4,0.09882668237944094,0.2924141013875844,0.5032368504384288,rugosity;biotic_suitability,2
Amphiprion_percula,HostOnly,3,lqh,0.5,block_quadrant,4,3,205,10000,154,2632,51,5000,0.6949764705882353,0.4307686274509803,0.22615425,0.9215686274509804,0.5092,0.7153843137254902,47,2454,2546,4,0.13249067456751548,0.38343828931974216,0.01600760414763765,rugosity;biotic_suitability,3
Amphiprion_percula,HostOnly,4,lqh,0.5,block_quadrant,4,1,205,10000,153,8198,52,1802,0.7596740800819602,0.5194228634850167,0.21700369,1,0.5194228634850167,0.7597114317425083,52,866,936,0,0.11820673952427396,0.3617672531186074,0.4624725461971977,rugosity;biotic_suitability,4
Amphiprion_percula,HostOnly,5,lqh,0.5,block_quadrant,4,2,205,10000,154,9291,51,709,0.8169197157001024,0.595757626040543,0.19688521,0.9215686274509804,0.6741889985895627,0.7978788130202715,47,231,478,4,0.09098278512097366,0.27414409924000255,0.24621219712795048,rugosity;biotic_suitability,5
Amphiprion_percula,HostOnly,6,lqh,0.5,block_quadrant,4,3,205,10000,154,2632,51,5000,0.6968235294117647,0.4273764705882353,0.20747262,0.9411764705882352,0.4862,0.7136882352941176,48,2569,2431,3,0.13632872216711656,0.4010977409126676,0.04452861893041975,rugosity;biotic_suitability,6
Amphiprion_percula,HostOnly,7,lqh,0.5,block_quadrant,4,1,205,10000,153,8198,52,1802,0.6970086655852472,0.4894561598224194,0.19950072,1,0.4894561598224195,0.7447280799112097,52,920,882,0,0.12659649751691687,0.37651682685154736,0.5545613684953393,rugosity;biotic_suitability,7
Amphiprion_percula,HostOnly,8,lqh,0.5,block_quadrant,4,2,205,10000,154,9291,51,709,0.7997732238170303,0.6111341574711688,0.23428593,0.9411764705882352,0.6699576868829337,0.8055670787355844,48,234,475,3,0.09813219047961728,0.29939400603574434,0.3607541277239339,rugosity;biotic_suitability,8
Amphiprion_percula,HostOnly,9,lqh,0.5,block_quadrant,4,3,205,10000,154,2632,51,5000,0.6922549019607843,0.4443764705882351,0.25482494,0.9411764705882352,0.5032,0.7221882352941176,48,2484,2516,3,0.13864606978258187,0.4048573754162544,0.08467235836968025,rugosity;biotic_suitability,9
Amphiprion_percula,HostOnly,10,lqh,0.5,block_quadrant,4,1,205,10000,153,8198,52,1802,0.7084276018099548,0.483906770255272,0.13907996,1,0.4839067702552719,0.741953385127636,52,930,872,0,0.11237014058470972,0.34075758786299803,0.3782646235214962,rugosity;biotic_suitability,10
Amphiprion_percula,HostOnly,11,lqh,0.5,block_quadrant,4,2,205,10000,154,9291,51,709,0.8163942586907824,0.6184628999695789,0.16697196,0.9019607843137256,0.7165021156558533,0.8092314499847895,46,201,508,5,0.0825000036168731,0.2487060956146975,0.00153705700085412,rugosity;biotic_suitability,11
Amphiprion_percula,HostOnly,12,lqh,0.5,block_quadrant,4,3,205,10000,154,2632,51,5000,0.6668666666666667,0.3625764705882353,0.1986344,0.9411764705882352,0.4214,0.6812882352941176,48,2893,2107,3,0.14799542978853497,0.4335644356111928,0.1212155996711124,rugosity;biotic_suitability,12
Amphiprion_percula,HostOnly,13,lqh,0.5,block_quadrant,4,1,205,10000,153,8198,52,1802,0.7363026124818578,0.4950055493895671,0.18763668,1,0.49500554938956715,0.7475027746947835,52,910,892,0,0.11594234797578248,0.3583667488032068,0.5265229946004307,rugosity;biotic_suitability,13
Amphiprion_percula,HostOnly,14,lqh,0.5,block_quadrant,4,2,205,10000,154,9291,51,709,0.7566027821565862,0.5716419148759644,0.22900971,0.9411764705882352,0.6304654442877292,0.7858209574379822,48,262,447,3,0.1090999546541867,0.3257549426719491,0.5725134316126849,rugosity;biotic_suitability,14
Amphiprion_percula,HostOnly,15,lqh,0.5,block_quadrant,4,3,205,10000,154,2632,51,5000,0.6911686274509804,0.4407764705882353,0.20893782,0.9411764705882352,0.4996,0.7203882352941177,48,2502,2498,3,0.12584169695137315,0.3752222660741989,0.14339724740304663,rugosity;biotic_suitability,15
Amphiprion_percula,HostOnly,16,lqh,0.5,block_quadrant,4,1,205,10000,153,8198,52,1802,0.7501440706906856,0.5061043285238624,0.23287723,1,0.5061043285238623,0.7530521642619312,52,890,912,0,0.1316501863298327,0.387854763818333,0.6248065195585508,rugosity;biotic_suitability,16
Amphiprion_percula,HostOnly,17,lqh,0.5,block_quadrant,4,2,205,10000,154,9291,51,709,0.8072402444757875,0.6139550319422549,0.12921087,0.9411764705882352,0.6727785613540197,0.8069775159711274,48,232,477,3,0.08511131944159264,0.26030658602590917,0.1439984963603938,rugosity;biotic_suitability,17
