species,model,iter,fc,rm,cv_method,cv_k,test_fold,n_pres_total,n_bg_total,n_pres_train,n_bg_train,n_pres_test,n_bg_test,auc,tss,threshold_maxTSS,sensitivity,specificity,balanced_accuracy,tp,fp,tn,fn,brier,logloss,boyce,predictors,seed
Amphiprion_chrysopterus,EnvOnly,36,lqh,0.5,block_quadrant,4,3,210,10000,145,4908,65,5000,0.9092461538461538,0.7626153846153847,0.14663811000000002,0.9846153846153847,0.778,0.8813076923076923,64,1110,3890,1,0.04092793568444087,0.1450515947834383,0.5150608250711246,PC1;PC2;PC3;PC4;rugosity,36
