species,model,iter,fc,rm,cv_method,cv_k,test_fold,n_pres_total,n_bg_total,n_pres_train,n_bg_train,n_pres_test,n_bg_test,auc,tss,threshold_maxTSS,sensitivity,specificity,balanced_accuracy,tp,fp,tn,fn,brier,logloss,boyce,predictors,seed
Amphiprion_polymnus,Combined,18,h,1.5,block_quadrant,4,2,107,10000,74,7667,33,2333,0.8608892179402252,0.654184364000052,0.26520917,0.8787878787878788,0.7753964852121732,0.827092182000026,29,524,1809,4,0.07257332158389528,0.24326501048979102,0.6025200242448057,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,18
