species,model,iter,fc,rm,cv_method,cv_k,test_fold,n_pres_total,n_bg_total,n_pres_train,n_bg_train,n_pres_test,n_bg_test,auc,tss,threshold_maxTSS,sensitivity,specificity,balanced_accuracy,tp,fp,tn,fn,brier,logloss,boyce,predictors,seed
Amphiprion_melanopus,HostOnly,22,lqh,1,block_quadrant,4,1,401,10000,348,8190,53,1810,0.8610340873553632,0.6579276555821953,0.30479518,0.9811320754716981,0.6767955801104972,0.8289638277910977,52,585,1225,1,0.09848856419448608,0.3235116489309893,0.5212399308812427,rugosity;biotic_suitability,22
