species,model,iter,fc,rm,cv_method,cv_k,test_fold,n_pres_total,n_bg_total,n_pres_train,n_bg_train,n_pres_test,n_bg_test,auc,tss,threshold_maxTSS,sensitivity,specificity,balanced_accuracy,tp,fp,tn,fn,brier,logloss,boyce,predictors,seed
Amphiprion_chrysogaster,EnvOnly,38,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.873675,0.6781999999999999,0.26220254,0.75,0.9282,0.8391,6,359,4641,2,0.025425756560797725,0.0889308450174982,0.4834662641535001,PC1;PC2;PC3;PC4;rugosity,38
