species,model,iter,fc,rm,cv_method,cv_k,test_fold,n_pres_total,n_bg_total,n_pres_train,n_bg_train,n_pres_test,n_bg_test,auc,tss,threshold_maxTSS,sensitivity,specificity,balanced_accuracy,tp,fp,tn,fn,brier,logloss,boyce,predictors,seed
Amphiprion_tricinctus,Combined,30,h,3,block_quadrant,4,3,33,10000,21,6148,12,3852,0.9729794046382831,0.9187435098650052,0.12637057000000002,1,0.9187435098650052,0.9593717549325026,12,313,3539,0,0.008415656087696463,0.04626399310572278,0.03309492795994382,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,30
