species,model,iter,fc,rm,cv_method,cv_k,test_fold,n_pres_total,n_bg_total,n_pres_train,n_bg_train,n_pres_test,n_bg_test,auc,tss,threshold_maxTSS,sensitivity,specificity,balanced_accuracy,tp,fp,tn,fn,brier,logloss,boyce,predictors,seed
Amphiprion_ephippium,Combined,14,h,2,block_quadrant,4,3,29,10000,15,8387,14,1613,0.851031795235143,0.6291293950934373,0.38840203,0.9285714285714286,0.7005579665220086,0.8145646975467187,13,483,1130,1,0.13522861199512753,0.4182577070143999,0.5201513960069714,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,14
