species,model,iter,fc,rm,cv_method,cv_k,test_fold,n_pres_total,n_bg_total,n_pres_train,n_bg_train,n_pres_test,n_bg_test,auc,tss,threshold_maxTSS,sensitivity,specificity,balanced_accuracy,tp,fp,tn,fn,brier,logloss,boyce,predictors,seed
Amphiprion_latifasciatus,Combined,30,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.8864571428571428,0.7718,0.07790356999999999,1,0.7718,0.8859,7,1141,3859,0,0.02808600444889578,0.10711749145038292,-0.2430882258729348,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,30
Amphiprion_latifasciatus,Combined,31,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9120234604105572,0.8097965542521994,0.18242656,0.9090909090909092,0.9007056451612904,0.9048982771260996,10,197,1787,1,0.01620387725553784,0.08743560839806876,0.4466993568857945,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,31
Amphiprion_latifasciatus,Combined,32,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.4674043062200957,0.32565789473684204,0.01698268,1,0.3256578947368421,0.662828947368421,11,205,99,0,0.4771565906325067,2.1795504902194507,-0.11679942321414902,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,32
Amphiprion_latifasciatus,Combined,33,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.8828285714285714,0.7248000000000001,0.09519662,1,0.7248,0.86240000000000006,7,1376,3624,0,0.03183386994531868,0.12546846170796908,-0.26140823290785736,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,33
Amphiprion_latifasciatus,Combined,34,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9139937683284456,0.8062683284457477,0.20792336,0.9090909090909092,0.8971774193548387,0.9031341642228738,10,204,1780,1,0.02185752630043385,0.1117425126147277,0.3911104625863832,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,34
Amphiprion_latifasciatus,Combined,35,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.4632177033492823,0.2861842105263157,0.00201072,1,0.28618421052631576,0.6430921052631579,11,217,87,0,0.46034819578967456,2.040625727241133,0.08887001723960905,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,35
Amphiprion_latifasciatus,Combined,36,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9096571428571428,0.7818,0.03209816999999999,1,0.7818,0.8909,7,1091,3909,0,0.01307626218659353,0.05457348348496446,-0.4308392946365836,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,36
Amphiprion_latifasciatus,Combined,37,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9016220674486805,0.8511271994134897,0.21419412,0.9090909090909092,0.9420362903225806,0.9255635997067448,10,115,1869,1,0.01342783031175719,0.07601445888005488,0.47163748572780767,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,37
Amphiprion_latifasciatus,Combined,38,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.46291866028708134,0.2730263157894737,1.5799e-4,1,0.2730263157894737,0.6365131578947368,11,221,83,0,0.4406687949680587,2.1439494666938006,0.233206590674848,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,38
Amphiprion_latifasciatus,Combined,39,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.8217428571428571,0.5916000000000001,0.01275551,1,0.5916,0.7958000000000001,7,2042,2958,0,0.01444379635418977,0.05743854346567886,-0.4366601250140983,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,39
Amphiprion_latifasciatus,Combined,40,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9057459677419356,0.8465909090909092,0.11468141,0.9090909090909092,0.9375,0.9232954545454546,10,124,1860,1,0.00745394448722586,0.04520397007623596,0.4838253462417126,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,40
