[23:01:19] Host | Iter 1 OK | fold: 1 | AUC: 0.771 | TSS: 0.423
[23:01:34] Host | Iter 2 OK | fold: 2 | AUC: 0.79 | TSS: 0.473
[23:01:48] Host | Iter 3 OK | fold: 3 | AUC: 0.657 | TSS: 0.248
[23:02:05] Host | Iter 4 OK | fold: 4 | AUC: 0.792 | TSS: 0.485
[23:02:18] Host | Iter 5 OK | fold: 1 | AUC: 0.775 | TSS: 0.447
[23:02:34] Host | Iter 6 OK | fold: 2 | AUC: 0.815 | TSS: 0.523
[23:02:47] Host | Iter 7 OK | fold: 3 | AUC: 0.665 | TSS: 0.264
[23:03:03] Host | Iter 8 OK | fold: 4 | AUC: 0.749 | TSS: 0.433
[23:03:17] Host | Iter 9 OK | fold: 1 | AUC: 0.744 | TSS: 0.389
[23:03:31] Host | Iter 10 OK | fold: 2 | AUC: 0.794 | TSS: 0.47
