decimalLongitude,decimalLatitude,eventDate,basisOfRecord,datasetName,occurrenceStatus,depth,source,species
122.2300034,-17.96999931,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_malu
121.04399,13.56038,2015-04-24,PreservedSpecimen,NA,NA,14.48,OBIS,Heteractis_malu
135,-7,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,1.5,OBIS,Heteractis_malu
124.169998169,24.4200000763,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_malu
139.5,34.0999984741,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_malu
145.8399963,-5.179999828,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,21,OBIS,Heteractis_malu
115.730003357,-32,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_malu
145.6799927,-15.52999973,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_malu
142.259994507,-9.89000034332,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_malu
144.070007324,-9.92000007629,NA,HumanObservation,NA,NA,1,OBIS,Heteractis_malu
125,-15.1,NA,PreservedSpecimen,NA,present,NA,OBIS,Heteractis_malu
145.850006104,-5.19000005722,NA,HumanObservation,NA,NA,4.5,OBIS,Heteractis_malu
122.230003357,-17.9699993134,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_malu
106.830001831,-6.07999992371,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_malu
145.8500061,-5.190000057,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,4.5,OBIS,Heteractis_malu
136.71667,-12.17667,2005-07-29,PreservedSpecimen,NA,present,NA,OBIS,Heteractis_malu
153.51667,-27.41667,2005-02-12,PreservedSpecimen,NA,present,NA,OBIS,Heteractis_malu
145.839996338,-5.17999982834,NA,HumanObservation,NA,NA,7,OBIS,Heteractis_malu
113.910003662,-25.8700008392,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_malu
126.5,25.5,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_malu
153.55,-27.4,2005-02-17,PreservedSpecimen,NA,present,NA,OBIS,Heteractis_malu
115.617,-32.262,1989-03-21T12:00:00Z,PreservedSpecimen,NA,present,11,OBIS,Heteractis_malu
149.8000031,-5.03000021,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,15,OBIS,Heteractis_malu
113.91,-25.87,NA,PreservedSpecimen,NA,present,NA,OBIS,Heteractis_malu
153.42,-27.36333,1988-02-25,PreservedSpecimen,NA,present,NA,OBIS,Heteractis_malu
109.400001526,12.8199996948,NA,HumanObservation,NA,NA,20,OBIS,Heteractis_malu
144.07,-9.92,NA,PreservedSpecimen,NA,present,NA,OBIS,Heteractis_malu
139.5,34.0800018311,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_malu
115.709999084,-32.2700004578,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_malu
115.61667,-32.26167,1989-03-21,PreservedSpecimen,NA,present,NA,OBIS,Heteractis_malu
113.616996765,-23.6329994202,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_malu
115.459999084,-20.8199996948,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_malu
125.3333333333,24.7833333333,1977-06-25,PreservedSpecimen,NA,NA,1,OBIS,Heteractis_malu
153.53333,-27.43333,2005-02-21,PreservedSpecimen,NA,present,NA,OBIS,Heteractis_malu
153.42,-27.363,1988-02-25T12:00:00Z,PreservedSpecimen,NA,present,2,OBIS,Heteractis_malu
145.679992676,-15.529999733,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_malu
128,26.0799999237,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_malu
124.4014,-15.5341,1990-07-13T14:00:00Z,PreservedSpecimen,NA,present,NA,OBIS,Heteractis_malu
144.0700073,-9.9200000760000009,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,1,OBIS,Heteractis_malu
142.2599945,-9.890000343,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_malu
153.47333,-27.125,2005-02-22,PreservedSpecimen,NA,present,NA,OBIS,Heteractis_malu
153.4199982,-27.36300087,1988-02-25,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,2,OBIS,Heteractis_malu
115.46,-20.82,NA,PreservedSpecimen,NA,present,NA,OBIS,Heteractis_malu
149.800003052,-5.03000020981,NA,HumanObservation,NA,NA,15,OBIS,Heteractis_malu
145.9,-16.7,2024-10-20T13:33:10Z,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Heteractis_malu
153.113834,-26.615866,2020-06-27T10:59Z,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Heteractis_malu
115.5,-33.5,2020-12-28T21:50:06Z,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Heteractis_malu
125.65,7.10418,2020-12-23T09:32Z,HUMAN_OBSERVATION,Diveboard - Scuba diving citizen science,PRESENT,6.1,GBIF,Heteractis_malu
145.45053,-14.647088,2013-03-09T12:00,OBSERVATION,NA,PRESENT,NA,GBIF,Heteractis_malu
153.516667,-27.416667,2005-02-12,PRESERVED_SPECIMEN,NA,PRESENT,NA,GBIF,Heteractis_malu
153.473333,-27.125,2005-02-22,PRESERVED_SPECIMEN,NA,PRESENT,NA,GBIF,Heteractis_malu
153.533333,-27.433333,2005-02-21,PRESERVED_SPECIMEN,NA,PRESENT,NA,GBIF,Heteractis_malu
