decimalLongitude,decimalLatitude,eventDate,basisOfRecord,datasetName,occurrenceStatus,depth,source,species
145.451,-14.6636,2017-07-29 23:07:00,HumanObservation,NA,present,NA,OBIS,Stichodactyla_mertensii
127.282997131,26.1800003052,NA,HumanObservation,NA,NA,3.9,OBIS,Stichodactyla_mertensii
101.239997864,10.8000001907,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
145.502,-14.4753,2012-01-07 00:01:00,HumanObservation,NA,present,NA,OBIS,Stichodactyla_mertensii
132.6999969,-5.699999809,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Stichodactyla_mertensii
128.1600037,-3.700000048,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Stichodactyla_mertensii
55.5200004578,-4.61999988556,NA,HumanObservation,NA,NA,4,OBIS,Stichodactyla_mertensii
144.75,13.470000267,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
106.830001831,-6.07999992371,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
53.3199996948,-5.42000007629,NA,HumanObservation,NA,NA,15,OBIS,Stichodactyla_mertensii
129.5,-3.09999990463,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
145.466,-14.6924,2007-11-01 00:11:00,PreservedSpecimen,NA,present,NA,OBIS,Stichodactyla_mertensii
145.438,-14.6814,2013-01-12 00:01:00,HumanObservation,NA,present,NA,OBIS,Stichodactyla_mertensii
104.155,2.825,2004,MachineObservation,Asia-Pacific Dataset,Present,NA,OBIS,Stichodactyla_mertensii
129.5,-3.0999999049999998,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Stichodactyla_mertensii
179.429992676,-17.8500003815,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
132.699996948,-5.69999980927,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
109.400001526,12.8199996948,NA,HumanObservation,NA,NA,4,OBIS,Stichodactyla_mertensii
145.470001221,-14.6700000763,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
128,-3,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
145.444,-14.686,2012-03-31 00:03:00,HumanObservation,NA,present,NA,OBIS,Stichodactyla_mertensii
145.44901,-14.683,2016-03-12 00:03:00,HumanObservation,NA,present,NA,OBIS,Stichodactyla_mertensii
162.240005493,11.6400003433,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
149.3899994,-20.78300095,1987-10-12,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,0,OBIS,Stichodactyla_mertensii
162.9799957,5.320000172,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Stichodactyla_mertensii
145.789993286,-5.23000001907,NA,HumanObservation,NA,NA,15,OBIS,Stichodactyla_mertensii
126.5,25.5,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
120.94763,13.6305,2014-05-04,PreservedSpecimen,NA,NA,NA,OBIS,Stichodactyla_mertensii
52.7299995422,-7.07999992371,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
55.2000007629,-3.70000004768,NA,HumanObservation,NA,NA,12,OBIS,Stichodactyla_mertensii
52.7200012207,-7,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
162.979995728,5.32000017166,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
179.4299927,-17.85000038,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Stichodactyla_mertensii
122.98484,-12.26233,1986-09-11T14:00:00Z,PreservedSpecimen,NA,present,NA,OBIS,Stichodactyla_mertensii
145.5,-14.57999992,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Stichodactyla_mertensii
125.6116,-8.2311,2025-02-26,PreservedSpecimen,NA,NA,NA,OBIS,Stichodactyla_mertensii
127.949996948,26.6499996185,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
73.0999984741,4,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
55.3699989319,-5.82000017166,NA,HumanObservation,NA,NA,12.5,OBIS,Stichodactyla_mertensii
103.199996948,4.09999990463,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
145.4700012,-14.67000008,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Stichodactyla_mertensii
149.39,-20.783,1987-10-12T12:00:00Z,PreservedSpecimen,NA,present,0,OBIS,Stichodactyla_mertensii
145.5,-14.5799999237,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
53.2999992371,-5.75,NA,HumanObservation,NA,NA,15,OBIS,Stichodactyla_mertensii
73.5055555556,4.1805555556,1964-11-05,PreservedSpecimen,NA,NA,2.44,OBIS,Stichodactyla_mertensii
128.160003662,-3.70000004768,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
149.39,-20.78333,1987-10-12,PreservedSpecimen,NA,present,NA,OBIS,Stichodactyla_mertensii
155.1999969,-6.099999905,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Stichodactyla_mertensii
155.199996948,-6.09999990463,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
78.8867,8.9532,2002/2011,HumanObservation,NA,present,NA,OBIS,Stichodactyla_mertensii
145.7899933,-5.230000019,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,15,OBIS,Stichodactyla_mertensii
145.5,-14.6300001144,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
145.5,-14.63000011,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Stichodactyla_mertensii
55.5,-4.65000009537,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
145.479,-14.6717,2013-04-20 23:04:00,HumanObservation,NA,present,NA,OBIS,Stichodactyla_mertensii
145.465,-14.6873,2014-01-11 00:01:00,HumanObservation,NA,present,NA,OBIS,Stichodactyla_mertensii
109.800003052,19.2000007629,NA,HumanObservation,NA,NA,NA,OBIS,Stichodactyla_mertensii
123.25668,9.177399,2025-04-15T12:43,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.276133,-20.916166,2025-05-02T19:46,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
116.032997,6.017985,2025-08-26T00:00,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
129.881716,-4.535274,2025-10-17T10:04,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
127.274861,26.130643,2025-11-03,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
103.746874,1.225765,2025-11-30T09:40,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
166.439316,-22.492068,2025-11-29T09:33,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
146.39471700000001,-17.70865,2025-11-08T12:47,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
178.340992,-7.971985,2024-04-07T15:36,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
73.491023,3.973657,2024-04-20,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
-176.216891,-13.380148,2024-04-01T23:23,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
115.576705,-8.251049,2024-05-16T08:10,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
-178.420187,-19.107567,2024-06-25T15:09,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
145.664453,-14.663678,2024-06-29T06:58,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
-178.369203,-19.110811000000002,2024-06-26T14:43,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
-178.067477,-14.311019,2024-07-21T15:52,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
179.761163,-16.746236,2024-07-05T12:06,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
72.999781,4.264309,2024-09-15T10:01,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
-178.158108,-14.296836,2024-11-23T10:13,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
72.981067,4.256797,2024-12-11T22:35,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
55.28422,-21.16965,2023-01-07,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
55.22477,-21.02551,2023-01-01,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
120.891242,13.686359,2023-02-21T18:15,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
120.89141,13.686703,2023-02-23T16:40,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.02417,-20.75938,2023-02-16,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
55.28437,-21.18418,2023-02-26,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
177.173435,-17.188385,2023-03-11T12:58,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
99.971257,9.786261,2023-03-12T19:05,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
55.2167,-21.06265,2023-03-18,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.02889,-20.75962,2023-03-12,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
123.273549,9.189653,2023-04-18T09:18,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
134.245663,7.271238,2023-04-30T16:55,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
166.259165,-22.206732,2023-05-28T10:12,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
55.78631,-21.12442,2023-05-05,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.27081,-20.91339,2023-05-05,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
103.768611,1.212222,2023-05-09T07:12,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.02897,-20.74855,2023-06-29,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.26381,-20.90201,2023-06-28,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
-179.804345,-16.77457,2023-07-08T11:54,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
55.2063,-21.05374,2023-07-21,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
119.809488,-8.397557,2023-08-04T03:47,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
119.80841,-8.568778,2023-08-10T07:18,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
43.547927,-23.150879,2023-09-10T00:58,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
103.746863,1.22577,2023-09-10T09:33,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
103.757944,1.211971,2023-09-02T07:11,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
145.450645,-14.663103,2023-10-25T14:38,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
170.841003,8.880654,2023-10-14T15:39,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
170.841896,8.87919,2023-10-13T15:06,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
166.589344,-22.548069,2023-11-26T11:14:03,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
168.252926,-17.704732,2023-11-25T09:15,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
149.192916,-16.932018,2023-11-03T09:44,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
35.790762,23.725068,2023-11-25T18:29,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
172.977406,1.734093,2023-12-16T16:40,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
178.497246,-18.712638,2023-12-26T10:10,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
145.833333,-16.05,2022-01-31T17:33,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
165.14962,-20.58231,2022-01-27,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
165.40609,-20.83505,2022-01-30,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
165.13315,-20.58231,2022-01-27,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
165.38017,-20.83649,2022-01-31,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
165.50785,-21.74608,2022-01-13,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
164.23999,-20.66601,2022-01-19,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
165.39089,-20.83705,2022-01-31,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
165.06259,-20.62489,2022-01-28,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
165.04182,-20.60191,2022-01-28,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
178.176353,-17.279112,2022-02-10T09:22,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
166.435,-22.312,2022-03-17T11:03,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
55.23827,-21.0179,2022-03-11,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
55.2838,-21.17982,2022-03-04,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.16315,-20.70631,2022-03-15,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
72.758744,3.729645,2022-04-04T15:01,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.34082,-20.93904,2022-04-02,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
55.22361,-21.02336,2022-04-22,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
119.933333,8.85,2022-05-30T16:02,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
164.672184,-21.076812,2022-05-07T10:41,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
179.391546,-16.818876,2022-06-20T12:06,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
179.352635,-17.280913,2022-06-30T14:15,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
119.339688,11.118186,2022-06-04T09:14,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
179.046833,-17.083863,2022-06-11T11:45,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
179.355881,-17.281388,2022-07-05T16:24,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
73.519659,4.225649,2022-07-31T16:56,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
130.741154,-0.439533,2022-07-06,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.34895,-20.93224,2022-07-14,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.33717,-20.939,2022-07-27,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
43.677377,-12.395051,2022-08-06T08:52,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
103.832857,1.2158,2022-08-12T05:36,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
123.366922,9.944673,2022-08-18T13:48,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
145.39,-14.39,2022-08-27T08:30,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.04745,-20.77817,2022-08-04,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
55.22802,-21.02247,2022-08-23,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
177.146947,-17.71951,2022-09-04T11:03,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
177.187979,-17.850085,2022-09-05T14:22,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
123.887528,-5.771697,2022-09-17T17:31,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.27739,-20.91578,2022-09-03,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.12688,-20.78595,2022-09-29,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.28256,-20.91494,2022-09-21,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
118.58847,2.30058,2022-09-22,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
120.907304,13.723551,2022-10-22T06:36,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
125.153382,1.743301,2022-10-29T15:36:48,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
125.144395,1.69134,2022-10-29T08:51:01,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
125.177341,1.770683,2022-10-31T11:34:31,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
123.505631,9.143752,2022-10-26T14:17,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
158.210568,-8.662184,2022-10-31T08:16,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.407603,-22.592943000000002,2022-11-27T09:43,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
119.4111,-17.345425,2022-11-27T14:29,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
124.025,10.3123,2022-12-08T10:31,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
177.168362,-17.777092,2022-12-23T15:48,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
166.4145,-22.342,2022-12-31T08:20,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.11206,-20.77599,2021-02-27,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
103.746947,1.225928,2021-04-03T19:10,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
164.252357,-20.677909,2021-05-04T08:13Z,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
165.177789,-20.606082,2021-05-11T12:48Z,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
146.488607,-17.838244,2021-06-23T14:06,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
166.435095,-22.312132,2021-06-05T10:56,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.39607,-22.51452,2021-06-10,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.39963,-22.51559,2021-06-09,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
-178.541089,-19.121007,2021-07-03T13:02,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
179.960889,-16.765819,2021-07-20T09:42,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.281433,-20.91491,2021-09-04T09:25,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.284861,-20.913897,2021-09-04T11:37,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.0302,-20.76067,2021-09-02,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
114.043344,-7.202401,2021-10-03T11:09Z,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.28369,-20.91409,2021-11-13,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
72.91008,3.57236,2021-11-09,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
73.3279,2.32743,2021-11-15,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
165.46429,-21.687399,2021-12-24T11:17Z,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
166.43318,-22.31183,2021-12-28,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
118.948945,4.576259,2020-01-12T10:59,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
123.834343,9.58289,2020-01-05T10:33,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
39.287821,-6.389561,2020-01-04T10:36,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
134.219772,7.316392,2020-03-18T09:45,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
134.237148,7.102214,2020-03-16T11:49,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
134.222056,7.137445,2020-03-15T10:51,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
114.13474,-21.786045,2020-06-04T10:57,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
164.118409,-20.601979,2020-11-30T11:58,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
166.305265,-21.642982,2020-11-13T18:00Z,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
99.317763,6.513158,2020-12-11T11:31,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
99.258462,6.5578,2020-12-09T11:21,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
165.513914,-21.762083,2020-12-16T09:52,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
130.731097,-0.511727,2019-01-09T14:00:57,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
69.07,22.48,2019-01-31,PRESERVED_SPECIMEN,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
69.07445,22.475555,2019-01-31,MATERIAL_SAMPLE,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
167.41967,-22.65487,2019-03-15,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Stichodactyla_mertensii
145.766194,-15.385861,2019-06-28T17:34,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
145.663611,-14.664167,2019-06-30T07:53,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
178.400013,-19.045655,2019-06-29T10:29,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Stichodactyla_mertensii
