scientificName,decimalLongitude,decimalLatitude,date_year,month,day,eventDate,dataset_id,bathymetry,occurrenceStatus,sst,source
"Heteractis malu (Haddon & Shackleton, 1893)",153.113834,-26.615866,2020,6,27,2020-06-27T10:59Z,e3ce628e-9683-4af7-b7a9-47eef785d3bb,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",115.5,-33.5,2020,12,28,2020-12-28T21:50:06Z,e3ce628e-9683-4af7-b7a9-47eef785d3bb,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",125.65,7.10418,2020,12,23,2020-12-23T09:32Z,66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",121.04399,13.56038,2015,4,24,2015-04-24,44bcde48-ac71-46f2-bf73-24fc3c008b6c,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",41.3852,16.9789,2014,10,24,2014-10-24,85b1cfb6-f762-11e1-a439-00145eb45e9a,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",42.0688,17.1086,2014,10,22,2014-10-22,85b1cfb6-f762-11e1-a439-00145eb45e9a,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",145.45053,-14.647088,2013,3,9,2013-03-09T12:00,c6ca96bc-7cf5-4fe7-ac44-d01e06394ef3,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",153.516667,-27.416667,2005,2,12,2005-02-12,a79c2b50-6c8a-11de-8226-b8a03c50a862,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",153.55,-27.4,2005,2,17,2005-02-17,a79c2b50-6c8a-11de-8226-b8a03c50a862,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",153.473333,-27.125,2005,2,22,2005-02-22,a79c2b50-6c8a-11de-8226-b8a03c50a862,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",153.516667,-27.416667,2005,2,18,2005-02-18,a79c2b50-6c8a-11de-8226-b8a03c50a862,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",153.533333,-27.433333,2005,2,21,2005-02-21,a79c2b50-6c8a-11de-8226-b8a03c50a862,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",153.516667,-27.416667,2005,2,18,2005-02-18,a79c2b50-6c8a-11de-8226-b8a03c50a862,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",136.716667,-12.176667,2005,7,29,2005-07-29,a79c2b50-6c8a-11de-8226-b8a03c50a862,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",136.716667,-12.176667,2005,7,29,2005-07-29,a79c2b50-6c8a-11de-8226-b8a03c50a862,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",153.526667,-27.405,2005,12,14,2005-12-14,a79c2b50-6c8a-11de-8226-b8a03c50a862,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",153.526667,-27.405,2005,12,14,2005-12-14,a79c2b50-6c8a-11de-8226-b8a03c50a862,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",153.526667,-27.405,2005,12,14,2005-12-14,a79c2b50-6c8a-11de-8226-b8a03c50a862,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",153.526667,-27.405,2005,12,14,2005-12-14,a79c2b50-6c8a-11de-8226-b8a03c50a862,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",153.526667,-27.405,2005,12,14,2005-12-14,a79c2b50-6c8a-11de-8226-b8a03c50a862,NA,NA,NA,gbif.org
"Heteractis malu (Haddon & Shackleton, 1893)",153.526667,-27.405,2005,12,14,2005-12-14,a79c2b50-6c8a-11de-8226-b8a03c50a862,NA,NA,NA,gbif.org
