scientificName,decimalLongitude,decimalLatitude,date_year,month,day,eventDate,dataset_id,bathymetry,occurrenceStatus,sst,source
"Cryptodendrum adhaesivum (Klunzinger, 1877)",99.258837,7.306356,2024,1,24,2024-01-24,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",124.769058,0.88033,2024,2,18,2024-02-18T12:17,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",39.287305,-5.802283,2024,2,29,2024-02-29T11:51:26,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",-162.108441,5.863996,2024,3,5,2024-03-05T10:01,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",125.133216,1.749564,2024,3,29,2024-03-29T08:52,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",115.568507,-8.509974,2024,4,25,2024-04-25T18:08,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",122.245757,12.565298,2024,8,26,2024-08-26T11:45,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",166.436466,-22.300624,2024,9,16,2024-09-16T08:17,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",99.258194,7.305193,2023,1,9,2023-01-09T13:23:41,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",177.569165,-16.70915,2023,1,29,2023-01-29T11:44,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",177.567421,-16.707742,2023,1,29,2023-01-29T12:21,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",145.600313,14.9887,2023,1,6,2023-01-06T16:40,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",34.79782,25.24526,2023,2,28,2023-02-28,25e3e8f1-86ee-440c-adfc-8e63759a6505,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",167.42472,-22.65639,2023,2,22,2023-02-22,8e9974a4-12e2-475f-9aec-5abdf24a1f50,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",118.86434,4.595825,2023,3,17,2023-03-17T17:13,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",119.805961,8.8088,2023,3,20,2023-03-20T10:13,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",34.418205,25.868785,2023,3,28,2023-03-28,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",166.40359,-22.47259,2023,3,23,2023-03-23,8e9974a4-12e2-475f-9aec-5abdf24a1f50,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",166.25389,-22.36944,2023,3,21,2023-03-21,8e9974a4-12e2-475f-9aec-5abdf24a1f50,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",55.23816,-21.01832,2023,3,25,2023-03-25,8e9974a4-12e2-475f-9aec-5abdf24a1f50,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",55.23816,-21.01832,2023,3,25,2023-03-25,8e9974a4-12e2-475f-9aec-5abdf24a1f50,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",166.44771,-22.32073,2023,3,27,2023-03-27,8e9974a4-12e2-475f-9aec-5abdf24a1f50,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",123.3685,9.98248,2023,3,19,2023-03-19,8e9974a4-12e2-475f-9aec-5abdf24a1f50,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",123.963853,10.299046,2023,4,10,2023-04-10T10:46,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",163.972091,-19.656352,2023,5,1,2023-05-01T10:43,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",167.40697,-21.10642,2023,6,29,2023-06-29,25e3e8f1-86ee-440c-adfc-8e63759a6505,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",167.02897,-20.74855,2023,6,29,2023-06-29,25e3e8f1-86ee-440c-adfc-8e63759a6505,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",123.272631,9.192246,2023,7,27,2023-07-27T11:25,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",39.564599,-6.31123,2023,7,16,2023-07-16T01:05,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",114.205622,-22.034693999999998,2023,9,17,2023-09-17T16:42,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",105.654142,-10.441629,2023,10,10,2023-10-10T14:35,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",130.725778,-0.49984,2023,10,25,2023-10-25T09:37:13,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",114.656394,-8.142733,2023,11,14,2023-11-14T16:31:04,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",123.683778,9.513497,2023,11,16,2023-11-16T12:21:22,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",168.279916,-17.751556,2023,11,25,2023-11-25T11:18,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",34.739456,25.339837,2023,12,2,2023-12-02T14:12,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",164.018029,-19.747227,2023,12,2,2023-12-02T08:02,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",72.70934,3.879382,2023,12,19,2023-12-19T09:06,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",72.780244,3.617845,2023,12,26,2023-12-26T09:51,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",34.413643,25.903433,2023,12,1,2023-12-01T22:01,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",115.660706,-8.337879,2023,12,23,2023-12-23T10:06:44,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",115.593037,-8.274202,2023,12,28,2023-12-28T13:24:28,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",39.825472,-7.942666,2022,1,15,2022-01-15T11:23Z,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",167.406833,-22.515391,2022,1,16,2022-01-16T10:34,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",99.25989,7.306511,2022,1,31,2022-01-31T12:57:05,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",99.270663,6.523402,2022,1,18,2022-01-18T09:51,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",99.334327,6.485774,2022,1,19,2022-01-19T11:08,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",99.301118,6.48592,2022,1,19,2022-01-19T17:23,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",99.301118,6.48592,2022,1,19,2022-01-19T17:49,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",164.23999,-20.66601,2022,1,19,2022-01-19,25e3e8f1-86ee-440c-adfc-8e63759a6505,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",118.86434,4.595825,2022,2,23,2022-02-23T12:54,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",33.908502,26.9974,2022,4,14,2022-04-14T13:42,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",55.23827,-21.0179,2022,4,14,2022-04-14,25e3e8f1-86ee-440c-adfc-8e63759a6505,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",119.805961,8.803522,2022,5,29,2022-05-29T13:56,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",33.917,27.3331,2022,5,24,2022-05-24,8e9974a4-12e2-475f-9aec-5abdf24a1f50,NA,NA,NA,gbif.org
"Cryptodendrum adhaesivum (Klunzinger, 1877)",33.9088,27.3528,2022,5,24,2022-05-24,8e9974a4-12e2-475f-9aec-5abdf24a1f50,NA,NA,NA,gbif.org
