scientificName,decimalLongitude,decimalLatitude,date_year,month,day,eventDate,dataset_id,bathymetry,occurrenceStatus,sst,source
"Entacmaea quadricolor (Leuckart, 1828)",145.61348,-14.875778,2012,1,4,2012-01-04T10:30,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Entacmaea quadricolor (Leuckart, 1828)",145.683174,-15.002163,2011,12,31,2011-12-31T13:15,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Entacmaea quadricolor (Leuckart, 1828)",58.48965,20.3987,2005,1,18,2005-01-18,85b1cfb6-f762-11e1-a439-00145eb45e9a,NA,NA,NA,gbif.org
"Entacmaea quadricolor (Leuckart, 1828)",123.391893,9.427979,2013,10,12,2013-10-12,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Entacmaea quadricolor (Leuckart, 1828)",179.06613,-17.114855,2013,10,7,2013-10-07T11:02:38,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Entacmaea quadricolor (Leuckart, 1828)",98.677222,7.661389,1964,12,5,1964-12-05,44bcde48-ac71-46f2-bf73-24fc3c008b6c,NA,NA,NA,gbif.org
"Entacmaea quadricolor (Leuckart, 1828)",98.676944,7.668611,1964,12,2,1964-12-02,44bcde48-ac71-46f2-bf73-24fc3c008b6c,NA,NA,NA,gbif.org
"Entacmaea quadricolor (Leuckart, 1828)",73.525833,4.19,1964,11,7,1964-11-07,44bcde48-ac71-46f2-bf73-24fc3c008b6c,NA,NA,NA,gbif.org
"Entacmaea quadricolor (Leuckart, 1828)",98.676667,7.667778,1964,12,2,1964-12-02,44bcde48-ac71-46f2-bf73-24fc3c008b6c,NA,NA,NA,gbif.org
"Entacmaea quadricolor (Leuckart, 1828)",98.676944,7.668611,1964,12,NA,1964-12-02/1964-12-03,44bcde48-ac71-46f2-bf73-24fc3c008b6c,NA,NA,NA,gbif.org
"Entacmaea quadricolor (Leuckart, 1828)",-172.7,-14.325,1963,8,19,1963-08-19,44bcde48-ac71-46f2-bf73-24fc3c008b6c,NA,NA,NA,gbif.org
"Entacmaea quadricolor (Leuckart, 1828)",134.25,-6.05,1977,10,21,1977-10-21,44bcde48-ac71-46f2-bf73-24fc3c008b6c,NA,NA,NA,gbif.org
"Entacmaea quadricolor (Leuckart, 1828)",132.366667,-5.516667,1977,10,22,1977-10-22,44bcde48-ac71-46f2-bf73-24fc3c008b6c,NA,NA,NA,gbif.org
"Entacmaea quadricolor (Leuckart, 1828)",129.866667,-4.516667,1975,1,29,1975-01-29,44bcde48-ac71-46f2-bf73-24fc3c008b6c,NA,NA,NA,gbif.org
