scientificName,decimalLongitude,decimalLatitude,date_year,month,day,eventDate,dataset_id,bathymetry,occurrenceStatus,sst,source
Stichodactyla haddoni,159.0459,-31.52069,2022,NA,NA,2022-12-12,9a432a37-d1ec-4f9e-99ed-02168af5c7ee,-9,present,21.58,obis.org
Stichodactyla haddoni,57.79168,23.78195,2022,NA,NA,2022-01-31,c5687a17-e454-40f9-9a4b-d04b2c812d74,3,NA,28.28,obis.org
Stichodactyla haddoni,46.2066688538,-9.3983297348,1967,8,25,1967-08-25T12:00:00Z,89e23fc8-3f61-4480-9de3-358fe6eefe0b,-4,NA,27.13,obis.org
Stichodactyla haddoni,48.3333282471,-13.2749996185,1964,2,1,1964-02-01T12:00:00Z,89e23fc8-3f61-4480-9de3-358fe6eefe0b,-1,NA,28.13,obis.org
Stichodactyla haddoni,153.4669952,-26.96199989,1988,2,24,1988-02-24,6c813a6c-86f7-4d45-beb5-33eebd8de938,17.68,present,23.42,obis.org
Stichodactyla haddoni,122.975,-12.225,1986,NA,NA,1986-07-29 23:07:00,e00e2de4-7e7a-4fae-a1da-d3b49aefbf08,8,present,28.64,obis.org
Stichodactyla haddoni,153.46667,-26.96166,1988,NA,NA,1988-02-24,6078be2d-e1af-47b3-bd70-3956dd95f664,17.48,present,23.42,obis.org
Stichodactyla haddoni,128.0703514,26.534194,2008,NA,NA,2008-07-20,61a0fac8-6bba-4c30-986b-248bc12da62c,9,Present,24.95,obis.org
Stichodactyla haddoni,120.96561,13.62801,2014,5,4,2014-05-04,aa16d305-d413-4c4a-90be-b1ec3298d58d,47,NA,28.22,obis.org
Stichodactyla haddoni,48.3375015259,-13.5500001907,1963,12,30,1963-12-30T12:00:00Z,89e23fc8-3f61-4480-9de3-358fe6eefe0b,-171,NA,28.19,obis.org
Stichodactyla haddoni,158.3333333333,-27.6666666667,1964,10,30,1964-10-30,aa16d305-d413-4c4a-90be-b1ec3298d58d,2783.83,NA,22.86,obis.org
Stichodactyla haddoni,56.351,25.6031,2012,9,29,2012-09-29T12:46:00,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,137,present,28.36,obis.org
