scientificName,decimalLongitude,decimalLatitude,date_year,month,day,eventDate,dataset_id,bathymetry,occurrenceStatus,sst,source
"Radianthus crispa (Hemprich & Ehrenberg, 1834)",178.065032,-17.713371,2012,3,5,2012-03-05T11:09:03,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Heteractis crispa (Hemprich & Ehrenberg, 1834)",-159.779,-21.2058,2013,6,7,2013-06-07T09:09Z,66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2,NA,NA,NA,gbif.org
"Heteractis crispa (Hemprich & Ehrenberg, 1834)",98.3307,7.98431,2009,9,25,2009-09-25T10:25Z,66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2,NA,NA,NA,gbif.org
"Heteractis crispa (Hemprich & Ehrenberg, 1834)",12.6368,55.9165,2012,3,22,2012-03-22T19:08Z,66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2,NA,NA,NA,gbif.org
"Heteractis crispa (Hemprich & Ehrenberg, 1834)",99.8553,10.1014,2012,7,30,2012-07-30T09:00Z,66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2,NA,NA,NA,gbif.org
"Radianthus kuekenthali Kwietniewski, 1896",95,10,NA,NA,NA,,8598edb6-f762-11e1-a439-00145eb45e9a,NA,NA,NA,gbif.org
"Radianthus crispa (Hemprich & Ehrenberg, 1834)",129.88413,-4.5056,2024,10,10,2024-10-10T16:19,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus crispa (Hemprich & Ehrenberg, 1834)",-158.145004,-19.98986,2014,5,1,2014-05-01T14:51,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus crispa (Hemprich & Ehrenberg, 1834)",166.481665,-22.284934,2023,8,20,2023-08-20T11:04,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus crispa (Hemprich & Ehrenberg, 1834)",121.880268,11.865186,2025,1,11,2025-01-11T17:24:27,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus crispa (Hemprich & Ehrenberg, 1834)",125.197651,1.432534,2023,11,2,2023-11-02T17:54,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus crispa (Hemprich & Ehrenberg, 1834)",166.436408,-22.301087,2024,12,29,2024-12-29T11:01,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus crispa (Hemprich & Ehrenberg, 1834)",166.436541,-22.300978,2024,11,30,2024-11-30T09:49,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus crispa (Hemprich & Ehrenberg, 1834)",166.436006,-22.30023,2024,11,30,2024-11-30T10:18,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus crispa (Hemprich & Ehrenberg, 1834)",166.436006,-22.30023,2024,11,28,2024-11-28T09:51,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus crispa (Hemprich & Ehrenberg, 1834)",166.436006,-22.30023,2024,11,8,2024-11-08T10:19,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus crispa (Hemprich & Ehrenberg, 1834)",34.920662,29.505201,2018,9,29,2018-09-29T10:58,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus crispa (Hemprich & Ehrenberg, 1834)",118.62975,4.105069,2019,12,24,2019-12-24T00:34,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus crispa (Hemprich & Ehrenberg, 1834)",115.853144,-8.721525,2024,9,8,2024-09-08T10:13,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus crispa (Hemprich & Ehrenberg, 1834)",166.465029,-22.477227,2024,4,30,2024-04-30T01:18,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
