scientificName,decimalLongitude,decimalLatitude,date_year,month,day,eventDate,dataset_id,bathymetry,occurrenceStatus,sst,source
Radianthus malu,-170.831893921,-14.3280801773,2004,2,25,2004-02-25T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,-16,NA,28.71,obis.org
Radianthus malu,136.71667,-12.17667,2005,NA,NA,2005-07-29,6078be2d-e1af-47b3-bd70-3956dd95f664,1,present,27.73,obis.org
Radianthus malu,-178.324737549,28.382516861,2004,10,6,2004-10-06T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,26,NA,23.89,obis.org
Radianthus malu,-178.378433228,28.4167671204,2003,8,3,2003-08-03T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,18,NA,23.86,obis.org
Radianthus malu,-170.7502441,-14.36023998,2004,2,24,2004-02-24,6c813a6c-86f7-4d45-beb5-33eebd8de938,163,present,28.69,obis.org
Radianthus malu,-178.324737549,28.382516861,2004,10,6,2004-10-06T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,26,NA,23.89,obis.org
Radianthus malu,-178.324737549,28.382516861,2004,10,6,2004-10-06T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,26,NA,23.89,obis.org
Radianthus malu,-178.378433228,28.4167671204,2003,8,3,2003-08-03T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,18,NA,23.86,obis.org
Radianthus malu,-178.324737549,28.382516861,2004,10,6,2004-10-06T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,26,NA,23.89,obis.org
Radianthus malu,-166.232025146,23.7906150818,2008,10,7,2008-10-07T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,14,NA,25.4,obis.org
Radianthus malu,-170.52520752,25.3341827393,2003,7,20,2003-07-20T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,14,NA,25.19,obis.org
Radianthus malu,153.42,-27.363,1988,2,NA,1988-02-25T12:00:00Z,987a35d0-a3f3-4050-b8c4-de99b01d8eb6,1.3,present,23.28,obis.org
Radianthus malu,136.71667,-12.17667,2005,NA,NA,2005-07-29,6078be2d-e1af-47b3-bd70-3956dd95f664,1,present,27.73,obis.org
Radianthus malu,-178.378433228,28.4167671204,2003,8,3,2003-08-03T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,18,NA,23.86,obis.org
Radianthus malu,-166.232025146,23.7906150818,2008,10,7,2008-10-07T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,14,NA,25.4,obis.org
Radianthus malu,-170.502120972,25.340549469,2003,7,20,2003-07-20T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,13,NA,25.19,obis.org
Radianthus malu,-178.324737549,28.382516861,2004,10,6,2004-10-06T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,26,NA,23.89,obis.org
Radianthus malu,-170.831893921,-14.3280801773,2004,2,25,2004-02-25T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,-16,NA,28.71,obis.org
Radianthus malu,-166.232025146,23.7906150818,2008,10,7,2008-10-07T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,14,NA,25.4,obis.org
Radianthus malu,-178.324737549,28.382516861,2004,10,6,2004-10-06T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,26,NA,23.89,obis.org
Radianthus malu,-178.324737549,28.382516861,2004,10,6,2004-10-06T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,26,NA,23.89,obis.org
Radianthus malu,-178.324737549,28.382516861,2004,10,6,2004-10-06T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,26,NA,23.89,obis.org
Radianthus malu,-178.378433228,28.4167671204,2003,8,3,2003-08-03T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,18,NA,23.86,obis.org
Radianthus malu,-166.232025146,23.7906150818,2008,10,7,2008-10-07T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,14,NA,25.4,obis.org
Radianthus malu,-178.324737549,28.382516861,2004,10,6,2004-10-06T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,26,NA,23.89,obis.org
