scientificName,decimalLongitude,decimalLatitude,date_year,month,day,eventDate,dataset_id,occurrenceStatus,depth,source
Entacmaea quadricolor,128.2,-3.7166666667,1975,1,27,1975-01-27,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,4,obis.org
Entacmaea quadricolor,157.0064585,-8.1907415,2006,8,11,2006-08-11,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,126.2773306,33.17315,2012,NA,NA,2012-10-10,22084d80-20d1-40d6-9354-c6dd59f303f8,NA,NA,obis.org
Entacmaea quadricolor,130.883,-12.4983,1988,NA,NA,1988-07-24 23:07:00,e00e2de4-7e7a-4fae-a1da-d3b49aefbf08,present,NA,obis.org
Entacmaea quadricolor,125.3333333333,24.7833333333,1977,6,26,1977-06-26,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,NA,obis.org
Entacmaea quadricolor,123.6928,-15.94361,1989,NA,NA,1989-10-16T14:00:00Z,0a6c216b-0abe-44d2-a45c-43d9611e2a03,present,NA,obis.org
Entacmaea quadricolor,-170.7286377,-14.35114956,2004,2,23,2004-02-23,6c813a6c-86f7-4d45-beb5-33eebd8de938,present,13.5,obis.org
Entacmaea quadricolor,145.446,-14.6751,2018,NA,NA,2018-03-31 00:03:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Entacmaea quadricolor,132.7194444444,-5.5972222222,1977,10,24,1977-10-24,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,1.5,obis.org
Entacmaea quadricolor,-170.6928864,-14.3113699,2004,2,23,2004-02-23,6c813a6c-86f7-4d45-beb5-33eebd8de938,present,13.5,obis.org
Entacmaea quadricolor,139.5,34.0833333333,1977,6,18,1977-06-18,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,NA,obis.org
Entacmaea quadricolor,157.0197415,-8.148908,2006,8,11,2006-08-11,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,158.021033,-8.513317,2006,8,25,2006-08-25,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,132.7219444444,-5.5972222222,1977,10,24,1977-10-24,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,1.5,obis.org
Entacmaea quadricolor,-159.733167,-21.269033,2007,10,19,2007-10-19,6209df6a-7dc0-467b-8f56-38e7dd074e3d,present,NA,obis.org
Entacmaea quadricolor,145.466,-14.6924,2007,NA,NA,2007-11-01 00:11:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Entacmaea quadricolor,151.266,-23.533,1974,NA,NA,1974-08-17,517ac935-af0f-4358-88fb-7093015182af,present,NA,obis.org
Entacmaea quadricolor,157.03785,-8.169933,2006,8,12,2006-08-12,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,134.25,-6.05,1977,10,21,1977-10-21,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,NA,obis.org
Entacmaea quadricolor,121,13.42999,1975,NA,NA,1975-12-15,517ac935-af0f-4358-88fb-7093015182af,present,NA,obis.org
Entacmaea quadricolor,128.2,-3.7166666667,1975,1,27,1975-01-27,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,2,obis.org
Entacmaea quadricolor,-170.728637695,-14.351149559,2004,2,23,2004-02-23T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13.5,obis.org
Entacmaea quadricolor,157.006225,-8.196475,2006,8,11,2006-08-11,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,157.037425,-8.1432,2006,8,11,2006-08-11,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,98.6766666667,7.6677777778,1964,12,2,1964-12-02,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,NA,obis.org
Entacmaea quadricolor,123.3,-16.3,1989,NA,NA,1989-10-17T14:00:00Z,0a6c216b-0abe-44d2-a45c-43d9611e2a03,present,NA,obis.org
Entacmaea quadricolor,122.1333,-16.85,1987,NA,NA,1987-05-22T14:00:00Z,0a6c216b-0abe-44d2-a45c-43d9611e2a03,present,NA,obis.org
Entacmaea quadricolor,132.9833333333,-5.65,1977,10,22,1977-10-22,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,2,obis.org
Entacmaea quadricolor,78.8867,8.9532,2006,NA,NA,2002/2011,1820a42f-39b2-45e5-a935-6edcb6891eec,present,NA,obis.org
Entacmaea quadricolor,132.3666666667,-5.5166666667,1977,10,22,1977-10-22,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,3,obis.org
Entacmaea quadricolor,126.2773306,33.17315,2012,NA,NA,2012-10-10,22084d80-20d1-40d6-9354-c6dd59f303f8,NA,NA,obis.org
Entacmaea quadricolor,157.994067,-8.497533,2006,8,25,2006-08-25,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,145.453,-14.6601,2011,NA,NA,2011-05-14 23:05:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Entacmaea quadricolor,-170.692886353,-14.3113698959,2004,2,23,2004-02-23T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13.5,obis.org
Entacmaea quadricolor,106.55,-5.6,1977,11,11,1977-11-11,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,NA,obis.org
Entacmaea quadricolor,-170.7286377,-14.35114956,2004,2,23,2004-02-23,6c813a6c-86f7-4d45-beb5-33eebd8de938,present,13.5,obis.org
Entacmaea quadricolor,125.3333333333,24.7833333333,1977,6,26,1977-06-26,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,NA,obis.org
Entacmaea quadricolor,131.4166666667,-3.9833333333,1975,1,25,1975-01-25,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,3,obis.org
Entacmaea quadricolor,160.0634,-8.95275,2006,6,16,2006-06-16,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,157.001775,-8.163108,2006,8,11,2006-08-11,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,157.027517,-8.1850915,2006,8,11,2006-08-11,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,-170.6928864,-14.3113699,2004,2,23,2004-02-23,6c813a6c-86f7-4d45-beb5-33eebd8de938,present,13.5,obis.org
Entacmaea quadricolor,145.465,-14.6876,2016,NA,NA,2016-06-04 23:06:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Entacmaea quadricolor,145.446,-14.6749,2018,NA,NA,2018-03-31 00:03:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Entacmaea quadricolor,145.64999,-14.6589,2014,NA,NA,2014-12-06 00:12:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Entacmaea quadricolor,157.024775,-8.184367,2006,8,11,2006-08-11,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,147.1666666667,-9.5,1974,11,7,1974-11-07,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,1.5,obis.org
Entacmaea quadricolor,123.4667,-16.1666,1991,NA,NA,1991-08-24T14:00:00Z,0a6c216b-0abe-44d2-a45c-43d9611e2a03,present,NA,obis.org
Entacmaea quadricolor,-170.692886353,-14.3113698959,2004,2,23,2004-02-23T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13.5,obis.org
Entacmaea quadricolor,-170.728637695,-14.351149559,2004,2,23,2004-02-23T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13.5,obis.org
Entacmaea quadricolor,157.03025,-8.1856415,2006,8,11,2006-08-11,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,145.507,-14.7422,2011,NA,NA,2011-12-28 00:12:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Entacmaea quadricolor,126.6220667,33.239,2015,NA,NA,2015-06-16,22084d80-20d1-40d6-9354-c6dd59f303f8,NA,NA,obis.org
Entacmaea quadricolor,139.5,34.0833333333,1977,7,16,1977-07-16,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,NA,obis.org
Entacmaea quadricolor,156.9575,-8.1555,2006,8,11,2006-08-11,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,126.5631,33.22750556,2009,NA,NA,2009-02-03,22084d80-20d1-40d6-9354-c6dd59f303f8,NA,NA,obis.org
Entacmaea quadricolor,57.95213,23.84814,2020,NA,NA,2020-01-25,c5687a17-e454-40f9-9a4b-d04b2c812d74,NA,NA,obis.org
Entacmaea quadricolor,157.05195,-8.144717,2006,8,12,2006-08-12,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,-170.728637695,-14.351149559,2004,2,23,2004-02-23T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13.5,obis.org
Entacmaea quadricolor,-170.692886353,-14.3113698959,2004,2,23,2004-02-23T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13.5,obis.org
Entacmaea quadricolor,122.1167,-16.85,1982,NA,NA,1982-07-27T14:00:00Z,0a6c216b-0abe-44d2-a45c-43d9611e2a03,present,NA,obis.org
Entacmaea quadricolor,136.71667,-12.17667,2005,NA,NA,2005-07-29,6078be2d-e1af-47b3-bd70-3956dd95f664,present,NA,obis.org
Entacmaea quadricolor,129.8666666667,-4.5166666667,1977,10,29,1977-10-29,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,4,obis.org
Entacmaea quadricolor,127.85,26.5,1977,7,2,1977-07-02,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,2,obis.org
Entacmaea quadricolor,-172.7,-14.325,1963,8,19,1963-08-19,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,NA,obis.org
Entacmaea quadricolor,151.8281666667,7.4828333333,1993,1,3,1993-01-03,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,1,obis.org
Entacmaea quadricolor,157.037425,-8.1432,2006,8,11,2006-08-11,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,50.6141666667,26.225,1994,10,22,1994-10-22,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,3,obis.org
Entacmaea quadricolor,145.459,-14.6477,2018,NA,NA,2018-11-08 00:11:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Entacmaea quadricolor,171.086533,7.194325,2007,NA,NA,2007-09-10,a9b5a5e3-6be6-4019-95e3-87a124e0a949,present,NA,obis.org
Entacmaea quadricolor,145.627,-14.6195,2012,NA,NA,2012-01-28 00:01:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Entacmaea quadricolor,145.444,-14.6874,2016,NA,NA,2016-07-16 23:07:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Entacmaea quadricolor,134.5149,7.32075,2007,NA,NA,2007-04-09,564d447c-4974-4938-b88c-a17a65603d8f,present,NA,obis.org
Entacmaea quadricolor,157.001775,-8.163108,2006,8,11,2006-08-11,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,157.018417,-8.183475,2006,8,11,2006-08-11,7cab72d0-12e0-46ac-823a-786cdb3ade40,present,NA,obis.org
Entacmaea quadricolor,-170.7286377,-14.35114956,2004,2,23,2004-02-23,6c813a6c-86f7-4d45-beb5-33eebd8de938,present,13.5,obis.org
Entacmaea quadricolor,104.155,2.825,2004,NA,NA,2004,04e3fd32-b08b-4806-a016-d2dff52ae55a,present,NA,obis.org
Entacmaea quadricolor,139.5,34.0833333333,1977,6,14,1977-06-14,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,NA,obis.org
Entacmaea quadricolor,134.470717,7.476717,2007,NA,NA,2007-04-04,564d447c-4974-4938-b88c-a17a65603d8f,present,NA,obis.org
Entacmaea quadricolor,126.5634472,33.22802222,2009,NA,NA,2009-04-15,22084d80-20d1-40d6-9354-c6dd59f303f8,NA,NA,obis.org
Entacmaea quadricolor,123.3,-16.3,1989,NA,NA,1989-10-17T14:00:00Z,0a6c216b-0abe-44d2-a45c-43d9611e2a03,present,NA,obis.org
Entacmaea quadricolor,145.459,-14.6477,2018,NA,NA,2018-11-08 00:11:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Entacmaea quadricolor,58.50173,23.68237,2020,NA,NA,2020-01-30,c5687a17-e454-40f9-9a4b-d04b2c812d74,NA,NA,obis.org
