scientificName,decimalLongitude,decimalLatitude,date_year,month,day,eventDate,dataset_id,bathymetry,occurrenceStatus,sst,source
"Stichodactyla mertensii Brandt, 1835",178.340992,-7.971985,2024,4,7,2024-04-07T15:36,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",73.491023,3.973657,2024,4,20,2024-04-20,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",-176.216891,-13.380148,2024,4,1,2024-04-01T23:23,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",115.576705,-8.251049,2024,5,16,2024-05-16T08:10,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",-178.420187,-19.107567,2024,6,25,2024-06-25T15:09,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",145.664453,-14.663678,2024,6,29,2024-06-29T06:58,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",-178.067477,-14.311019,2024,7,21,2024-07-21T15:52,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",72.999781,4.264309,2024,9,15,2024-09-15T10:01,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",-178.158108,-14.296836,2024,11,23,2024-11-23T10:13,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",72.981067,4.256797,2024,12,11,2024-12-11T22:35,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",55.22477,-21.02551,2023,1,1,2023-01-01,25e3e8f1-86ee-440c-adfc-8e63759a6505,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",55.28422,-21.16965,2023,1,7,2023-01-07,25e3e8f1-86ee-440c-adfc-8e63759a6505,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",120.891242,13.686359,2023,2,21,2023-02-21T18:15,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",120.89141,13.686703,2023,2,23,2023-02-23T16:40,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",167.02417,-20.75938,2023,2,16,2023-02-16,25e3e8f1-86ee-440c-adfc-8e63759a6505,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",55.28437,-21.18418,2023,2,26,2023-02-26,25e3e8f1-86ee-440c-adfc-8e63759a6505,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",99.971257,9.786261,2023,3,12,2023-03-12T19:05,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",177.173435,-17.188385,2023,3,11,2023-03-11T12:58,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Stichodactyla mertensii Brandt, 1835",55.2167,-21.06265,2023,3,18,2023-03-18,25e3e8f1-86ee-440c-adfc-8e63759a6505,NA,NA,NA,gbif.org
