scientificName,decimalLongitude,decimalLatitude,date_year,month,day,eventDate,dataset_id,bathymetry,occurrenceStatus,sst,source
"Radianthus magnifica (Quoy & Gaimard, 1833)",115.188916,-8.409518,2023,8,24,2023-08-24T12:58,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",130.29663,-0.590753,2022,12,7,2022-12-07T12:23,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",102.734436,5.905776,2023,7,8,2023-07-08T13:34,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",98.022814,9.364216,2020,3,6,2020-03-06T01:16,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",103.860325,1.224574,2024,8,20,2024-08-20T05:53,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",146.561689,-18.056282,2024,6,1,2024-06-01T21:13,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",134.245051,7.285858,2024,2,22,2024-02-22T13:33,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",103.861119,1.223243,2023,9,1,2023-09-01T07:06:51,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",35.833333,24.95,2024,8,26,2024-08-26T14:43,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",99.84618,10.104701,2024,7,24,2024-07-24T12:00,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",130.41739,-2.20539,2024,3,14,2024-03-14T15:53,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",103.85,1.216667,2024,6,24,2024-06-24T06:52,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",116.03066,-8.338176,2024,5,27,2024-05-27T22:18:21,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",39.667756,-4.954099,2024,9,17,2024-09-17T10:10,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",103.746333,1.225579,2023,7,15,2023-07-15T10:21,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",35.833333,24.95,2024,10,16,2024-10-16T08:31,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",115.596636,-8.278633,2024,9,21,2024-09-21T18:13,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",55.533985,-4.494228,2023,3,25,2023-03-25T12:49,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",179.866564,-16.961213,2024,7,6,2024-07-06T14:11,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",39.663688,-4.961677,2023,6,20,2023-06-20T12:34,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",98.77841,7.740734,2024,10,5,2024-10-05T09:16:06,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",57.433999,-20.511394,2024,9,24,2024-09-24T23:09,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",104.065898,2.889076,2024,5,6,2024-05-06T10:44,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",146.074677,-17.20439,2021,10,19,2021-10-19T10:34,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",115.59484,-8.278394,2024,9,11,2024-09-11T17:11,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",96.816862,-12.160363,2023,6,9,2023-06-09T12:49:57,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",103.860325,1.224574,2024,8,20,2024-08-20T05:24,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",130.505217,-1.031853,2022,11,25,2022-11-25T08:40:04,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",177.113136,-17.689952,2023,2,22,2023-02-22T10:09,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",99.97865,9.796587,2023,3,2,2023-03-02T14:16,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",98.022814,9.364216,2020,3,6,2020-03-06T01:16,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",-149.843481,-17.483355,2024,5,22,2024-05-22T15:39,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",73.5557,0.447894,2023,3,1,2023-03-01T17:01,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",39.56294,-8.571934,2023,10,20,2023-10-20T07:35,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",103.85,1.216667,2024,6,24,2024-06-24T06:49,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",115.59484,-8.278394,2024,9,11,2024-09-11T17:06,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",73.595015,4.327635,2012,3,29,2012-03-29T09:22,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",99.848365,10.083922,2024,7,24,2024-07-24T07:20,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",116.014577,5.965626,2024,10,4,2024-10-04T15:25,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",115.5675,-8.236562,2023,5,22,2023-05-22T17:11,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",39.538822,-6.240955,2024,8,20,2024-08-20T11:19:12,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
"Radianthus magnifica (Quoy & Gaimard, 1833)",123.267642,9.073693,2022,12,31,2022-12-31T11:40:26,50c9509d-22c7-4a22-a47d-8c48425ef4a7,NA,NA,NA,gbif.org
