decimalLongitude,decimalLatitude,eventDate,basisOfRecord,occurrenceStatus,depth,source,datasetName,species
147.72365,-18.66045,2015-05-04,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.52925,-17.79503,2015-12-16,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.19812,-16.7988,2004-01-17,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
151.70787,-23.283,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
146.05,-16.54865,2009-01-06,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
153.23333,-26.66667,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
147.4519,-18.39987,2015-05-05,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.455,-14.6455,2008-09-08,PreservedSpecimen,present,6.5,OBIS,NA,Amphiprion_akindynos
146.98645,-18.42072,2006-07-13,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.448,-14.6965,2008-09-14 23:09:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
152.6149,-21.95018,2009-10-21,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
150.59507,-21.00678,2010-02-24,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
148.25,-20.01667,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.35517,-14.78517,1998-10-15,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.86877,-16.03838,2001-09-15,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.45165,-21.30032,2006-01-17,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
151.97623,-23.31722,1996-11-17,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.40308,-17.46652,2014-03-21,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
150.94217,-20.88195,2008-06-09,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.3535,-14.78883,1995-09-29,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.46667,-14.66667,1985-05-20,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.45399,-14.6869,2015-07-21 23:07:00,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
152.37758,-23.84737,2006-05-08,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.58833,-14.52913,2001-07-08,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.47787,-17.2336,2012-02-25,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.455,-14.6462,2002-10-15 00:10:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
148.90165,-20.05967,2017-03-01,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
-178.883,-23.6,2015-01-18,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.46899,-14.6902,2003-01-15 00:01:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
151.641,-21.4064,2016-03-09,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
143.76667,-9.58333,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
151.94545,-23.25245,2006-11-21,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.46804,-14.6886,2008-09-07,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
147.0013,-18.46053,2010-03-30,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
150.85717,-21.02257,2008-06-08,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.547,-14.6414,2001-01-15 00:01:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
145.472,-14.6707,2002-01-15 00:01:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
149.03333,-20.45,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
147.05995,-18.43142,2010-03-28,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.19347,-22.02737,1996-11-10,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.45,-14.666,1975-11-24,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
166.280555556,-22.3305555556,1991-09-05T12:00:00Z,HumanObservation,NA,NA,OBIS,NA,Amphiprion_akindynos
150.78537,-21.05325,2013-12-11,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.444,-14.6871,2015-02-20 00:02:00,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
158.630004882812,-19.8999996185303,NA,Occurrence,present,38.5,OBIS,NA,Amphiprion_akindynos
146.47808,-17.29065,2015-12-13,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.2015,-16.80483,1994-02-09,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.265,-21.955,2005-11-23,HumanObservation,present,67,OBIS,NA,Amphiprion_akindynos
145.57345,-16.39022,2009-02-11,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.65268,-14.63157,2008-11-04,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
166.245834351,-22.3416671753,1991-09-11T12:00:00Z,PreservedSpecimen,NA,NA,OBIS,NA,Amphiprion_akindynos
153.35,-27.48333,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.44833,-14.69666,2008-09-07,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.644,-14.6648,2015-09-06 23:09:00,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
152.29713,-23.79565,2017-10-15,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.44901,-14.6834,2003-07-14 23:07:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
145.49417,-14.65033,2001-06-30,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.54683,-21.10973,2008-01-26,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.505,-14.74533,2008-09-11,PreservedSpecimen,present,5,OBIS,NA,Amphiprion_akindynos
152.52608,-21.86693,2008-02-05,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.44501,-14.676,2011-05-14 23:05:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
146.20264,-16.99786,2006-10-23T12:00:00Z,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
166.5,-22.25,1973-06-14,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.983,-16.766,1935-01-23,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
149.43047,-19.80687,2011-03-14,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.55577,-21.53922,2011-11-24,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
153.4,-29.933,1976-09-29,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
146.47847,-17.22917,2012-02-25,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
150.78493,-21.057,2008-06-16,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
166.383,-20.716,1973-06-16,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.46201,-14.684,2002-10-15 00:10:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
152.48258,-21.97913,2004-11-21,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.46001,-14.6853,2003-07-14 23:07:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
145.438,-14.6802,2011-09-24 23:09:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
153.41666,-27.46667,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.447784424,-14.6994447708,1994-06-24T12:00:00Z,PreservedSpecimen,NA,NA,OBIS,NA,Amphiprion_akindynos
166.233333333,-22.3305555556,1991-09-10T12:00:00Z,HumanObservation,NA,NA,OBIS,NA,Amphiprion_akindynos
145.442,-14.6843,2003-07-14 23:07:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
145.466,-14.6935,2011-09-24 23:09:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
146,-16.716,1972-08-12,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.44901,-14.6971,2007-05-14 23:05:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
153.58333,-28.2,1985-08-10,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
152.09257,-23.48768,1998-11-29,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.29757,-18.62007,2010-04-10,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
151.94255,-23.24957,2010-11-29,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.55083,-18.73785,2018-05-04,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.46297,-14.6977,1994-10-17,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.1107,-16.6461,2014-03-18,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.466,-14.6896,2015-02-20 00:02:00,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
166.305557251,-22.3277778625,1991-09-05T12:00:00Z,PreservedSpecimen,NA,NA,OBIS,NA,Amphiprion_akindynos
166.245833333,-22.3416666667,1991-09-11T12:00:00Z,HumanObservation,NA,NA,OBIS,NA,Amphiprion_akindynos
145.45,-14.6626,2003-01-15 00:01:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
151.47352,-21.45628,2016-01-22,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.447777778,-14.6994444444,1994-06-24T12:00:00Z,HumanObservation,NA,NA,OBIS,NA,Amphiprion_akindynos
151.98242,-23.32297,2004-12-02,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.53242,-17.79117,2015-12-16,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.783,-16.433,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.505,-14.74555,2008-09-11,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.68333,-14.93333,1985-11-14,PreservedSpecimen,present,2,OBIS,NA,Amphiprion_akindynos
147.43588,-18.6186,2006-07-10,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.44647,-21.29648,2008-01-25,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.08408,-18.62263,2007-05-31,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146,-16.666,1972-07-01,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
152.75,-25.833,1973-07-05,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
150.09108,-19.7436,2002-11-27,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.446,-14.6639,2011-09-24 23:09:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
166.295833333,-21.6388888889,1991-08-31T12:00:00Z,HumanObservation,NA,NA,OBIS,NA,Amphiprion_akindynos
145.46899,-14.6881,2008-09-14 23:09:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
147.46418,-18.40555,1999-04-26,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.43267,-18.62157,2008-05-14,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.45,-14.6834,2018-03-07 00:03:00,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
152.27468,-23.74525,2017-10-16,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
