decimalLongitude,decimalLatitude,eventDate,basisOfRecord,occurrenceStatus,depth,source,datasetName,species
152.66682,-22.00595,1997-12-04,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.57005,-21.46963,2008-12-03,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
151.91666,-23.45,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
152.5665,-21.46982,2008-01-28,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.23933,-16.84967,2014-03-13,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.38605,-18.25463,2003-03-12,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.46558,-14.69435,1997-10-16,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.87865,-18.47182,2016-05-11,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.5435,-21.11053,2013-12-02,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.48295,-21.98267,2004-11-22,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.72383,-18.6558,2005-05-09,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
151.25,-23.433,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
166,-22,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.83333,-15.83333,1981-10-28,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.44,-14.6839,2015-01-12 00:01:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
145.45399,-14.6451,2008-09-14 23:09:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
147.44025,-18.61763,2008-05-15,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.44248,-21.29647,2009-10-13,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.05687,-16.55537,2007-01-17,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.56043,-21.70307,2004-11-27,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.88358,-18.47873,2005-12-09,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.472,-14.6709,2002-01-15 00:01:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
147.57032,-18.6054,2014-05-04,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.18695,-21.86258,2002-09-11,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
149.92085,-19.6636,2001-11-04,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.30028,-18.6242,2018-02-27,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.66622,-18.81732,1993-12-21,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.02657,-16.50303,2001-02-12,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
151.6446,-21.40853,2016-03-09,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.80415,-15.60715,2006-11-11T12:00:00Z,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
152.56913,-21.33073,2016-01-09,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
150.5323,-20.99568,2006-03-07,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.25,-21.95,2005-11-17,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
150.3803,-21.03255,2014-04-24,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.455,-14.6459,2008-09-14 23:09:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
152.62013,-22.02767,2015-01-24,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.65938,-21.98538,2007-12-13,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
148.87967,-20.08175,1998-03-03,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.98457,-18.4221,2016-04-30,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.02267,-16.49935,1998-01-23,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
150.0808,-19.73872,2013-04-16,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.05199,-16.69967,2006-08-12T12:00:00Z,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
145.45399,-14.6992,2007-05-14 23:05:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
152.43017,-23.89088,2015-10-16,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.90753,-16.20752,1996-01-13,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.517,-14.7464,2012-10-12,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.84515,-16.07158,2014-03-15,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.66862,-18.806,2009-04-29,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.61832,-22.03203,2012-08-31,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
153.21667,-26.65,1998-10-15,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
152.18638,-21.867,2000-09-09,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
-174.102493286,-18.6819438934,1993-11-15T12:00:00Z,PreservedSpecimen,NA,26,OBIS,NA,Amphiprion_akindynos
152.4275,-23.88698,1994-11-27,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
151.90862,-23.17548,2017-10-23,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.316,-32.616,1973-04-15,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
147.7218,-18.7318,2012-04-27,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.8533,-16.07655,2008-04-28,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.18427,-21.87048,2004-11-21,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.51498,-14.74983,2014-12-09,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.38127,-18.25717,1992-04-11,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.45,-14.66667,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
150.55817,-20.92012,2008-06-12,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.5682,-21.70427,2010-12-08,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.4686,-22.00337,2012-01-06,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.47905,-17.28732,2017-12-21,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.44701,-14.6505,2016-12-04 00:12:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
146.57162,-17.81072,2012-03-01,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.61923,-22.02287,2002-09-06,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.41978,-23.8835,2000-09-16,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152,-21,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
146.40778,-17.47175,2007-08-18,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
153.51667,-27.4,2005-12-14,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
149.91517,-19.66285,2007-03-21,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.66857,-21.99795,2015-01-22,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.5765,-18.60295,2010-04-13,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.45444,-14.6461,2008-09-10,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
152.2784,-23.74518,2015-10-13,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
150.59692,-21.0092,2008-06-15,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
167.183,-9.9,1998-09-22,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.45399,-14.6475,2004-08-14 23:08:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
145.48333,-16.53333,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.45399,-14.6454,2011-09-24 23:09:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
145.658,-14.641,2018-03-07 00:03:00,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
152.083,-23.5,1969-12-07,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
152.366,-23.85,1980-02-21,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
152.52263,-21.8743,2009-10-20,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.55398,-18.73237,2016-05-18,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.24258,-16.8535,2015-12-07,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
169.49733,-19.52532,1996-06-03,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
146.02995,-16.50682,2013-01-12,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.61018,-21.9573,2012-01-09,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.87015,-16.04182,2014-03-16,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.613,-21.95443,2012-01-09,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.00477,-18.46287,2008-05-03,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.62085,-14.57385,2008-11-03,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
151.97975,-23.31915,1998-11-28,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
153.53333,-27.4,1993-06-04,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.833,-15.816,1981-11-04,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
147.57718,-18.57107,2014-05-05,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.5734,-18.60437,2008-05-20,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.88105,-18.47492,2018-02-26,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.57427,-21.46962,1998-12-07,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.7217,-18.65212,2001-05-03,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.453,-14.6881,2018-03-07 00:03:00,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.64945,-14.6296,2010-10-30,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
151.63843,-21.4054,2012-01-11,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
166.280548096,-22.3305549622,1991-09-05T12:00:00Z,PreservedSpecimen,NA,NA,OBIS,NA,Amphiprion_akindynos
145.8716,-16.04757,2000-01-24,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
153.383,-29.916,1995-04-15,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
147.2989,-18.62177,2010-04-10,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
166.295837402,-21.6388893127,1991-08-31T12:00:00Z,PreservedSpecimen,NA,NA,OBIS,NA,Amphiprion_akindynos
147.67052,-18.81132,1999-04-16,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.56666,-16.38333,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.44099,-14.6842,2002-10-15 00:10:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
145.463,-14.6834,2003-01-15 00:01:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
152.09537,-23.49093,2004-12-01,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.45533,-18.40378,2004-04-29,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.6529,-21.9903,2016-01-19,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
150.16125,-19.79192,1999-03-05,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
151.916,-23.433,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.8,-16.75,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
146.23583,-16.84767,2014-03-13,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
178.416,-18.133,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
151.91543,-23.1778,2011-12-08,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.20002,-16.80142,2012-02-21,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.53666,-14.63666,2001-01-26,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
151.91215,-23.1762,2015-10-07,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.11398,-16.65238,2005-10-22,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.37238,-23.84812,2006-05-08,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.66857,-22.0018,2002-09-07,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
151.46908,-21.45495,2008-01-23,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.0593,-18.42833,2006-09-22,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.1958,-22.02373,2017-01-18,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
150.53582,-20.99363,2012-01-14,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.44701,-14.6989,2015-01-12 00:01:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
150.08645,-19.74147,2013-04-16,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.56405,-21.70278,2012-08-30,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.585,-14.5264,2016-09-03,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
146.57807,-17.81453,2008-05-01,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.58538,-21.42512,2018-01-22,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.65637,-21.98787,2010-01-16,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.464,-14.6919,2004-08-14 23:08:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
146.99047,-18.42022,2010-03-29,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.5502,-21.10853,2013-12-02,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.38175,-23.84867,2017-10-14,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.65455,-16.04263,1993-06-13,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
149.42633,-19.80833,2002-12-04,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.55273,-18.73513,2010-03-24,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
149.033,-20.45,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
146.9983,-18.4613,2010-03-27,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.18887,-22.03083,1998-12-06,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.47972,-21.97582,1995-11-26,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
152.52468,-21.87092,2016-01-13,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.58038,-18.57178,2006-09-23,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
145.44083,-14.68639,2008-09-12,PreservedSpecimen,present,3.5,OBIS,NA,Amphiprion_akindynos
153.5,-28.11666,1978-10-20,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.84958,-16.07332,1995-04-13,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
149.91807,-19.6641,2007-03-21,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
147.08147,-18.61882,2015-03-16,HumanObservation,present,5,OBIS,NA,Amphiprion_akindynos
143.92132,-10.57466,1993-01-16,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_akindynos
145.47099,-14.6709,2002-01-15 00:01:00,HumanObservation,present,NA,OBIS,NA,Amphiprion_akindynos
