decimalLongitude,decimalLatitude,eventDate,basisOfRecord,datasetName,occurrenceStatus,depth,source,species
34.740667,28.403867,NA,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_bicinctus
33.8986091614,27.2427787781,1965-01-05T12:00:00Z,PreservedSpecimen,NA,NA,5,OBIS,Amphiprion_bicinctus
42.10497222,16.91580556,2011-04-19,PreservedSpecimen,NA,NA,18,OBIS,Amphiprion_bicinctus
34.638332,28.58,1830,HumanObservation,NA,present,NA,OBIS,Amphiprion_bicinctus
42.12525,16.90330556,2011-04-19,PreservedSpecimen,NA,NA,15,OBIS,Amphiprion_bicinctus
39,20,NA,PreservedSpecimen,NA,NA,30,OBIS,Amphiprion_bicinctus
48.2,4.75,1991-05-28/1991-05-28,PreservedSpecimen,NA,present,38,OBIS,Amphiprion_bicinctus
34.638117,28.18345,NA,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_bicinctus
34.96667,29.63333,1975-11-24,PreservedSpecimen,NA,present,21,OBIS,Amphiprion_bicinctus
34.740667,28.404867,2013-09-29,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_bicinctus
54.178017,12.670333,NA,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_bicinctus
43.1432,11.699183,2012-09-27,PreservedSpecimen,NA,NA,10,OBIS,Amphiprion_bicinctus
33.7736091614,27.2794437408,1965-01-07T12:00:00Z,PreservedSpecimen,NA,NA,6,OBIS,Amphiprion_bicinctus
43.143217,11.699183,NA,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_bicinctus
54.350867,12.6048,NA,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_bicinctus
39.45,15.60972,NA,preservedspecimen,NA,NA,NA,OBIS,Amphiprion_bicinctus
40,15.5419435501,1969-08-09T10:00:00Z,PreservedSpecimen,NA,NA,7,OBIS,Amphiprion_bicinctus
34.950001,29.549999,NA,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_bicinctus
34.9500007629,29.5,1977-05-04T12:00:00Z,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_bicinctus
39.4416656494,16.1000003815,1969-08-14T13:00:00Z,PreservedSpecimen,NA,NA,4,OBIS,Amphiprion_bicinctus
