decimalLongitude,decimalLatitude,eventDate,basisOfRecord,datasetName,occurrenceStatus,depth,source,species
159.066,-31.5444,2005-01-23,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
153.65,-28.21667,NA,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
167.96,-29.12,2009-02-04,HumanObservation,Reef Life Survey (RLS): Reef fish dataset,present,12,OBIS,Amphiprion_latezonatus
167.95,-29.066,1975-09-09,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
152.316,-32.616,1973-04-15,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
167.94,-29,2009-02-03,HumanObservation,Reef Life Survey (RLS): Reef fish dataset,present,10.5,OBIS,Amphiprion_latezonatus
167.94,-29.12,2009-02-04,HumanObservation,Reef Life Survey (RLS): Reef fish dataset,present,14,OBIS,Amphiprion_latezonatus
159.083,-31.516,NA,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
153.61667,-28.63333,NA,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
167.96,-29.07,2009-02-01,HumanObservation,Reef Life Survey (RLS): Reef fish dataset,present,10,OBIS,Amphiprion_latezonatus
159.066,-31.533,1973-02-08,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
159.066,-31.5006,2004-12-19,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
153.4,-29.93333,1977-08-19,PreservedSpecimen,NA,present,17.5,OBIS,Amphiprion_latezonatus
159.051,-31.5228,2005-02-07,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
167.933,-29,1975-09-07,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
153,-30.083,NA,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
153.5,-28.11666,NA,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
153.383,-29.916,1995-04-15,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
159.06667,-31.53333,1973-02-15,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
159.07,-31.4947,2004-12-05,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
153.54983,-28.16916,2002-12-09,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
159.167500000002,-31.623583266858,NA,HumanObservation,NA,present,NA,OBIS,Amphiprion_latezonatus
153.416,-30.25,NA,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
153.4,-29.933,1976-09-29,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
153.266,-30.3,1972-12-26,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
153.083,-27.333,1973-07-31,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_latezonatus
153.100416,-30.939038,2025-02-22T12:33,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.26693,-30.205483,2025-03-01T09:28,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.391466,-29.929429,2025-04-10T12:15,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
167.928311,-29.055244,2025-05-26T08:55:05,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.100684,-30.9384,2025-05-16T12:53,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
167.987449,-29.0495,2025-05-29T15:44:33,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
167.917444,-29.030056,2025-05-23,PRESERVED_SPECIMEN,NA,PRESENT,NA,GBIF,Amphiprion_latezonatus
167.958611,-29.005472,2025-05-30,PRESERVED_SPECIMEN,NA,PRESENT,NA,GBIF,Amphiprion_latezonatus
167.9175,-29.03,2025-05-23,PRESERVED_SPECIMEN,NA,PRESENT,NA,GBIF,Amphiprion_latezonatus
167.98723,-29.053888,2025-05-28,PRESERVED_SPECIMEN,NA,PRESENT,NA,GBIF,Amphiprion_latezonatus
167.91945,-29.021667,2025-05-22,PRESERVED_SPECIMEN,NA,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.100517,-30.939174,2024-01-31T10:21:10,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
167.987408,-28.98558,2024-01-01T10:07,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
168.0005,-28.983017,2024-01-01T10:07,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.462608,-27.532258,2024-02-04T10:56:11,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.100749,-30.938893,2024-03-24T09:39:32,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.100772,-30.939413,2024-03-03T07:49,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.387422,-29.923231,2024-04-17T10:07,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
167.929909,-28.99885,2024-04-13T17:06,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
167.949732,-29.001863,2024-04-06T11:25,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
167.966855,-29.070987,2024-04-11T16:31,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.387659,-29.923412,2024-04-17T11:02,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
167.961,-29.072278,2024-04-17T12:44,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.16954,-26.614252,2024-08-29T22:21,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
167.960806,-29.074747,2024-10-20T17:42,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.388228,-29.92333,2024-12-29T08:32,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.387831,-29.923153,2023-02-05T10:05,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.101493,-30.939456,2023-05-30T10:37,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.39014,-29.926773,2023-05-31T09:53,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.388269,-29.930942,2023-05-31T09:56,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.576998,-28.196548,2023-05-02/2023-05-03,HUMAN_OBSERVATION,DPIE Data from Scientific Licences dataset,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.387962,-29.923379,2023-12-03T08:32,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.387918,-29.922982,2023-12-02T08:48,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.264721,-30.203598,2022-02-16T09:49,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
153.265757,-30.206857,2022-02-16T09:38,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_latezonatus
