decimalLongitude,decimalLatitude,eventDate,basisOfRecord,datasetName,occurrenceStatus,depth,source,species
166.779955,11.168257,2002-08-15,HumanObservation,"Biodiversity study in Rongelap, Marshall Islands, 2002",not observed,15,OBIS,Amphiprion_tricinctus
145,15,NA,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_tricinctus
166.8368338,11.15273233,2002-08-10,HumanObservation,"Biodiversity study in Rongelap, Marshall Islands, 2002",present,12.5,OBIS,Amphiprion_tricinctus
166.8430458,11.14896667,2002-08-05,HumanObservation,"Biodiversity study in Rongelap, Marshall Islands, 2002",not observed,16,OBIS,Amphiprion_tricinctus
166.8820667,11.15727067,2002-08-06,HumanObservation,"Biodiversity study in Rongelap, Marshall Islands, 2002",not observed,15,OBIS,Amphiprion_tricinctus
166.8901402,11.15509283,2002-08-09,HumanObservation,"Biodiversity study in Rongelap, Marshall Islands, 2002",not observed,26,OBIS,Amphiprion_tricinctus
166.836496,11.15345117,2002-08-02,HumanObservation,"Biodiversity study in Rongelap, Marshall Islands, 2002",not observed,7.5,OBIS,Amphiprion_tricinctus
166.8437915,11.153993,2002-08-09,HumanObservation,"Biodiversity study in Rongelap, Marshall Islands, 2002",not observed,9,OBIS,Amphiprion_tricinctus
166.8375098,11.152035,2002-08-08,HumanObservation,"Biodiversity study in Rongelap, Marshall Islands, 2002",present,15,OBIS,Amphiprion_tricinctus
166.8666868,11.15778567,2002-08-06,HumanObservation,"Biodiversity study in Rongelap, Marshall Islands, 2002",not observed,7.5,OBIS,Amphiprion_tricinctus
166.7237842,11.191619,2002-08-15,HumanObservation,"Biodiversity study in Rongelap, Marshall Islands, 2002",not observed,15,OBIS,Amphiprion_tricinctus
166.8386793,11.151681,2002-08-04,HumanObservation,"Biodiversity study in Rongelap, Marshall Islands, 2002",not observed,15,OBIS,Amphiprion_tricinctus
166.8959177,11.17384133,2002-08-07,HumanObservation,"Biodiversity study in Rongelap, Marshall Islands, 2002",not observed,6.5,OBIS,Amphiprion_tricinctus
162.345607,11.359761,1970-07-05,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_tricinctus
162.359426,11.373646,1968-11-28,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_tricinctus
166.8957352,11.17905567,2002-08-03,HumanObservation,"Biodiversity study in Rongelap, Marshall Islands, 2002",present,7,OBIS,Amphiprion_tricinctus
166.8857735,11.15657867,2002-08-02,HumanObservation,"Biodiversity study in Rongelap, Marshall Islands, 2002",present,15,OBIS,Amphiprion_tricinctus
171.375023,7.103703,2023-02-23T15:01,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
171.373889,7.103029,2020-11-13T18:28,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
171.374606,7.102466,2019-05-10,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
167.7408,8.955794,2017-01-02,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
167.737313,8.84154,2016-01-24,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
167.735194,8.722663,2016-04-19T10:18,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
167.734577,8.827238,2016-04-18,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
167.734384,8.827896,2016-05-29,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
167.754586,8.932819,2016-06-20,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
167.752183,8.93695,2016-07-11,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
167.735414,9.079187,2016-07-18,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
167.701018,8.807095,2016-08-22,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
167.7087,8.820623,2016-09-04,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
167.749833,8.940755,2016-10-31,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
167.729277,8.738725,2016-11-22,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
167.731348,8.815439,2016-12-19,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
167.73476,8.830408,2015-01-04,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_tricinctus
