decimalLongitude,decimalLatitude,eventDate,basisOfRecord,datasetName,occurrenceStatus,depth,source,species
98.676667,7.667778,1964-12-02,PreservedSpecimen,NA,NA,0.91,OBIS,Amphiprion_akallopisos
43.6527777778,-12.4052777778,1988-11-26T12:00:00Z,HumanObservation,NA,NA,NA,OBIS,Amphiprion_akallopisos
46.3305500007936,-9.36686501031066,2021-12,HumanObservation,NA,present,NA,OBIS,Amphiprion_akallopisos
39.569757,-4.350391,1964-09-30,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_akallopisos
92.75,12.5,1853-07-02T12:00:00Z,HumanObservation,NA,present,NA,OBIS,Amphiprion_akallopisos
44.4,-12.1583333333,1988-11-19T12:00:00Z,HumanObservation,NA,NA,NA,OBIS,Amphiprion_akallopisos
106.836997986,-6.07899999619,NA,HumanObservation,NA,NA,NA,OBIS,Amphiprion_akallopisos
55.503889,-4.619444,1964-10-27,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_akallopisos
48.2000007629,-13.4083328247,1964-02-15T12:00:00Z,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_akallopisos
35.5,-21.666666,NA,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_akallopisos
39.2833,-6.71667,1979,PreservedSpecimen,Fish,NA,NA,OBIS,Amphiprion_akallopisos
44.4888877869,-12.0874996185,1988-11-20T12:00:00Z,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_akallopisos
55.47575,-4.615897,1964-10-27,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_akallopisos
93,10,1853-07-02T12:00:00Z,HumanObservation,NA,NA,NA,OBIS,Amphiprion_akallopisos
35.483334,-23.85,1951-09-13,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_akallopisos
35.558333,-22.843333,NA,PreservedSpecimen,NA,present,26,OBIS,Amphiprion_akallopisos
55.666668,-4.582778,1853,HumanObservation,NA,present,NA,OBIS,Amphiprion_akallopisos
